id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.3,1599,222,140,260,1,4.3,6.1,11.9,16.1,20.2,23.9,25,20.6,12.2,8,4.6,-5.2,-5.2,-2.6,0.9,3.5,7.1,8,8.8,5.8,2.4,0.6,-2.4,-2.1,-0.5,1.7,6.4,9.8,13.6,15.9,16.9,13.2,7.3,4.3,1.1,310,75,103,68,80,142,31,25,106,165,207,52
AG05,2,46.7473436,-121.8043788,940,6.1,1371,202,127,441,-0.4,2.9,4.5,10.5,14.6,18.6,22.5,23.5,19.4,11,6.6,3.2,-6.5,-6.4,-3.9,-0.2,2.4,6.1,7.4,8.3,5.4,1.8,-0.4,-3.8,-3.5,-1.8,0.3,5.2,8.5,12.4,14.9,15.9,12.4,6.4,3.1,-0.3,370,88,115,76,84,142,31,27,120,191,234,53
AV06,3,46.77629794,-121.7842335,1069,5.4,1222,192,120,685,-1,2.2,3.7,9.6,13.4,17.1,21.3,22.2,18,10,5.9,2.8,-7.2,-7.1,-4.5,-0.8,1.8,5.6,7,8,5.3,1.3,-1,-4.4,-4.1,-2.4,-0.4,4.4,7.6,11.4,14.2,15.1,11.7,5.7,2.5,-0.8,496,116,156,100,98,150,34,30,138,233,293,70
AM16,4,46.7686046,-121.757518,1206,4.7,1085,182,114,816,-1.5,1.5,2.9,8.8,12.4,16,20.3,21.1,17,9.1,5.3,2.2,-7.7,-7.6,-5.2,-1.5,1.2,4.9,6.6,7.7,5.1,0.9,-1.5,-5,-4.6,-3,-1.2,3.7,6.8,10.4,13.4,14.4,11.1,5,1.9,-1.4,516,120,163,104,100,149,34,30,142,241,301,70
AE10,5,46.76820597,-121.7432644,1455,3.7,912,166,103,1048,-2.4,0.5,1.9,7.6,11.1,14.6,19,19.8,15.7,7.9,4.3,1.3,-8.6,-8.5,-6.2,-2.5,0.3,4,5.9,7.1,4.6,0.1,-2.4,-5.8,-5.5,-4,-2.2,2.5,5.7,9.3,12.4,13.4,10.1,4,0.9,-2.2,550,127,175,110,104,148,35,31,144,250,316,75
PARA,6,46.77645454,-121.7323181,1620,3.1,813,156,97,1237,-3,-0.2,1.1,6.8,10.3,13.7,18.2,19,14.9,7.1,3.6,0.6,-9.2,-9.1,-6.9,-3.2,-0.2,3.3,5.4,6.6,4.2,-0.4,-3,-6.3,-6.1,-4.6,-2.9,1.8,5.1,8.5,11.8,12.8,9.6,3.3,0.3,-2.9,582,133,186,116,108,149,36,32,147,256,333,82
TA01,7,46.74125599,-121.5580695,709,6.6,1512,204,127,427,-0.1,3,5.1,11.3,15.6,19.7,24.6,25.5,20.7,11.5,6.8,3.3,-6.6,-6.7,-3.7,0,2.6,6.3,7.4,8.3,5.4,1.7,-0.2,-3.6,-3.3,-1.9,0.7,5.7,9.1,13,16,16.9,13.1,6.6,3.3,-0.2,387,96,102,68,74,99,20,19,86,194,240,80
AO03,8,46.82679491,-121.5481655,906,5.4,1273,185,111,466,-1.3,1.7,3.6,9.9,14,18.2,23,24.1,18.9,10,5.6,2.3,-7.7,-7.8,-4.9,-1.1,1.5,5.3,6.7,7.7,4.5,0.9,-1.2,-4.7,-4.5,-3,-0.7,4.4,7.8,11.8,14.8,15.9,11.7,5.4,2.2,-1.2,310,75,97,56,57,82,19,16,69,149,204,63
AB08,9,46.92012097,-121.5372401,1061,4.5,1108,173,102,522,-2.3,0.7,2.6,9,12.9,17,21.5,22.6,17.7,9,4.7,1.2,-8.3,-8.4,-5.6,-1.7,0.8,4.5,6.1,7.1,4,0.3,-1.9,-5.2,-5.3,-3.9,-1.5,3.6,6.9,10.8,13.8,14.9,10.8,4.7,1.4,-2,294,71,99,51,55,76,20,15,63,132,194,56
SUNR,10,46.92860325,-121.6550646,1817,2.2,697,140,85,891,-4.1,-1.3,0.2,6,9.4,13,17.5,18.4,14.5,6.1,2.4,-0.6,-10.1,-10.1,-8,-4.1,-1.1,2.3,4.5,5.6,3.5,-1.3,-3.9,-6.9,-7.1,-5.7,-3.9,1,4.2,7.7,11,12,9,2.4,-0.8,-3.8,360,89,120,63,69,97,31,20,90,145,211,59
