id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.5,1528,240,156,275,5.5,4.1,6.7,7.7,12.9,17.3,21.1,23.7,22.8,12.3,6.4,5.9,-0.4,-2.8,-0.1,-0.4,2.5,6.4,8,9.9,8.9,4.2,-1,-0.9,2.5,0.6,3.3,3.6,7.7,11.9,14.6,16.8,15.9,8.2,2.7,2.5,260,179,297,239,179,74,33,6,72,165,284,145
AG05,2,46.7473436,-121.8043788,940,6.4,1311,218,143,515,4.2,2.7,5.2,6.1,11.3,15.7,19.7,22.3,21.6,11.2,5.1,4.8,-1.4,-3.9,-1.3,-1.6,1.4,5.4,7.5,9.5,8.5,3.6,-2,-2,1.4,-0.6,2,2.2,6.4,10.6,13.6,15.9,15.1,7.4,1.5,1.4,305,209,337,269,190,77,33,5,81,188,322,165
AV06,3,46.77629794,-121.7842335,1069,5.7,1146,206,138,850,3.6,2.1,4.4,5.3,10.1,14.2,18.4,20.9,20.2,10.1,4.4,4.4,-2.1,-4.5,-1.8,-2.2,0.8,4.8,7.2,9.2,8.5,3.2,-2.5,-2.7,0.8,-1.2,1.3,1.5,5.4,9.5,12.8,15,14.3,6.7,1,0.9,410,274,458,358,223,84,37,6,93,231,405,220
AM16,4,46.7686046,-121.757518,1206,5,1027,195,132,1069,3.1,1.4,3.6,4.4,9.2,13.1,17.4,19.8,19.2,9.3,3.7,3.9,-2.6,-5,-2.5,-2.9,0.2,4.2,6.7,8.9,8.2,2.8,-3,-3.1,0.2,-1.8,0.6,0.8,4.7,8.7,12,14.4,13.7,6.1,0.4,0.4,424,283,480,373,228,84,37,6,96,238,415,229
AE10,5,46.76820597,-121.7432644,1455,4,862,178,124,1431,2.3,0.5,2.6,3.2,7.8,11.7,16.1,18.5,17.9,8,2.7,3.1,-3.4,-5.8,-3.5,-3.9,-0.6,3.2,6,8.3,7.8,2,-3.9,-3.9,-0.6,-2.6,-0.4,-0.3,3.6,7.4,11.1,13.4,12.8,5,-0.6,-0.4,450,298,517,395,237,84,38,6,97,246,435,246
PARA,6,46.77645454,-121.7323181,1620,3.4,767,167,118,1729,1.7,-0.3,1.9,2.4,7,10.8,15.3,17.6,17.1,7.2,2,2.4,-4,-6.4,-4.3,-4.5,-1.2,2.6,5.5,7.8,7.4,1.5,-4.5,-4.4,-1.1,-3.4,-1.2,-1,2.9,6.7,10.4,12.7,12.2,4.3,-1.2,-1,475,311,555,414,246,86,39,6,99,253,455,261
TA01,7,46.74125599,-121.5580695,709,6.9,1442,221,145,437,4.6,3.4,5.7,6.9,12.3,16.9,21.6,24.2,22.9,11.6,5.3,5.5,-1.2,-3.9,-1.1,-1.4,1.6,5.5,7.4,9.5,8.7,3.7,-1.9,-1.8,1.7,-0.2,2.3,2.8,7,11.2,14.5,16.9,15.8,7.7,1.7,1.9,299,212,335,223,164,60,26,4,60,186,299,196
AO03,8,46.82679491,-121.5481655,906,5.7,1206,200,131,561,3.4,2,4.3,5.4,10.7,15.4,19.9,22.8,21,10.1,4.1,4.3,-2.4,-5,-2.2,-2.5,0.6,4.6,6.8,8.9,7.8,2.8,-2.8,-2.9,0.5,-1.5,1,1.5,5.6,10,13.3,15.9,14.4,6.4,0.6,0.7,245,163,320,185,128,53,25,3,46,146,255,152
AB08,9,46.92012097,-121.5372401,1061,4.9,1035,187,124,669,2.4,1.1,3.5,4.5,9.6,14.1,18.4,21.3,19.7,9.2,3.2,3.2,-3,-5.6,-3,-3,0,3.9,6.2,8.3,7.2,2.2,-3.4,-3.5,-0.3,-2.2,0.2,0.8,4.8,9,12.3,14.8,13.4,5.7,-0.1,-0.1,237,151,329,175,122,53,26,3,41,133,244,133
SUNR,10,46.92860325,-121.6550646,1817,2.5,667,151,110,1250,0.6,-1.2,1.1,1.6,6.1,10.1,14.5,17,16.4,6.3,0.9,1.1,-4.9,-7.5,-5.4,-5.3,-1.9,1.7,4.6,6.8,6.7,0.6,-5.4,-5.3,-2.2,-4.3,-2.2,-1.8,2.1,5.9,9.6,11.9,11.5,3.4,-2.2,-2.1,299,198,373,227,155,65,36,5,57,149,280,156
