id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.7,1850,256,163,150,5.7,5.6,7.6,12.5,17.3,21,25.3,24.2,21.5,14.2,6.9,5.5,0.6,-2.9,-0.7,1.7,4.8,8.4,10.3,9.1,7.5,3.5,0.7,-0.8,3.1,1.3,3.4,7.1,11.1,14.7,17.8,16.6,14.5,8.8,3.8,2.4,458,183,119,115,99,95,12,7,52,79,602,232
AG05,2,46.7473436,-121.8043788,940,7.6,1605,235,149,280,4.2,4.2,6.1,11,15.7,19.4,24,22.8,20.3,13,5.5,4.3,-0.6,-4,-1.9,0.6,3.7,7.5,9.8,8.7,7.2,2.9,-0.3,-1.9,1.8,0.1,2.1,5.8,9.7,13.4,16.9,15.8,13.8,8,2.6,1.2,536,212,133,128,105,100,12,8,59,90,694,264
AV06,3,46.77629794,-121.7842335,1069,6.8,1418,224,144,464,3.7,3.5,5.3,10.1,14.5,17.9,22.8,21.4,18.9,12,4.8,3.8,-1.2,-4.6,-2.5,0,3.2,7,9.5,8.4,7.1,2.5,-0.8,-2.6,1.2,-0.5,1.4,5,8.8,12.4,16.1,14.9,13,7.2,2,0.6,715,277,178,169,124,107,14,9,69,111,875,353
AM16,4,46.7686046,-121.757518,1206,6.2,1285,213,137,589,3.1,2.8,4.6,9.3,13.6,16.8,21.8,20.3,17.9,11.1,4.1,3.3,-1.7,-5.1,-3.2,-0.7,2.6,6.3,9.1,8.1,6.9,2.1,-1.3,-3.1,0.7,-1.1,0.7,4.3,8.1,11.6,15.4,14.2,12.4,6.6,1.4,0.1,740,285,186,175,127,108,14,9,71,113,903,366
AE10,5,46.76820597,-121.7432644,1455,5.2,1089,195,126,841,2.2,1.8,3.5,8.1,12.2,15.4,20.5,19,16.6,9.9,3.1,2.4,-2.6,-6,-4.2,-1.7,1.7,5.4,8.4,7.5,6.4,1.3,-2.2,-3.9,-0.2,-2.1,-0.4,3.2,6.9,10.4,14.4,13.2,11.5,5.6,0.4,-0.8,785,300,200,186,132,108,14,9,72,117,948,394
PARA,6,46.77645454,-121.7323181,1620,4.5,981,185,121,1055,1.6,1.1,2.8,7.3,11.4,14.5,19.7,18.2,15.8,9.1,2.4,1.7,-3.1,-6.6,-4.9,-2.3,1.2,4.8,7.9,7,6.1,0.8,-2.8,-4.4,-0.8,-2.8,-1.1,2.5,6.3,9.7,13.8,12.6,10.9,5,-0.2,-1.4,829,312,213,196,137,110,14,10,74,120,995,421
TA01,7,46.74125599,-121.5580695,709,8.1,1756,237,151,270,4.5,4.6,6.8,11.7,16.6,20.5,26.2,24.7,21.6,13.6,5.5,4.3,-0.4,-4.1,-1.8,0.8,4,7.8,10,8.7,7.3,3,-0.2,-2,2,0.2,2.5,6.2,10.3,14.2,18.1,16.7,14.5,8.3,2.6,1.1,533,210,125,115,90,80,9,6,43,88,675,332
AO03,8,46.82679491,-121.5481655,906,6.9,1499,216,136,329,3.3,3.3,5.5,10.2,15.1,19.1,24.5,23.3,19.9,12,4.4,3.2,-1.5,-5.2,-2.9,-0.3,2.9,6.8,9.4,8.1,6.5,2.2,-1.2,-3.1,0.9,-1,1.3,4.9,9,13,17,15.7,13.2,7.1,1.6,0.1,426,160,115,95,71,68,9,6,36,70,577,260
AB08,9,46.92012097,-121.5372401,1061,6,1311,204,127,391,2.4,2.3,4.7,9.4,13.9,17.8,23.1,21.8,18.6,11,3.4,2.1,-2,-5.8,-3.6,-0.9,2.2,6.1,8.8,7.5,6,1.6,-1.9,-3.7,0.2,-1.8,0.6,4.2,8.1,11.9,16,14.7,12.3,6.3,0.8,-0.8,403,146,112,90,68,64,10,7,34,65,554,230
SUNR,10,46.92860325,-121.6550646,1817,3.7,860,168,110,805,0.6,0.1,2.2,6.5,10.4,13.8,19,17.7,15.3,8.1,1.2,0.4,-4,-7.6,-6,-3.2,0.3,3.9,7.1,6.1,5.5,-0.1,-3.8,-5.3,-1.7,-3.8,-1.9,1.6,5.4,8.8,13.1,11.9,10.4,4,-1.3,-2.4,504,191,131,112,87,77,14,8,49,73,621,263
AR07,11,46.77625738,-121.7479238,1483,5,1056,192,125,920,2,1.6,3.3,7.9,12,15.1,20.3,18.7,16.4,9.7,2.9,2.2,-2.7,-6.2,-4.4,-1.9,1.6,5.2,8.2,7.3,6.3,1.2,-2.4,-4.1,-0.4,-2.3,-0.6,3,6.8,10.2,14.2,13,11.3,5.4,0.2,-0.9,815,309,209,192,135,109,14,10,74,120,980,410
AX15,12,46.75028896,-121.8246074,1105,7.1,1485,225,143,364,3.8,3.6,5.6,10.3,15,18.6,23.3,22.1,19.7,12.4,4.9,3.8,-1,-4.5,-2.5,0,3.3,7,9.4,8.3,6.9,2.4,-0.8,-2.4,1.4,-0.4,1.5,5.2,9.2,12.8,16.4,15.2,13.3,7.4,2.1,0.7,582,228,146,137,108,99,12,8,60,94,736,287
TB13,13,46.74041198,-121.8480313,856,8.1,1721,243,154,213,4.8,4.7,6.8,11.6,16.5,20.3,24.8,23.7,21.2,13.7,6.1,4.7,-0.1,-3.6,-1.4,1,4.2,7.9,10,8.8,7.2,3.1,0.1,-1.5,2.4,0.6,2.7,6.3,10.3,14.1,17.4,16.2,14.2,8.4,3.1,1.6,498,196,126,119,100,96,12,7,54,83,646,248
