id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.6,1608,232,175,194,2,5.5,9.4,10.3,18.7,18.4,18.1,22.6,22.6,15.4,6.4,5.2,-5.2,-4.4,-0.6,1.5,6,6.8,7.5,8.7,6.4,4.3,-2.7,-1.6,-1.6,0.5,4.4,5.9,12.3,12.6,12.8,15.7,14.5,9.8,1.9,1.8,155,28,165,208,135,124,97,20,7,71,107,191
AG05,2,46.7473436,-121.8043788,940,6.4,1363,214,165,346,0.6,4,7.8,8.7,17.1,16.7,16.6,21.1,21.4,14.3,5.1,4,-6.3,-5.5,-1.8,0.3,4.9,5.8,6.7,8.2,6.1,3.6,-3.6,-2.8,-2.9,-0.8,3,4.5,11,11.2,11.7,14.7,13.8,9,0.7,0.6,179,35,186,228,137,128,100,21,8,79,123,218
AV06,3,46.77629794,-121.7842335,1069,5.6,1189,204,160,556,0,3.3,7,7.9,15.9,15.2,15.4,19.7,20,13.2,4.3,3.5,-7,-6.1,-2.4,-0.3,4.3,5.2,6.4,7.9,6,3.1,-4.2,-3.5,-3.5,-1.4,2.3,3.8,10.1,10.2,10.9,13.8,13,8.2,0,0,239,47,251,302,159,139,110,24,10,97,157,291
AM16,4,46.7686046,-121.757518,1206,5,1044,195,154,696,-0.5,2.7,6.2,7,15,14.1,14.3,18.6,19,12.3,3.7,3,-7.5,-6.6,-3.1,-1,3.7,4.6,5.9,7.5,5.8,2.7,-4.7,-4,-4,-1.9,1.6,3,9.3,9.3,10.1,13.1,12.4,7.5,-0.5,-0.5,246,50,262,312,161,139,110,24,10,99,162,302
AE10,5,46.76820597,-121.7432644,1455,4,861,180,145,950,-1.4,1.6,5.2,5.8,13.6,12.7,13.1,17.3,17.7,11.1,2.7,2.1,-8.4,-7.5,-4.1,-2.1,2.9,3.6,5.2,6.9,5.3,1.9,-5.6,-4.8,-4.9,-3,0.6,1.8,8.2,8.2,9.2,12.1,11.5,6.5,-1.4,-1.3,261,53,281,330,165,139,113,25,10,102,170,325
PARA,6,46.77645454,-121.7323181,1620,3.3,749,170,138,1160,-2,0.9,4.4,5,12.8,11.8,12.2,16.4,16.9,10.3,2,1.4,-9,-8.1,-4.8,-2.7,2.3,3,4.7,6.4,5,1.4,-6.2,-5.3,-5.5,-3.6,-0.2,1.1,7.6,7.4,8.4,11.4,10.9,5.9,-2.1,-2,277,56,301,346,169,141,115,27,11,104,178,346
TA01,7,46.74125599,-121.5580695,709,6.7,1474,214,165,362,0.5,3.9,8,9.4,18.1,17.7,18.5,22.8,22.7,14.7,5.3,4.2,-6.5,-5.6,-1.8,0.2,5.1,5.9,6.5,7.8,6.2,3.5,-3.7,-2.5,-3,-0.8,3.1,4.8,11.6,11.8,12.5,15.3,14.4,9.1,0.8,0.9,186,52,173,184,98,99,69,18,8,68,118,262
AO03,8,46.82679491,-121.5481655,906,5.6,1237,197,152,407,-0.7,2.5,6.6,7.9,16.6,16.3,16.9,21.5,20.9,13.2,4,3.1,-7.6,-6.6,-2.8,-0.8,4.1,4.9,5.9,7.3,5.4,2.7,-4.5,-3.7,-4.1,-2,1.9,3.6,10.4,10.6,11.4,14.4,13.1,7.9,-0.2,-0.3,149,38,164,154,76,87,63,15,6,55,105,207
AB08,9,46.92012097,-121.5372401,1061,4.7,1058,187,145,463,-1.6,1.6,5.7,7.1,15.5,15,15.5,20,19.6,12.2,2.9,2,-8.2,-7.2,-3.5,-1.3,3.5,4.2,5.4,6.8,4.9,2.1,-5.1,-4.3,-4.9,-2.8,1.1,2.9,9.5,9.6,10.4,13.4,12.2,7.1,-1.1,-1.1,142,34,165,147,73,86,64,15,6,52,106,184
SUNR,10,46.92860325,-121.6550646,1817,2.4,644,154,129,837,-3.2,-0.3,3.5,4.2,11.9,11.1,11.6,15.9,16.4,9.3,0.6,0.1,-9.9,-9,-5.8,-3.5,1.6,2.1,3.9,5.5,4.4,0.5,-7.1,-6.1,-6.6,-4.7,-1.1,0.4,6.8,6.6,7.8,10.7,10.4,4.9,-3.2,-3,174,37,195,191,102,105,97,18,7,62,119,214
AR07,11,46.77625738,-121.7479238,1483,3.7,823,177,143,1026,-1.6,1.4,4.9,5.6,13.4,12.4,12.8,17,17.5,10.9,2.4,1.9,-8.5,-7.7,-4.3,-2.2,2.7,3.4,5.1,6.7,5.2,1.8,-5.8,-5,-5,-3.2,0.3,1.7,8.1,7.9,8.9,11.8,11.3,6.4,-1.7,-1.6,271,54,295,341,169,141,112,26,10,104,176,338
