id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.8,1849,253,157,131,4.8,7.1,9.2,15.4,16.2,18.7,28.6,25.5,20.6,14.9,6.8,5.1,-1.4,-0.4,-2.1,2.2,3.9,5.9,10.3,8.1,6.7,4.3,0.4,-0.3,1.7,3.3,3.5,8.8,10,12.3,19.5,16.8,13.7,9.6,3.6,2.4,237,218,87,44,152,139,9,11,131,176,514,271
AG05,2,46.7473436,-121.8043788,940,7.6,1592,230,140,248,3.4,5.7,7.6,13.9,14.7,17.1,27.4,24.1,19.5,13.8,5.5,3.8,-2.6,-1.5,-3.3,1.1,2.8,4.9,9.7,7.6,6.3,3.7,-0.7,-1.5,0.4,2.1,2.1,7.5,8.8,11,18.5,15.9,12.9,8.8,2.4,1.1,285,258,100,49,157,140,9,11,145,197,604,312
AV06,3,46.77629794,-121.7842335,1069,6.9,1407,218,133,414,2.8,5,6.8,13,13.5,15.6,26.2,22.7,18.2,12.8,4.8,3.3,-3.3,-2.1,-3.9,0.5,2.2,4.3,9.4,7.3,6.2,3.2,-1.2,-2.2,-0.2,1.4,1.4,6.8,7.8,9.9,17.8,15,12.2,8,1.8,0.5,381,337,136,64,184,149,10,12,166,240,761,418
AM16,4,46.7686046,-121.757518,1206,6.2,1262,206,125,536,2.3,4.3,6,12.2,12.5,14.5,25.2,21.6,17.2,11.9,4.1,2.8,-3.8,-2.6,-4.6,-0.2,1.6,3.7,9,7,6,2.8,-1.8,-2.7,-0.8,0.8,0.7,6,7,9.1,17.1,14.3,11.6,7.3,1.1,0,398,350,143,66,187,148,10,12,169,245,792,437
AE10,5,46.76820597,-121.7432644,1455,5.2,1069,186,113,765,1.4,3.3,5,11,11.2,13.1,23.9,20.2,15.9,10.7,3.1,1.9,-4.7,-3.4,-5.6,-1.2,0.7,2.7,8.3,6.4,5.5,2,-2.7,-3.5,-1.7,-0.1,-0.3,4.9,5.9,7.9,16.1,13.3,10.7,6.3,0.2,-0.8,424,370,155,70,193,147,10,13,171,252,835,470
PARA,6,46.77645454,-121.7323181,1620,4.6,961,174,106,957,0.8,2.6,4.2,10.2,10.4,12.2,23.1,19.4,15.1,9.9,2.4,1.2,-5.3,-4,-6.3,-1.8,0.2,2,7.8,5.9,5.2,1.5,-3.3,-4,-2.2,-0.7,-1,4.2,5.3,7.1,15.5,12.6,10.2,5.7,-0.4,-1.4,448,386,166,73,199,149,10,13,175,257,878,501
TA01,7,46.74125599,-121.5580695,709,8.1,1742,232,144,248,3.7,5.9,7.9,14.6,15.6,18.1,29.6,25.8,21,14.4,5.6,3.9,-2.7,-1.4,-3.3,1.4,3,4.9,9.9,7.7,6.5,3.6,-0.7,-1.4,0.5,2.2,2.3,8,9.3,11.5,19.8,16.8,13.8,9,2.4,1.2,303,276,106,40,121,99,6,10,99,174,636,394
AO03,8,46.82679491,-121.5481655,906,6.9,1473,209,125,303,2.4,4.5,6.5,13.2,14.1,16.7,27.9,24.4,19.2,12.8,4.5,2.9,-3.8,-2.5,-4.3,0.3,1.9,4,9.3,7.1,5.6,2.7,-1.6,-2.6,-0.7,1,1.1,6.8,8,10.3,18.6,15.8,12.4,7.8,1.4,0.1,240,208,100,33,95,84,6,8,78,137,532,305
AB08,9,46.92012097,-121.5372401,1061,6,1276,196,116,363,1.4,3.5,5.6,12.3,12.9,15.4,26.3,22.8,17.9,11.8,3.6,1.8,-4.4,-3.1,-5,-0.3,1.3,3.2,8.7,6.5,5.2,2.1,-2.2,-3.2,-1.5,0.2,0.3,6,7.1,9.3,17.5,14.7,11.5,7,0.7,-0.7,224,187,101,30,91,79,7,7,71,124,498,266
SUNR,10,46.92860325,-121.6550646,1817,3.6,836,156,96,750,-0.4,1.4,3.3,9.3,9.4,11.4,22.3,18.7,14.6,8.9,1.3,0,-6.2,-5,-7.4,-2.7,-0.6,1.1,7,5,4.7,0.5,-4.1,-4.9,-3.3,-1.8,-2.1,3.3,4.4,6.2,14.7,11.8,9.7,4.7,-1.4,-2.5,273,238,112,40,122,102,10,8,103,146,538,305
