id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.7,1824,251,152,216,5.1,3.2,9.2,15.2,17.9,18.1,24.5,26.4,21.2,14.8,11.7,7.5,-1.1,-3.9,-1.1,1.6,3.9,5.8,8.7,8.6,6.2,3.7,1.1,1,2,-0.3,4,8.4,10.9,12,16.6,17.5,13.7,9.2,6.4,4.2,235,295,129,58,116,111,60,81,92,126,101,333
AG05,2,46.7473436,-121.8043788,940,7.6,1562,229,136,386,3.8,1.8,7.7,13.8,16.3,16.5,23.2,25,20,13.6,10.5,6.2,-2.3,-5.2,-2.3,0.5,2.8,4.9,8.1,8.2,5.8,3.1,0.1,-0.2,0.8,-1.7,2.7,7.2,9.6,10.7,15.6,16.6,12.9,8.3,5.3,3,272,347,148,66,123,111,60,89,107,142,115,379
AV06,3,46.77629794,-121.7842335,1069,6.8,1382,216,130,609,3.2,1.2,6.9,12.9,15.1,15,22,23.7,18.6,12.6,9.8,5.7,-3,-5.8,-2.9,0,2.3,4.3,7.8,7.9,5.7,2.6,-0.5,-0.9,0.1,-2.3,2,6.4,8.7,9.7,14.9,15.8,12.2,7.6,4.7,2.4,364,454,201,88,143,118,66,99,124,174,149,508
AM16,4,46.7686046,-121.757518,1206,6.2,1233,204,122,747,2.7,0.5,6.1,12.1,14.1,13.9,21,22.6,17.6,11.7,9.2,5.2,-3.5,-6.3,-3.6,-0.7,1.7,3.7,7.4,7.6,5.5,2.2,-1,-1.4,-0.4,-2.9,1.2,5.7,7.9,8.8,14.2,15.1,11.6,6.9,4.1,1.9,374,471,212,92,147,118,65,100,129,179,152,528
AE10,5,46.76820597,-121.7432644,1455,5.2,1033,185,111,987,1.8,-0.4,5.1,10.9,12.8,12.5,19.7,21.2,16.3,10.5,8.2,4.3,-4.3,-7.2,-4.6,-1.7,0.8,2.7,6.7,7,5,1.4,-1.9,-2.2,-1.2,-3.8,0.2,4.6,6.8,7.6,13.2,14.1,10.7,6,3.1,1,397,496,228,98,153,117,66,104,131,184,159,567
PARA,6,46.77645454,-121.7323181,1620,4.5,914,173,105,1193,1.2,-1.1,4.3,10,12,11.6,18.9,20.4,15.5,9.7,7.5,3.6,-4.9,-7.8,-5.3,-2.3,0.3,2.1,6.2,6.5,4.7,0.9,-2.5,-2.7,-1.9,-4.4,-0.5,3.9,6.2,6.8,12.5,13.4,10.1,5.3,2.5,0.4,419,517,245,103,157,118,68,109,135,188,168,604
TA01,7,46.74125599,-121.5580695,709,8.1,1719,232,142,362,4.2,2.5,8.4,14.4,17.2,17.7,25.3,26.9,21.4,14.2,10.7,6.5,-2.2,-5.3,-2.1,0.9,3.3,5.2,8.3,8.2,6,3,-0.1,-0.1,1,-1.4,3.2,7.7,10.2,11.4,16.8,17.5,13.7,8.6,5.3,3.2,261,363,146,63,101,73,38,75,85,126,104,452
AO03,8,46.82679491,-121.5481655,906,6.9,1452,210,123,411,3,1.1,6.9,12.9,15.7,16.2,23.6,25.5,19.6,12.7,9.5,5.4,-3.3,-6.4,-3.2,-0.2,2.1,4.2,7.7,7.6,5.1,2.2,-0.9,-1.2,-0.1,-2.7,1.9,6.4,8.9,10.2,15.7,16.6,12.4,7.4,4.3,2.1,213,277,138,52,77,62,35,59,66,100,99,356
AB08,9,46.92012097,-121.5372401,1061,6,1242,197,114,472,2,0.2,5.9,12,14.5,15,22.1,23.9,18.3,11.6,8.5,4.3,-3.7,-6.9,-4,-0.8,1.5,3.5,7.1,6.9,4.6,1.6,-1.4,-1.7,-0.9,-3.4,1,5.6,8,9.2,14.6,15.4,11.4,6.6,3.5,1.3,207,253,140,48,71,58,35,52,59,93,107,316
SUNR,10,46.92860325,-121.6550646,1817,3.7,791,156,93,886,0.2,-2.1,3.4,9.1,11,10.9,18.1,19.8,15,8.7,6.2,2.4,-5.6,-8.7,-6.4,-3.1,-0.5,1.3,5.4,5.5,4.1,0,-3.3,-3.5,-2.7,-5.4,-1.5,3,5.2,6.1,11.8,12.7,9.6,4.3,1.5,-0.6,264,324,162,57,92,77,56,63,81,108,122,372
