id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.9,1950,259,153,143,6.1,3.5,8.9,13.9,16.2,23.6,25.9,24.4,20.3,12.2,9,3,0.2,-2.2,-0.7,2.2,4.5,10.3,11.2,10.8,7.3,3.3,2.4,-2.1,3.1,0.6,4.1,8.1,10.3,17,18.5,17.6,13.8,7.8,5.7,0.4,241,275,104,38,76,87,3,18,122,225,381,273
AG05,2,46.7473436,-121.8043788,940,7.8,1701,239,137,254,4.8,2.1,7.4,12.3,14.6,22,24.6,23,19.1,11,7.7,1.8,-0.8,-3.3,-1.7,1.2,3.4,9.5,10.8,10.4,6.9,2.7,1.5,-3.2,2,-0.6,2.9,6.8,9,15.8,17.7,16.7,13,6.8,4.6,-0.7,271,324,116,42,79,85,3,19,135,255,435,308
AV06,3,46.77629794,-121.7842335,1069,7.1,1534,228,132,414,4.2,1.4,6.6,11.5,13.4,20.5,23.4,21.6,17.7,10,7,1.3,-1.5,-3.9,-2.3,0.6,2.9,8.9,10.5,10.1,6.9,2.3,0.9,-3.9,1.4,-1.2,2.1,6,8.2,14.7,17,15.9,12.3,6.2,4,-1.3,359,427,157,56,93,90,4,23,156,312,549,409
AM16,4,46.7686046,-121.757518,1206,6.4,1383,217,125,522,3.6,0.7,5.8,10.6,12.4,19.4,22.4,20.5,16.7,9.2,6.4,0.8,-2,-4.5,-2.9,0,2.3,8.3,10.1,9.8,6.7,1.9,0.4,-4.4,0.8,-1.9,1.4,5.3,7.3,13.8,16.2,15.2,11.7,5.6,3.4,-1.8,365,441,163,57,95,88,4,23,160,320,564,424
AE10,5,46.76820597,-121.7432644,1455,5.4,1190,201,114,711,2.8,-0.3,4.8,9.4,11.1,18,21.1,19.2,15.4,7.9,5.4,-0.1,-2.8,-5.3,-3.9,-1,1.4,7.4,9.4,9.2,6.2,1.1,-0.4,-5.2,0,-2.8,0.4,4.2,6.2,12.7,15.2,14.2,10.8,4.5,2.5,-2.6,386,465,175,60,97,88,4,23,162,332,592,454
PARA,6,46.77645454,-121.7323181,1620,4.8,1071,189,107,878,2.2,-1,4,8.6,10.3,17.1,20.3,18.4,14.6,7.1,4.7,-0.8,-3.4,-5.9,-4.6,-1.7,0.8,6.7,8.9,8.7,5.9,0.6,-1,-5.7,-0.6,-3.5,-0.3,3.4,5.6,11.9,14.6,13.5,10.2,3.8,1.9,-3.2,407,485,187,64,100,89,4,25,166,340,622,481
TA01,7,46.74125599,-121.5580695,709,8.4,1869,245,141,228,5.1,2.5,8.1,12.9,15.6,23.1,26.9,24.8,20.4,11.6,8,2.3,-0.5,-3.4,-1.3,1.6,3.7,9.9,11.1,10.3,7.1,2.8,1.7,-2.9,2.3,-0.4,3.4,7.2,9.7,16.5,19,17.6,13.8,7.2,4.8,-0.3,256,328,101,35,58,61,3,16,99,255,425,340
AO03,8,46.82679491,-121.5481655,906,7.2,1599,223,123,276,3.8,1.2,6.6,11.5,14,21.6,25.2,23.5,18.6,10.1,6.8,1.2,-1.7,-4.4,-2.4,0.4,2.6,8.8,10.5,9.7,6.2,1.9,0.7,-4.1,1,-1.6,2.1,6,8.3,15.2,17.9,16.6,12.4,6,3.8,-1.4,207,256,97,31,47,53,3,14,79,198,364,263
AB08,9,46.92012097,-121.5372401,1061,6.3,1410,210,115,336,2.8,0.2,5.6,10.6,12.9,20.4,23.6,22,17.3,9.1,5.9,0.1,-2.3,-5,-3.1,-0.2,1.9,8,9.8,9.1,5.8,1.3,0,-4.7,0.2,-2.4,1.2,5.2,7.4,14.2,16.7,15.6,11.6,5.2,3,-2.3,198,241,100,31,46,52,4,14,72,177,349,229
SUNR,10,46.92860325,-121.6550646,1817,3.9,946,173,97,688,1,-2,3.1,7.7,9.3,16.4,19.5,17.8,14.1,6.2,3.5,-1.9,-4.3,-6.9,-5.7,-2.6,0,5.7,8.1,7.7,5.2,-0.3,-2.1,-6.5,-1.6,-4.4,-1.3,2.5,4.7,11,13.8,12.8,9.7,3,0.7,-4.2,251,314,122,40,63,65,6,18,101,197,392,279
