id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.9,1572,242,125,302,5,4.3,7.6,11.7,13.9,17.4,22.5,23.6,21.7,14.7,9.4,5.9,-1,-2.2,-1.2,-0.2,1.8,6,7.7,10,5.9,3.3,2.2,0.1,2,1,3.2,5.8,7.9,11.7,15.1,16.8,13.8,9,5.8,3,313,403,171,64,125,87,57,54,15,129,357,277
AG05,2,46.7473436,-121.8043788,940,6.7,1314,218,108,562,3.7,2.8,6.1,10.1,12.3,15.8,21.1,22.2,20.5,13.5,8,4.6,-2.2,-3.4,-2.4,-1.4,0.6,5,7.1,9.5,5.5,2.7,1.2,-1.1,0.8,-0.3,1.8,4.3,6.4,10.4,14.1,15.8,13,8.1,4.6,1.7,364,476,192,71,129,87,60,58,18,147,406,321
AV06,3,46.77629794,-121.7842335,1069,6,1155,205,102,900,3.1,2.1,5.3,9.3,11.1,14.3,19.9,20.9,19.1,12.5,7.3,4.2,-2.8,-4,-3,-2,0,4.4,6.8,9.2,5.4,2.3,0.7,-1.8,0.2,-0.9,1.1,3.7,5.6,9.4,13.3,15,12.2,7.4,4,1.2,484,620,257,95,150,94,67,66,21,180,511,429
AM16,4,46.7686046,-121.757518,1206,5.4,1033,193,96,1120,2.6,1.5,4.5,8.4,10.2,13.2,18.9,19.8,18.1,11.6,6.7,3.7,-3.3,-4.5,-3.7,-2.7,-0.6,3.8,6.3,8.9,5.2,1.9,0.1,-2.3,-0.3,-1.5,0.4,2.9,4.8,8.5,12.6,14.4,11.7,6.8,3.4,0.7,499,644,269,99,153,93,67,66,21,185,525,449
AE10,5,46.76820597,-121.7432644,1455,4.4,863,175,87,1506,1.7,0.5,3.5,7.2,8.8,11.8,17.6,18.5,16.8,10.4,5.7,2.8,-4.1,-5.4,-4.7,-3.7,-1.4,2.8,5.6,8.3,4.7,1.1,-0.7,-3.1,-1.2,-2.5,-0.6,1.8,3.7,7.3,11.6,13.4,10.8,5.8,2.5,-0.2,530,679,289,105,157,93,69,69,21,191,550,482
PARA,6,46.77645454,-121.7323181,1620,3.7,758,163,81,1808,1.1,-0.2,2.7,6.4,8,10.9,16.8,17.6,16,9.6,5,2.1,-4.7,-6,-5.4,-4.3,-2,2.2,5.1,7.8,4.4,0.6,-1.3,-3.6,-1.8,-3.1,-1.4,1.1,3,6.6,10.9,12.7,10.2,5.1,1.9,-0.8,558,707,308,110,161,94,71,72,22,196,576,511
TA01,7,46.74125599,-121.5580695,709,7.3,1462,221,111,524,4.1,3.4,6.7,10.8,13.2,17.1,23.2,24.2,21.8,13.9,8.2,5.2,-1.9,-3.4,-2.3,-1.2,0.8,5.1,7.1,9.5,5.6,2.7,1.4,-0.9,1.1,0,2.2,4.8,7,11.1,15.1,16.9,13.7,8.3,4.8,2.1,357,493,178,58,92,57,44,50,14,139,379,369
AO03,8,46.82679491,-121.5481655,906,6,1212,197,93,609,2.9,2,5.3,9.3,11.7,15.6,21.5,22.9,19.9,12.4,7,4,-3,-4.4,-3.4,-2.3,-0.3,4.1,6.5,8.9,4.7,1.8,0.4,-2.1,-0.1,-1.2,0.9,3.5,5.7,9.8,14,15.9,12.3,7.1,3.7,0.9,285,372,164,49,72,50,40,40,11,110,325,289
AB08,9,46.92012097,-121.5372401,1061,5.2,1035,183,85,693,1.9,1.1,4.4,8.5,10.6,14.2,20,21.3,18.6,11.3,6,2.9,-3.5,-5,-4.1,-2.9,-0.9,3.4,5.9,8.4,4.2,1.2,-0.3,-2.7,-0.8,-2,0.2,2.8,4.8,8.8,12.9,14.9,11.4,6.2,2.9,0.1,268,337,161,48,69,50,41,36,11,100,312,255
SUNR,10,46.92860325,-121.6550646,1817,2.8,646,145,72,1291,0,-1.1,1.9,5.6,7.1,10.1,16,17.1,15.4,8.5,3.7,0.9,-5.5,-6.8,-6.5,-5.2,-2.8,1.2,4.3,6.9,3.8,-0.4,-2.3,-4.4,-2.8,-4,-2.3,0.2,2.1,5.6,10.2,12,9.6,4,0.7,-1.8,337,432,190,62,96,67,60,44,15,114,358,303
