id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.8,1618,230,150,227,4.8,5.4,7.9,12.7,18.9,18.7,24.1,24.8,19.8,10.9,6.4,4.9,-2.5,-2.1,-0.6,1,4.2,6.1,8.8,8.7,6.3,1.4,-2.1,-1.6,1.1,1.7,3.7,6.8,11.5,12.4,16.5,16.8,13.1,6.2,2.2,1.7,292,248,176,106,43,166,49,16,84,244,287,318
AG05,2,46.7473436,-121.8043788,940,6.6,1380,209,138,424,3.4,4,6.4,11.3,17.3,17,22.8,23.4,18.6,9.7,5.1,3.6,-3.7,-3.2,-1.8,-0.1,3.1,5.1,8.3,8.3,5.9,0.8,-3.1,-2.8,-0.2,0.4,2.3,5.6,10.2,11.1,15.6,15.8,12.2,5.2,1,0.4,342,287,200,117,45,168,50,17,93,279,332,365
AV06,3,46.77629794,-121.7842335,1069,5.9,1211,197,132,686,2.8,3.4,5.6,10.5,16.1,15.6,21.6,22,17.2,8.7,4.4,3.2,-4.4,-3.8,-2.4,-0.7,2.5,4.6,8,8,5.8,0.3,-3.7,-3.5,-0.8,-0.2,1.6,4.9,9.3,10.1,14.8,15,11.5,4.5,0.4,-0.1,455,377,270,156,53,179,54,19,108,338,419,490
AM16,4,46.7686046,-121.757518,1206,5.2,1081,185,126,868,2.3,2.7,4.8,9.7,15.2,14.5,20.6,21,16.2,7.8,3.7,2.6,-4.9,-4.3,-3.1,-1.4,1.9,3.9,7.6,7.7,5.6,-0.1,-4.2,-4,-1.3,-0.8,0.8,4.1,8.5,9.2,14.1,14.3,10.9,3.9,-0.2,-0.7,471,388,284,161,55,178,54,20,110,350,433,510
AE10,5,46.76820597,-121.7432644,1455,4.2,916,168,115,1187,1.4,1.7,3.8,8.5,13.8,13.1,19.3,19.7,14.9,6.5,2.7,1.8,-5.8,-5.2,-4.1,-2.4,1,3,6.9,7.1,5.1,-0.9,-5.1,-4.8,-2.2,-1.8,-0.1,3,7.4,8.1,13.1,13.4,10,2.8,-1.2,-1.5,500,408,305,170,57,178,56,21,111,362,456,547
PARA,6,46.77645454,-121.7323181,1620,3.6,812,158,110,1449,0.8,1,3.1,7.7,13,12.2,18.5,18.8,14.1,5.7,2,1.1,-6.3,-5.8,-4.8,-3,0.5,2.3,6.4,6.6,4.8,-1.4,-5.7,-5.3,-2.8,-2.4,-0.8,2.4,6.8,7.2,12.4,12.7,9.4,2.2,-1.9,-2.1,527,425,326,178,59,180,56,22,114,369,479,581
TA01,7,46.74125599,-121.5580695,709,7.2,1530,212,139,402,3.8,4.6,7,12.2,18.2,18.2,24.9,25.4,19.9,10.1,5.2,4.2,-3.6,-3.2,-1.6,0.2,3.3,5.4,8.5,8.3,6,0.8,-3.1,-2.5,0.1,0.7,2.7,6.2,10.8,11.8,16.7,16.9,12.9,5.4,1,0.9,334,285,188,92,39,120,32,18,67,266,333,411
AO03,8,46.82679491,-121.5481655,906,6,1288,190,124,484,2.5,3.2,5.6,10.7,16.7,16.8,23.2,24,18.1,8.6,4,3,-4.7,-4.4,-2.7,-0.9,2.2,4.4,7.9,7.7,5.2,0,-4.1,-3.7,-1.1,-0.6,1.4,4.9,9.4,10.6,15.6,15.8,11.7,4.3,0,-0.4,267,220,178,78,31,102,29,14,54,202,284,323
AB08,9,46.92012097,-121.5372401,1061,5.1,1109,177,117,562,1.6,2.2,4.7,9.8,15.6,15.5,21.7,22.4,16.9,7.7,3.1,1.8,-5.3,-5,-3.4,-1.5,1.6,3.6,7.2,7.1,4.7,-0.6,-4.7,-4.4,-1.8,-1.4,0.7,4.2,8.6,9.6,14.4,14.8,10.8,3.6,-0.8,-1.3,251,204,181,75,29,98,28,13,50,178,273,287
SUNR,10,46.92860325,-121.6550646,1817,2.7,701,141,100,1078,-0.3,0,2.2,6.8,12.1,11.5,17.7,18.2,13.6,4.9,0.8,-0.2,-7.2,-6.8,-5.9,-3.9,-0.3,1.3,5.6,5.6,4.2,-2.2,-6.7,-6.1,-3.8,-3.4,-1.9,1.4,5.9,6.4,11.6,11.9,8.9,1.4,-3,-3.1,316,269,212,99,37,125,44,14,70,200,301,349
