id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.7,1713,220,136,272,2.8,5.7,5.6,15.3,16.9,22.7,25.6,24.3,22.8,12.5,7.1,2,-3.7,-2.6,-3.2,0.1,3.2,6.8,8.3,7.4,6.4,3.4,-0.4,-4.4,-0.5,1.6,1.2,7.7,10,14.8,17,15.9,14.6,8,3.3,-1.2,317,284,183,32,105,14,9,28,109,280,262,245
AG05,2,46.7473436,-121.8043788,940,6.5,1473,200,123,488,1.3,4.3,4.1,13.8,15.2,21.1,24.3,22.9,21.6,11.3,5.7,0.7,-4.9,-3.8,-4.5,-1,2.1,5.9,7.7,7,6,2.8,-1.5,-5.7,-1.8,0.2,-0.2,6.4,8.7,13.5,16,14.9,13.8,7.1,2.1,-2.5,373,329,209,36,113,15,10,30,125,317,301,286
AV06,3,46.77629794,-121.7842335,1069,5.8,1317,190,116,769,0.7,3.6,3.3,12.9,14,19.6,23.1,21.5,20.3,10.3,5,0.3,-5.6,-4.4,-5.1,-1.6,1.5,5.4,7.4,6.7,5.9,2.3,-2,-6.4,-2.4,-0.4,-0.9,5.7,7.8,12.5,15.2,14.1,13.1,6.3,1.5,-3.1,496,434,280,48,133,16,10,35,143,382,376,383
AM16,4,46.7686046,-121.757518,1206,5.1,1185,180,110,933,0.2,2.9,2.5,12.1,13.1,18.5,22.1,20.4,19.3,9.4,4.3,-0.3,-6.1,-5,-5.8,-2.3,0.9,4.7,7,6.4,5.7,1.9,-2.6,-7,-2.9,-1,-1.6,4.9,7,11.6,14.6,13.4,12.5,5.7,0.8,-3.6,515,446,296,50,138,17,11,35,148,394,388,402
AE10,5,46.76820597,-121.7432644,1455,4.1,1014,165,99,1235,-0.7,1.9,1.5,10.9,11.7,17.1,20.8,19.1,18,8.1,3.3,-1.2,-7,-5.8,-6.8,-3.3,0,3.8,6.3,5.8,5.2,1.1,-3.5,-7.8,-3.9,-2,-2.6,3.8,5.8,10.5,13.6,12.5,11.6,4.6,-0.1,-4.5,548,469,318,53,143,17,11,36,151,407,408,432
PARA,6,46.77645454,-121.7323181,1620,3.5,903,156,94,1472,-1.3,1.2,0.8,10.1,10.9,16.2,20,18.2,17.2,7.3,2.6,-1.9,-7.5,-6.4,-7.5,-4,-0.5,3.2,5.8,5.3,4.9,0.6,-4.1,-8.3,-4.4,-2.6,-3.4,3,5.2,9.7,12.9,11.8,11.1,3.9,-0.7,-5.1,578,488,340,55,148,18,12,38,154,414,428,460
TA01,7,46.74125599,-121.5580695,709,7,1618,202,126,455,1.6,4.7,4.8,14.4,16.1,22,26.4,24.8,23,11.6,5.7,1,-4.8,-3.9,-4.4,-0.7,2.4,6.3,7.9,7.1,6.2,2.7,-1.5,-5.9,-1.6,0.4,0.2,6.9,9.2,14.2,17.1,15.9,14.6,7.2,2.1,-2.5,382,317,202,30,98,21,10,26,91,298,301,351
AO03,8,46.82679491,-121.5481655,906,5.8,1372,183,110,532,0.4,3.3,3.3,12.9,14.6,20.5,24.8,23.4,21.2,10.2,4.6,0,-6,-5,-5.5,-1.9,1.3,5.3,7.2,6.5,5.3,1.9,-2.5,-6.9,-2.8,-0.9,-1.1,5.5,8,12.9,16,14.9,13.2,6,1,-3.5,300,249,188,24,77,17,9,22,71,225,249,271
AB08,9,46.92012097,-121.5372401,1061,4.9,1197,172,101,609,-0.5,2.2,2.4,12,13.5,19.2,23.3,21.8,19.8,9.2,3.7,-1.1,-6.6,-5.7,-6.2,-2.5,0.7,4.5,6.6,5.9,4.7,1.3,-3.1,-7.4,-3.5,-1.8,-1.9,4.8,7.1,11.8,14.9,13.9,12.2,5.2,0.3,-4.2,279,235,186,21,74,16,9,21,63,195,230,236
SUNR,10,46.92860325,-121.6550646,1817,2.6,781,140,84,1081,-2.4,0.1,0,9.2,10,15.3,19.3,17.7,16.6,6.4,1.5,-3,-8.4,-7.5,-8.6,-4.9,-1.3,2.2,4.9,4.4,4.2,-0.3,-5,-9,-5.4,-3.7,-4.3,2.1,4.3,8.8,12.1,11.1,10.4,3.1,-1.8,-6,344,315,214,28,93,15,11,25,89,221,255,274
