id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.4,1439,232,150,236,2.6,6.5,7.5,10.7,17.4,16.9,21.5,19.9,19,13.9,10.8,4.9,-4,-1.3,-3.4,0,3.5,5.4,7.1,8.2,6.7,2.2,3,-2,-0.7,2.6,2,5.3,10.4,11.1,14.3,14,12.8,8.1,6.9,1.5,401,221,108,152,89,164,44,63,73,128,225,205
AG05,2,46.7473436,-121.8043788,940,6.2,1204,210,136,428,1.3,5.1,5.9,9.2,15.9,15.3,20.2,18.5,17.9,12.7,9.6,3.6,-5.2,-2.4,-4.7,-1.1,2.3,4.5,6.5,7.6,6.2,1.6,2,-3.4,-2,1.3,0.6,4,9.1,9.9,13.3,13.1,12,7.1,5.8,0.1,474,258,122,170,92,169,44,64,82,147,257,233
AV06,3,46.77629794,-121.7842335,1069,5.5,1041,199,132,688,0.7,4.4,5,8.3,14.7,13.8,19,17.1,16.5,11.6,8.9,3.1,-5.9,-3,-5.3,-1.7,1.8,3.9,6.2,7.4,6.2,1.1,1.5,-4,-2.6,0.7,-0.1,3.3,8.2,8.8,12.6,12.2,11.3,6.3,5.2,-0.4,628,339,165,226,106,180,49,72,95,178,325,312
AM16,4,46.7686046,-121.757518,1206,4.8,907,188,125,860,0.1,3.7,4.2,7.5,13.7,12.7,18,16,15.5,10.8,8.3,2.6,-6.5,-3.5,-6,-2.4,1.2,3.2,5.8,7,5.9,0.7,1,-4.6,-3.2,0.1,-0.9,2.5,7.4,7.9,11.9,11.5,10.7,5.8,4.7,-1,653,350,173,235,109,180,49,71,97,185,333,324
AE10,5,46.76820597,-121.7432644,1455,3.8,737,170,115,1143,-0.7,2.7,3.2,6.3,12.4,11.3,16.7,14.7,14.2,9.5,7.3,1.7,-7.3,-4.3,-7,-3.4,0.3,2.3,5.1,6.4,5.4,-0.1,0.1,-5.4,-4,-0.8,-1.9,1.4,6.4,6.8,10.9,10.6,9.8,4.7,3.7,-1.9,696,368,186,249,112,180,50,73,98,192,350,347
PARA,6,46.77645454,-121.7323181,1620,3.1,629,158,110,1385,-1.3,2,2.4,5.4,11.5,10.4,15.9,13.9,13.4,8.7,6.6,1,-7.9,-4.9,-7.7,-4,-0.2,1.6,4.6,5.9,5.1,-0.6,-0.5,-5.9,-4.6,-1.5,-2.7,0.7,5.7,6,10.2,9.9,9.2,4,3,-2.5,736,383,199,261,114,181,51,76,100,196,368,368
TA01,7,46.74125599,-121.5580695,709,6.7,1344,213,139,397,1.6,5.3,6.3,9.9,16.8,16.5,22.4,20.4,19.3,13,9.8,3.9,-5.2,-2.3,-4.6,-0.9,2.7,4.6,6.6,7.4,6.2,1.5,2.2,-3.3,-1.8,1.5,0.9,4.5,9.8,10.6,14.5,13.9,12.8,7.2,6,0.3,511,257,117,139,63,118,29,44,59,145,253,260
AO03,8,46.82679491,-121.5481655,906,5.4,1100,191,123,468,0.2,3.9,4.8,8.3,15.3,15.1,20.7,19.1,17.5,11.5,8.6,2.7,-6.4,-3.4,-5.7,-2,1.5,3.6,5.9,6.9,5.4,0.7,1.2,-4.4,-3.1,0.2,-0.5,3.2,8.4,9.3,13.3,13,11.4,6.1,4.9,-0.9,397,199,109,116,48,100,28,37,47,109,218,205
AB08,9,46.92012097,-121.5372401,1061,4.6,931,178,116,534,-0.8,2.9,3.9,7.4,14.1,13.8,19.2,17.6,16.3,10.5,7.7,1.6,-7,-4,-6.4,-2.6,0.9,2.9,5.3,6.3,5,0.1,0.6,-5,-3.9,-0.6,-1.3,2.4,7.5,8.3,12.2,12,10.7,5.3,4.2,-1.7,362,184,108,110,44,94,30,34,43,95,212,183
SUNR,10,46.92860325,-121.6550646,1817,2.3,527,140,100,995,-2.6,0.9,1.6,4.4,10.6,9.8,15.2,13.4,13,7.7,5.4,-0.2,-8.8,-5.9,-8.8,-4.9,-1.1,0.7,3.7,5,4.5,-1.5,-1.5,-6.6,-5.7,-2.5,-3.6,-0.2,4.8,5.2,9.4,9.2,8.8,3.1,2,-3.4,436,242,125,143,63,121,47,47,61,105,236,223
AR07,11,46.77625738,-121.7479238,1483,3.6,703,167,114,1238,-0.9,2.5,2.9,6,12.2,11,16.4,14.4,14,9.3,7.1,1.5,-7.5,-4.5,-7.2,-3.6,0.2,2.1,4.9,6.2,5.3,-0.2,-0.1,-5.5,-4.2,-1,-2.2,1.2,6.2,6.6,10.6,10.3,9.7,4.6,3.5,-2,720,379,194,257,114,182,50,76,101,194,362,362
AX15,12,46.75028896,-121.8246074,1105,5.7,1095,200,131,545,0.8,4.5,5.3,8.5,15.1,14.5,19.5,17.8,17.2,12.1,9,3.1,-5.7,-2.9,-5.3,-1.7,1.9,3.9,6.1,7.3,6,1.1,1.5,-3.8,-2.5,0.8,0,3.4,8.5,9.2,12.8,12.6,11.6,6.6,5.2,-0.3,513,276,134,182,95,169,46,68,84,153,273,254
TB13,13,46.74041198,-121.8480313,856,6.8,1329,218,141,334,1.8,5.6,6.6,9.8,16.7,16.3,21,19.4,18.7,13.4,10.1,4.1,-4.8,-2,-4.2,-0.7,2.8,4.9,6.8,7.8,6.4,1.8,2.4,-2.8,-1.5,1.8,1.2,4.6,9.8,10.6,13.9,13.6,12.6,7.6,6.2,0.6,439,238,115,157,89,165,44,64,76,136,241,219
