id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.7,1855,259,181,130,5.5,5.9,8.6,10.6,16.3,20.2,25.2,23.7,19.2,14.2,8.5,4,-1.4,-0.8,0.3,1.9,5.5,8.6,10.4,11.3,8.9,3.9,1.3,-2.6,2,2.6,4.4,6.2,10.9,14.4,17.8,17.5,14.1,9,4.9,0.7,154,130,138,198,165,75,6,43,335,84,178,140
AG05,2,46.7473436,-121.8043788,940,7.6,1614,240,168,247,4.4,4.5,7.1,9.1,14.7,18.6,23.9,22.3,18,13.2,7.2,2.9,-2.4,-1.9,-0.9,0.8,4.4,7.7,9.9,10.9,8.5,3.4,0.4,-3.6,1,1.3,3.1,5,9.6,13.2,16.9,16.6,13.2,8.3,3.8,-0.4,178,153,158,224,174,74,6,45,377,92,201,165
AV06,3,46.77629794,-121.7842335,1069,6.9,1439,229,163,424,3.8,3.8,6.3,8.2,13.5,17.1,22.7,20.9,16.7,12.1,6.5,2.5,-3.1,-2.4,-1.5,0.3,3.9,7.2,9.6,10.6,8.4,2.9,-0.2,-4.3,0.3,0.7,2.4,4.2,8.7,12.2,16.1,15.8,12.6,7.5,3.1,-0.9,241,201,216,302,200,79,7,51,429,112,255,223
AM16,4,46.7686046,-121.757518,1206,6.2,1289,219,157,549,3.4,3.2,5.5,7.4,12.6,16,21.7,19.8,15.6,11.3,5.9,2,-3.5,-2.9,-2.1,-0.4,3.3,6.5,9.2,10.3,8.2,2.5,-0.7,-4.7,-0.1,0.2,1.7,3.5,7.9,11.2,15.4,15.1,11.9,6.9,2.6,-1.4,247,208,226,314,206,77,7,51,442,114,260,234
AE10,5,46.76820597,-121.7432644,1455,5.3,1098,202,147,800,2.6,2.2,4.5,6.2,11.3,14.6,20.4,18.5,14.3,10.1,4.9,1.2,-4.3,-3.8,-3.1,-1.4,2.4,5.6,8.5,9.7,7.7,1.8,-1.5,-5.5,-0.8,-0.8,0.7,2.4,6.9,10.1,14.4,14.1,11,6,1.7,-2.1,262,219,244,332,213,77,7,52,447,117,272,252
PARA,6,46.77645454,-121.7323181,1620,4.6,982,192,142,1025,1.9,1.5,3.7,5.4,10.4,13.7,19.6,17.7,13.5,9.3,4.2,0.5,-4.9,-4.4,-3.8,-2,1.9,4.9,8,9.2,7.4,1.3,-2.1,-6,-1.5,-1.5,0,1.7,6.2,9.3,13.8,13.4,10.4,5.3,1,-2.8,276,228,262,350,220,78,7,55,456,120,286,268
TA01,7,46.74125599,-121.5580695,709,8.2,1775,244,170,218,4.9,5.3,7.7,9.9,15.7,19.6,26.2,24.1,19.4,13.8,7.4,3.7,-2.1,-1.8,-0.6,1.1,4.7,8,10.2,10.8,8.6,3.4,0.5,-3.3,1.4,1.8,3.6,5.5,10.2,13.8,18.2,17.5,14,8.6,4,0.2,158,148,157,191,147,52,4,35,274,83,187,196
AO03,8,46.82679491,-121.5481655,906,7,1505,223,155,287,3.5,3.9,6.3,8.4,14.2,18.1,24.5,22.8,17.7,12.2,6.2,2.6,-3.3,-2.8,-1.8,0,3.6,7,9.5,10.2,7.7,2.6,-0.4,-4.5,0.1,0.6,2.2,4.2,8.9,12.6,17,16.5,12.7,7.4,2.9,-0.9,132,116,151,166,111,45,4,30,209,67,164,156
AB08,9,46.92012097,-121.5372401,1061,6.1,1309,211,149,357,2.4,2.9,5.4,7.4,13.2,16.9,22.9,21.3,16.5,11.1,5.2,1.5,-4,-3.4,-2.5,-0.5,3,6.2,8.8,9.6,7.3,1.9,-1.1,-5,-0.8,-0.2,1.5,3.5,8.1,11.5,15.8,15.4,11.9,6.5,2,-1.8,130,109,155,163,101,43,4,30,183,62,163,140
SUNR,10,46.92860325,-121.6550646,1817,3.7,860,175,132,809,0.6,0.6,2.9,4.5,9.6,12.9,18.8,17.2,13.3,8.2,2.9,-0.6,-5.9,-5.3,-4.9,-2.9,1,4,7.1,8.2,6.8,0.3,-3.1,-6.8,-2.7,-2.4,-1,0.8,5.3,8.4,12.9,12.7,10.1,4.2,-0.1,-3.7,174,145,177,208,128,55,5,37,255,71,186,167
