id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.4,1641,267,166,114,6.9,8.3,9.5,10,13.2,17.5,23.6,23.2,18.5,14.4,6.5,4.7,1.7,0.9,0.5,1.5,3.3,6.5,9.6,9.7,7.9,4.4,-0.3,-0.8,4.3,4.6,5,5.8,8.2,12,16.6,16.4,13.2,9.4,3.1,2,195,132,167,175,206,177,21,30,165,188,271,271
AG05,2,46.7473436,-121.8043788,940,7.2,1380,243,148,222,5.6,6.9,7.9,8.5,11.5,15.9,22.2,21.7,17.2,13.3,5.2,3.3,0.6,-0.2,-0.7,0.4,2.2,5.5,9.1,9.2,7.5,3.8,-1.3,-2,3.1,3.4,3.6,4.4,6.8,10.7,15.6,15.4,12.3,8.6,2,0.6,219,151,183,199,214,176,21,32,184,205,312,307
AV06,3,46.77629794,-121.7842335,1069,6.5,1212,230,140,373,5,6.2,7.1,7.7,10.4,14.4,21,20.3,15.9,12.2,4.5,2.9,-0.1,-0.8,-1.2,-0.2,1.6,5,8.8,8.9,7.4,3.4,-1.9,-2.7,2.5,2.7,2.9,3.8,6,9.7,14.9,14.6,11.7,7.8,1.3,0.1,291,195,244,265,250,187,23,36,212,247,393,411
AM16,4,46.7686046,-121.757518,1206,5.8,1076,217,133,505,4.5,5.5,6.3,6.8,9.4,13.3,20,19.2,14.8,11.4,3.8,2.3,-0.6,-1.3,-1.9,-0.9,1,4.4,8.4,8.6,7.2,3,-2.4,-3.2,2,2.1,2.2,2.9,5.2,8.9,14.2,13.9,11,7.2,0.7,-0.5,297,201,253,277,255,185,22,36,217,251,406,426
AE10,5,46.76820597,-121.7432644,1455,4.8,893,198,123,750,3.6,4.5,5.3,5.6,8,11.9,18.7,17.9,13.5,10.1,2.8,1.4,-1.4,-2.1,-2.9,-1.9,0.2,3.4,7.7,8,6.7,2.2,-3.3,-4,1.1,1.2,1.2,1.8,4.1,7.7,13.2,12.9,10.1,6.2,-0.2,-1.3,315,212,271,294,264,185,23,37,221,258,426,457
PARA,6,46.77645454,-121.7323181,1620,4.2,784,185,116,963,3,3.8,4.6,4.8,7.2,11,17.9,17,12.7,9.3,2.1,0.7,-2,-2.7,-3.6,-2.5,-0.4,2.8,7.2,7.5,6.4,1.7,-3.9,-4.5,0.5,0.5,0.5,1.1,3.4,6.9,12.5,12.2,9.6,5.5,-0.9,-1.9,334,222,289,310,272,186,23,39,226,263,447,488
TA01,7,46.74125599,-121.5580695,709,7.7,1530,247,150,193,5.7,7.2,8.4,9.2,12.4,17.1,24.4,23.5,18.5,13.7,5.3,3.4,0.8,0,-0.5,0.7,2.4,5.8,9.2,9.1,7.6,3.9,-1.3,-1.9,3.2,3.6,4,4.9,7.4,11.5,16.8,16.3,13.1,8.8,2,0.8,230,169,158,182,172,125,13,24,141,184,304,373
AO03,8,46.82679491,-121.5481655,906,6.5,1268,223,133,251,4.4,5.9,7,7.8,10.9,15.6,22.7,22.1,16.7,12.2,4.2,2.4,-0.4,-1.1,-1.6,-0.4,1.4,4.8,8.5,8.5,6.7,3.1,-2.2,-3,2,2.4,2.7,3.7,6.2,10.2,15.6,15.3,11.7,7.6,1,-0.3,184,127,147,153,135,105,13,20,111,142,258,291
AB08,9,46.92012097,-121.5372401,1061,5.7,1085,209,125,312,3.5,4.9,6.1,7,9.9,14.3,21.2,20.5,15.5,11.2,3.2,1.4,-1,-1.7,-2.3,-1,0.8,4.1,7.9,8,6.3,2.5,-2.8,-3.5,1.2,1.6,1.9,3,5.4,9.2,14.6,14.2,10.9,6.8,0.2,-1,173,113,146,145,129,99,14,20,101,126,245,256
SUNR,10,46.92860325,-121.6550646,1817,3.3,676,167,107,734,1.8,2.8,3.7,4.1,6.4,10.3,17.2,16.4,12.2,8.4,1,-0.4,-2.9,-3.6,-4.7,-3.3,-1.1,1.9,6.2,6.6,5.8,0.8,-4.8,-5.2,-0.5,-0.4,-0.5,0.4,2.7,6.1,11.7,11.5,9,4.6,-1.9,-2.8,211,139,178,176,168,125,21,26,139,146,275,300
AR07,11,46.77625738,-121.7479238,1483,4.6,857,194,120,824,3.4,4.3,5,5.4,7.8,11.6,18.5,17.6,13.3,9.9,2.6,1.2,-1.6,-2.3,-3.1,-2.1,0,3.2,7.5,7.8,6.6,2.1,-3.5,-4.1,0.9,1,0.9,1.7,3.9,7.4,13,12.7,9.9,6,-0.4,-1.4,327,217,284,303,269,187,23,39,226,263,441,476
AX15,12,46.75028896,-121.8246074,1105,6.7,1261,231,140,297,5.1,6.3,7.4,7.8,10.8,15.1,21.5,21,16.6,12.7,4.6,2.8,0.1,-0.7,-1.3,-0.2,1.7,5,8.7,8.8,7.2,3.3,-1.8,-2.4,2.6,2.8,3.1,3.8,6.2,10.1,15.1,14.9,11.9,8,1.4,0.2,241,162,201,212,221,177,22,33,189,216,331,335
