id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7,1607,225,121,505,-2.9,4.4,5.9,10.2,15.5,20.1,24.2,25.1,21.9,12,6.9,6.6,-10.9,-3.6,-1.4,-0.4,1.5,6.4,8.1,8.8,6.1,3.2,0.3,1.3,-6.9,0.4,2.2,4.9,8.5,13.2,16.1,17,14,7.6,3.6,3.9,324,299,246,131,50,66,44,45,73,310,343,273
AG05,2,46.7473436,-121.8043788,940,5.9,1378,203,107,785,-4.3,2.9,4.3,8.6,13.9,18.4,22.8,23.7,20.7,10.8,5.6,5.3,-12.2,-4.8,-2.7,-1.5,0.3,5.4,7.5,8.3,5.8,2.6,-0.7,0,-8.2,-0.9,0.8,3.5,7.1,11.9,15.2,16,13.2,6.7,2.4,2.6,386,347,278,147,52,71,46,47,83,352,396,314
AV06,3,46.77629794,-121.7842335,1069,5.1,1221,191,101,1195,-5,2.2,3.5,7.8,12.7,16.9,21.6,22.3,19.4,9.8,4.9,4.8,-13,-5.4,-3.3,-2.1,-0.3,4.8,7.2,8,5.7,2.1,-1.3,-0.7,-9,-1.6,0.1,2.8,6.2,10.8,14.4,15.2,12.5,6,1.8,2,515,453,376,197,61,77,50,54,96,427,498,420
AM16,4,46.7686046,-121.757518,1206,4.4,1092,181,95,1390,-5.5,1.5,2.7,6.9,11.7,15.8,20.6,21.2,18.4,9,4.2,4.3,-13.5,-5.9,-4,-2.8,-0.9,4.2,6.8,7.7,5.4,1.7,-1.9,-1.2,-9.5,-2.2,-0.6,2.1,5.4,10,13.7,14.4,11.9,5.3,1.2,1.5,537,468,394,205,62,78,50,54,99,441,514,438
AE10,5,46.76820597,-121.7432644,1455,3.5,932,165,87,1705,-6.4,0.5,1.7,5.7,10.4,14.4,19.3,19.9,17.1,7.7,3.2,3.4,-14.4,-6.8,-5,-3.8,-1.7,3.2,6.1,7.1,5,0.9,-2.7,-2,-10.4,-3.1,-1.6,1,4.4,8.8,12.7,13.5,11.1,4.3,0.2,0.7,572,492,424,216,63,79,51,55,100,456,541,470
PARA,6,46.77645454,-121.7323181,1620,2.8,830,155,81,1962,-7.1,-0.2,1,4.9,9.5,13.5,18.5,19,16.3,6.9,2.5,2.7,-15,-7.4,-5.7,-4.4,-2.3,2.6,5.6,6.6,4.7,0.4,-3.3,-2.5,-11.1,-3.8,-2.4,0.2,3.6,8.1,12.1,12.8,10.5,3.7,-0.4,0.1,604,511,454,228,65,81,52,58,102,467,569,500
TA01,7,46.74125599,-121.5580695,709,6.3,1518,205,112,772,-4.4,3,4.8,9.2,14.8,19.3,24.9,25.6,22.3,11.2,5.7,5.5,-12.8,-5.1,-2.7,-1.3,0.6,5.6,7.7,8.3,6.1,2.6,-0.7,0.1,-8.6,-1,1,3.9,7.7,12.4,16.3,17,14.2,6.9,2.5,2.8,406,345,262,122,33,70,29,31,58,356,407,373
AO03,8,46.82679491,-121.5481655,906,5.1,1283,184,95,781,-5.7,1.7,3.4,7.7,13.2,17.9,23.3,24.2,20.5,9.7,4.6,4.4,-14,-6.2,-3.7,-2.4,-0.5,4.6,7.1,7.6,5.1,1.7,-1.7,-1.1,-9.8,-2.2,-0.2,2.7,6.3,11.2,15.2,15.9,12.8,5.7,1.4,1.7,320,262,249,105,27,57,26,28,46,269,344,292
AB08,9,46.92012097,-121.5372401,1061,4.2,1115,172,88,835,-6.7,0.7,2.5,6.9,12,16.7,21.8,22.7,19.3,8.8,3.6,3.3,-14.6,-6.8,-4.4,-3,-1,3.9,6.4,7,4.6,1.1,-2.4,-1.7,-10.7,-3,-1,2,5.5,10.3,14.1,14.8,11.9,5,0.6,0.8,297,237,252,104,28,51,26,28,42,234,326,257
SUNR,10,46.92860325,-121.6550646,1817,1.9,718,139,73,1327,-8.3,-1.3,0.1,4.1,8.6,12.8,17.8,18.5,15.9,5.9,1.4,1.5,-16.2,-8.5,-6.8,-5.3,-3,1.6,4.8,5.6,4,-0.5,-4.4,-3.3,-12.2,-4.9,-3.4,-0.6,2.8,7.2,11.3,12.1,9.9,2.7,-1.5,-0.9,363,313,295,134,41,56,41,39,61,258,355,304
