id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.4,1684,225,156,387,-0.4,3.2,8.1,13.9,18.7,20.5,23.1,23.5,22,12.2,12.2,3.7,-11.1,-4.7,-0.9,1.2,4.3,5,7.2,8.1,6.5,0.5,3.2,-2.9,-5.8,-0.8,3.6,7.6,11.5,12.8,15.2,15.8,14.2,6.3,7.7,0.4,33,372,104,60,80,47,27,25,70,184,295,241
AG05,2,46.7473436,-121.8043788,940,6.2,1429,205,143,634,-1.8,1.8,6.5,12.4,17.1,18.9,21.7,22,20.8,11,11,2.5,-12.5,-5.9,-2.2,0.1,3.1,4,6.6,7.6,6.2,-0.2,2.3,-4.2,-7.2,-2.1,2.1,6.2,10.1,11.4,14.1,14.8,13.5,5.4,6.7,-0.9,37,441,117,66,83,49,28,26,81,209,345,271
AV06,3,46.77629794,-121.7842335,1069,5.5,1270,195,138,949,-2.5,1.1,5.7,11.6,15.9,17.4,20.5,20.7,19.4,10,10.3,2,-13.2,-6.5,-2.8,-0.5,2.6,3.5,6.3,7.3,6.1,-0.7,1.8,-4.9,-7.8,-2.7,1.5,5.6,9.2,10.4,13.4,14,12.8,4.7,6.1,-1.5,50,577,158,89,96,53,32,30,94,256,437,363
AM16,4,46.7686046,-121.757518,1206,4.8,1128,183,132,1116,-3,0.4,4.9,10.8,15,16.3,19.5,19.6,18.4,9.1,9.7,1.5,-13.8,-7,-3.5,-1.2,2,2.8,5.9,7,5.9,-1.1,1.2,-5.4,-8.4,-3.3,0.7,4.8,8.5,9.6,12.7,13.3,12.1,4,5.4,-2,51,600,165,92,98,53,32,30,98,264,453,376
AE10,5,46.76820597,-121.7432644,1455,3.8,939,166,121,1381,-3.9,-0.6,3.9,9.6,13.6,14.9,18.2,18.3,17.1,7.9,8.7,0.6,-14.6,-7.9,-4.5,-2.2,1.1,1.9,5.2,6.4,5.4,-1.8,0.4,-6.2,-9.2,-4.2,-0.3,3.7,7.3,8.4,11.7,12.4,11.2,3.1,4.6,-2.8,54,633,179,97,101,52,32,31,100,272,478,402
PARA,6,46.77645454,-121.7323181,1620,3.1,821,155,116,1593,-4.6,-1.3,3.1,8.8,12.8,14,17.4,17.4,16.3,7.1,8,-0.1,-15.3,-8.5,-5.2,-2.8,0.6,1.3,4.7,5.9,5.1,-2.4,-0.2,-6.7,-9.9,-4.9,-1,3,6.7,7.7,11,11.6,10.7,2.3,3.9,-3.4,57,659,193,102,103,53,33,32,102,278,504,426
TA01,7,46.74125599,-121.5580695,709,6.7,1589,208,147,660,-2,2.1,6.9,13.3,18,20,23.7,24,22.1,11.6,11.1,3.1,-13.2,-6.1,-2,0.3,3.5,4.4,6.8,7.5,6.4,-0.3,2.4,-4,-7.6,-2,2.5,6.8,10.8,12.2,15.2,15.8,14.2,5.6,6.8,-0.4,37,463,125,50,62,31,17,20,68,192,371,292
AO03,8,46.82679491,-121.5481655,906,5.5,1334,189,132,665,-3.3,0.7,5.5,11.8,16.5,18.5,22.1,22.6,20.3,10.1,10,2,-14.2,-7.2,-3.1,-0.8,2.4,3.4,6.2,6.9,5.6,-1,1.5,-5.1,-8.8,-3.2,1.2,5.5,9.4,10.9,14.2,14.8,12.9,4.6,5.8,-1.5,31,349,117,44,46,28,17,17,52,152,316,232
AB08,9,46.92012097,-121.5372401,1061,4.6,1156,176,123,703,-4.2,-0.4,4.6,10.9,15.4,17.2,20.6,21.1,19,9.1,9,0.9,-14.7,-7.9,-3.8,-1.4,1.7,2.7,5.5,6.3,5.1,-1.5,0.8,-5.7,-9.4,-4.2,0.4,4.8,8.6,9.9,13.1,13.7,12.1,3.8,4.9,-2.4,31,314,117,45,41,28,19,16,47,139,301,209
SUNR,10,46.92860325,-121.6550646,1817,2.3,701,138,106,1097,-5.8,-2.5,2.3,7.9,11.9,13.2,16.7,16.9,15.7,6.2,6.7,-1.1,-16.1,-9.6,-6.2,-3.7,-0.2,0.4,3.9,5,4.5,-3.1,-1.2,-7.4,-11,-6,-2,2.1,5.9,6.8,10.3,10.9,10.1,1.6,2.8,-4.2,39,403,130,60,56,37,31,20,62,161,323,258
