id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.7,1643,236,141,296,3,4.7,7,11.9,16.2,22.6,21.8,22.9,22.5,14.5,9.4,3,-3.9,-3.8,0.2,1.7,3.2,6.5,7.1,9,5.2,3.7,1.9,-5,-0.4,0.5,3.6,6.8,9.7,14.6,14.4,15.9,13.8,9.1,5.7,-1,244,265,300,157,74,24,74,51,23,180,396,254
AG05,2,46.7473436,-121.8043788,940,6.5,1400,215,124,546,1.6,3.3,5.4,10.4,14.6,21,20.4,21.4,21.3,13.3,8.1,1.7,-5.2,-5.1,-1.1,0.6,2,5.6,6.6,8.5,4.8,3,0.9,-6.3,-1.8,-0.9,2.2,5.5,8.3,13.3,13.5,14.9,13.1,8.2,4.5,-2.3,290,311,347,173,80,26,74,52,27,201,453,287
AV06,3,46.77629794,-121.7842335,1069,5.8,1242,204,118,884,1,2.7,4.5,9.6,13.4,19.5,19.2,20.1,20,12.3,7.4,1.2,-5.9,-5.7,-1.7,0,1.5,5.1,6.3,8.2,4.7,2.5,0.4,-6.9,-2.5,-1.5,1.4,4.8,7.4,12.3,12.8,14.2,12.3,7.4,3.9,-2.9,387,409,471,228,93,28,81,59,32,245,572,383
AM16,4,46.7686046,-121.757518,1206,5.1,1105,193,111,1093,0.5,2,3.7,8.7,12.5,18.5,18.2,19,19,11.5,6.8,0.7,-6.4,-6.2,-2.4,-0.7,0.9,4.4,5.8,7.9,4.5,2.1,-0.1,-7.5,-3,-2.1,0.7,4,6.7,11.4,12,13.4,11.8,6.8,3.4,-3.4,403,422,497,236,97,29,80,58,33,251,588,397
AE10,5,46.76820597,-121.7432644,1455,4.2,921,175,99,1449,-0.4,1,2.7,7.5,11.1,17.1,16.9,17.7,17.7,10.2,5.8,-0.2,-7.3,-7.1,-3.4,-1.7,0,3.5,5.1,7.3,4,1.3,-1,-8.3,-3.9,-3,-0.3,2.9,5.6,10.3,11,12.5,10.8,5.8,2.4,-4.2,429,444,536,249,101,29,81,59,33,258,617,424
PARA,6,46.77645454,-121.7323181,1620,3.5,809,164,93,1738,-1,0.3,1.9,6.7,10.3,16.2,16.1,16.9,16.9,9.4,5.1,-0.9,-7.9,-7.7,-4.1,-2.3,-0.5,2.9,4.6,6.8,3.7,0.8,-1.6,-8.8,-4.4,-3.7,-1.1,2.2,4.9,9.5,10.4,11.8,10.3,5.1,1.7,-4.9,454,462,574,260,104,29,83,62,34,264,648,451
TA01,7,46.74125599,-121.5580695,709,7,1543,217,128,561,1.8,3.8,5.8,11.2,15.5,22.2,22.5,23.4,22.7,13.8,8.3,2.1,-5.4,-5.3,-1,0.8,2.4,6,6.6,8.4,5,2.9,1,-6.2,-1.8,-0.8,2.4,6,8.9,14.1,14.6,15.9,13.8,8.3,4.7,-2,309,306,336,132,73,21,43,35,20,178,437,323
AO03,8,46.82679491,-121.5481655,906,5.8,1297,197,110,632,0.5,2.4,4.4,9.8,13.9,20.7,20.8,22,20.9,12.4,7.1,1,-6.5,-6.4,-2.1,-0.3,1.3,5,6,7.8,4.1,2.1,0.1,-7.3,-3,-2,1.2,4.8,7.6,12.8,13.4,14.9,12.5,7.2,3.6,-3.1,245,237,320,108,55,18,41,30,17,139,376,255
AB08,9,46.92012097,-121.5372401,1061,5,1129,184,102,722,-0.5,1.4,3.5,8.9,12.9,19.4,19.4,20.5,19.6,11.5,6.2,0,-7.1,-7,-2.9,-0.9,0.7,4.2,5.4,7.2,3.7,1.5,-0.6,-7.7,-3.8,-2.8,0.3,4,6.8,11.8,12.4,13.8,11.7,6.5,2.8,-3.9,230,221,326,100,50,17,44,30,17,125,364,227
SUNR,10,46.92860325,-121.6550646,1817,2.6,688,145,81,1244,-2.2,-0.8,1.1,6,9.4,15.4,15.4,16.4,16.3,8.6,3.9,-2,-8.8,-8.8,-5.3,-3.2,-1.3,1.9,3.8,5.8,3.1,-0.1,-2.6,-9.4,-5.5,-4.8,-2.1,1.4,4,8.7,9.6,11.1,9.7,4.2,0.6,-5.7,278,293,376,135,62,20,72,41,24,148,410,274
