id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.8,1586,237,146,143,3.4,6.6,8,14,14.7,20.4,22.8,23,19.2,13.5,6.6,5.1,-3,-1.4,-1.3,1.8,3.7,7.3,8.5,7.9,6.3,3.3,-1.9,-1.5,0.2,2.6,3.4,7.9,9.2,13.8,15.7,15.4,12.8,8.4,2.3,1.8,238,191,143,89,134,97,29,21,118,116,124,122
AG05,2,46.7473436,-121.8043788,940,6.6,1329,214,130,268,2,5.2,6.5,12.6,13.1,18.8,21.4,21.6,17.9,12.3,5.3,3.9,-4.1,-2.5,-2.6,0.7,2.5,6.3,7.9,7.4,5.8,2.6,-3,-2.7,-1,1.4,2,6.6,7.8,12.6,14.6,14.5,11.8,7.4,1.1,0.6,283,220,160,99,138,98,29,21,139,126,140,140
AV06,3,46.77629794,-121.7842335,1069,5.9,1175,203,123,455,1.4,4.5,5.7,11.7,11.9,17.3,20.2,20.3,16.6,11.2,4.6,3.4,-4.8,-3.1,-3.2,0.1,1.9,5.8,7.6,7.1,5.7,2.1,-3.5,-3.4,-1.7,0.7,1.2,5.9,6.9,11.6,13.9,13.7,11.2,6.6,0.5,0,374,288,217,134,162,104,31,23,161,152,176,188
AM16,4,46.7686046,-121.757518,1206,5.2,1032,192,116,578,0.8,3.8,4.9,10.9,11,16.2,19.2,19.2,15.5,10.4,3.9,2.9,-5.3,-3.6,-3.9,-0.6,1.3,5.1,7.1,6.8,5.5,1.7,-4.1,-3.9,-2.2,0.1,0.5,5.2,6.2,10.6,13.1,13,10.5,6,-0.1,-0.5,391,296,226,138,165,103,31,23,168,154,181,195
AE10,5,46.76820597,-121.7432644,1455,4.2,854,175,105,821,-0.1,2.8,3.9,9.7,9.6,14.8,17.9,17.9,14.2,9.1,2.9,2,-6.2,-4.5,-4.9,-1.6,0.5,4.2,6.4,6.2,5,0.9,-5,-4.7,-3.1,-0.9,-0.5,4,5,9.5,12.1,12,9.6,5,-1,-1.4,417,311,243,147,169,103,31,23,171,158,190,210
PARA,6,46.77645454,-121.7323181,1620,3.6,754,164,98,1021,-0.7,2.1,3.2,8.9,8.8,13.9,17.1,17,13.4,8.3,2.2,1.3,-6.7,-5.1,-5.6,-2.2,-0.1,3.5,5.9,5.7,4.7,0.4,-5.6,-5.3,-3.7,-1.5,-1.2,3.4,4.4,8.7,11.5,11.3,9.1,4.4,-1.7,-2,440,325,261,155,174,104,32,24,175,161,200,224
TA01,7,46.74125599,-121.5580695,709,7,1474,216,132,254,2.1,5.4,7.2,13.3,14.1,19.9,23.5,23.6,19.2,12.7,5.1,3.8,-4,-2.6,-2.4,0.9,2.7,6.5,7.9,7.4,5.9,2.5,-3.1,-2.8,-0.9,1.4,2.4,7.1,8.4,13.2,15.7,15.5,12.6,7.6,1,0.5,308,229,153,85,103,67,18,13,109,109,140,170
AO03,8,46.82679491,-121.5481655,906,5.8,1222,195,114,316,0.9,4.1,5.7,11.8,12.5,18.4,21.8,22.3,17.5,11.2,4,2.7,-5.1,-3.6,-3.5,-0.2,1.6,5.6,7.2,6.8,5,1.7,-4,-4,-2.1,0.2,1.1,5.8,7,12,14.5,14.6,11.2,6.4,0,-0.6,238,173,146,74,81,57,16,11,85,84,121,133
AB08,9,46.92012097,-121.5372401,1061,5,1052,183,106,381,0,3.1,4.8,10.9,11.4,17.1,20.3,20.7,16.2,10.2,3,1.6,-5.7,-4.2,-4.1,-0.8,1,4.8,6.6,6.3,4.6,1.1,-4.6,-4.6,-2.9,-0.6,0.4,5,6.2,11,13.4,13.5,10.4,5.6,-0.8,-1.5,217,158,148,73,78,54,15,10,76,75,117,117
SUNR,10,46.92860325,-121.6550646,1817,2.7,644,148,88,786,-1.7,1.1,2.3,7.9,7.9,13.1,16.3,16.5,13,7.4,0.9,-0.1,-7.6,-6.1,-6.6,-3.1,-0.9,2.6,5,4.8,4.1,-0.4,-6.5,-6.2,-4.6,-2.5,-2.1,2.4,3.5,7.8,10.7,10.7,8.6,3.5,-2.8,-3.1,258,205,172,94,107,70,24,14,104,90,129,137
