id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.7,1594,234,133,229,3.1,6.6,9.2,11.5,13,19.9,26.2,25.1,18.2,12.8,7,3.4,-2.7,-2.3,-0.3,2.1,2.5,5.9,9.9,9.2,5.1,2.8,-0.3,-2.7,0.2,2.1,4.4,6.8,7.8,12.9,18,17.1,11.6,7.8,3.4,0.3,315,385,97,250,150,53,42,34,96,230,316,473
AG05,2,46.7473436,-121.8043788,940,6.5,1353,210,115,440,1.7,5.1,7.6,10,11.3,18.3,24.8,23.7,17,11.6,5.7,2,-3.9,-3.4,-1.5,0.8,1.3,4.9,9.3,8.7,4.6,2.1,-1.3,-4,-1.1,0.8,3,5.4,6.3,11.6,17,16.2,10.8,6.8,2.2,-1,372,456,108,276,154,52,42,35,106,260,367,552
AV06,3,46.77629794,-121.7842335,1069,5.8,1200,198,109,720,1.1,4.4,6.8,9.2,10.1,16.8,23.6,22.3,15.6,10.5,4.9,1.6,-4.6,-4,-2.1,0.3,0.7,4.3,9,8.4,4.6,1.6,-1.9,-4.7,-1.7,0.2,2.3,4.8,5.4,10.6,16.3,15.4,10.1,6,1.5,-1.6,497,598,145,365,178,55,45,39,122,318,464,733
AM16,4,46.7686046,-121.757518,1206,5.1,1064,186,100,932,0.5,3.7,6,8.3,9.2,15.8,22.6,21.2,14.6,9.7,4.3,1,-5.1,-4.6,-2.8,-0.5,0.1,3.7,8.6,8.1,4.3,1.2,-2.4,-5.3,-2.3,-0.4,1.6,3.9,4.6,9.8,15.6,14.6,9.4,5.4,0.9,-2.1,516,621,151,378,182,54,45,38,125,326,480,771
AE10,5,46.76820597,-121.7432644,1455,4.1,903,167,89,1319,-0.4,2.7,5,7.1,7.8,14.4,21.3,19.9,13.3,8.4,3.3,0.1,-6,-5.4,-3.8,-1.5,-0.8,2.7,7.9,7.5,3.8,0.4,-3.3,-6.1,-3.2,-1.4,0.6,2.8,3.5,8.6,14.6,13.7,8.6,4.4,0,-3,549,655,163,400,187,54,46,39,126,336,506,831
PARA,6,46.77645454,-121.7323181,1620,3.4,804,156,82,1638,-1,2,4.2,6.3,7,13.5,20.5,19,12.5,7.6,2.6,-0.6,-6.6,-6,-4.5,-2.2,-1.3,2.1,7.4,7,3.5,-0.1,-3.9,-6.6,-3.8,-2,-0.1,2,2.9,7.8,13.9,13,8,3.8,-0.6,-3.6,579,682,174,419,192,54,47,41,129,344,532,885
TA01,7,46.74125599,-121.5580695,709,6.9,1480,210,115,434,1.8,5.2,8.1,10.7,12.2,19.6,26.9,25.5,18.4,12,5.7,2.1,-4,-3.7,-1.4,0.9,1.4,5,9.4,8.6,4.7,2,-1.3,-4.2,-1.1,0.8,3.3,5.8,6.8,12.3,18.1,17,11.5,7,2.2,-1,376,476,103,226,115,35,26,23,72,241,380,718
AO03,8,46.82679491,-121.5481655,906,5.7,1248,188,98,521,0.5,3.8,6.6,9.2,10.7,18.1,25.2,24.1,16.6,10.5,4.5,1,-5.1,-4.8,-2.5,-0.2,0.3,4.1,8.7,8,3.9,1.2,-2.3,-5.4,-2.3,-0.5,2,4.5,5.5,11.1,17,16,10.2,5.8,1.1,-2.2,300,363,96,189,88,29,23,19,57,191,323,543
AB08,9,46.92012097,-121.5372401,1061,4.8,1082,175,90,608,-0.3,2.8,5.7,8.4,9.7,16.8,23.7,22.6,15.4,9.5,3.5,-0.1,-5.7,-5.4,-3.2,-0.8,-0.3,3.3,8.1,7.4,3.5,0.6,-2.9,-5.9,-3,-1.3,1.2,3.8,4.7,10.1,15.9,15,9.4,5,0.3,-3,282,332,96,179,83,26,23,18,52,175,306,460
SUNR,10,46.92860325,-121.6550646,1817,2.5,706,139,72,1219,-2,0.9,3.4,5.5,6.1,12.8,19.7,18.4,12.1,6.7,1.3,-1.8,-7.5,-7.2,-5.6,-3,-2.1,1.2,6.5,6.1,3,-0.9,-4.9,-7.5,-4.8,-3.1,-1.1,1.2,2,7,13.1,12.2,7.6,2.9,-1.8,-4.7,351,426,111,231,113,34,37,25,77,201,335,517
