id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.5,1831,251,161,125,4.2,6.6,8.9,12.7,13.9,19.6,25.5,25.2,23.5,13.7,6.8,3.1,-1.8,-0.6,0,1.2,4.7,7.5,11.4,9.7,7.7,3.2,1.1,-3,1.2,3,4.4,6.9,9.3,13.6,18.4,17.4,15.6,8.4,4,0.1,304,162,149,66,127,66,14,12,26,140,400,370
AG05,2,46.7473436,-121.8043788,940,7.4,1586,228,146,240,2.8,5,7.4,11.3,12.4,18,24.2,23.8,22.4,12.5,5.3,1.8,-3,-1.8,-1.3,0,3.5,6.5,10.8,9.3,7.3,2.5,0,-4.3,-0.1,1.6,3.1,5.7,8,12.2,17.5,16.6,14.8,7.5,2.6,-1.2,353,191,164,75,135,70,16,14,30,155,454,424
AV06,3,46.77629794,-121.7842335,1069,6.6,1418,216,140,410,2.2,4.4,6.6,10.4,11.2,16.5,23,22.4,21,11.5,4.6,1.4,-3.7,-2.4,-1.9,-0.6,2.9,5.9,10.5,9,7.3,2,-0.5,-5,-0.8,1,2.3,4.9,7,11.2,16.8,15.7,14.2,6.8,2,-1.8,470,248,221,99,157,75,18,16,34,188,572,568
AM16,4,46.7686046,-121.757518,1206,5.9,1271,205,134,531,1.6,3.7,5.8,9.6,10.3,15.4,22,21.3,20,10.6,3.9,0.8,-4.2,-2.9,-2.6,-1.3,2.3,5.3,10.1,8.7,7.1,1.6,-1.1,-5.6,-1.3,0.4,1.6,4.1,6.3,10.3,16,15,13.6,6.1,1.4,-2.4,485,258,229,104,162,76,19,17,35,192,587,591
AE10,5,46.76820597,-121.7432644,1455,5,1096,187,125,771,0.7,2.7,4.8,8.4,9,14,20.7,20,18.7,9.3,2.9,-0.1,-5.1,-3.8,-3.6,-2.3,1.5,4.3,9.4,8.1,6.6,0.8,-2,-6.4,-2.2,-0.5,0.6,3.1,5.2,9.2,15.1,14.1,12.6,5.1,0.4,-3.2,516,274,246,110,168,77,20,17,36,197,616,635
PARA,6,46.77645454,-121.7323181,1620,4.3,985,177,119,992,0.1,1.9,4,7.6,8.1,13.1,19.9,19.1,17.9,8.5,2.2,-0.8,-5.7,-4.4,-4.3,-2.9,0.9,3.7,8.9,7.6,6.3,0.3,-2.6,-6.9,-2.8,-1.3,-0.1,2.3,4.5,8.4,14.4,13.4,12.1,4.4,-0.2,-3.9,546,287,264,116,173,78,21,18,37,201,647,675
TA01,7,46.74125599,-121.5580695,709,7.9,1746,229,149,234,2.9,5.3,8,12,13.6,19.3,26.5,25.7,23.9,12.9,5.5,2.2,-3.1,-1.8,-1.1,0.2,3.7,6.7,11,9.3,7.7,2.3,0.1,-4.3,-0.1,1.8,3.5,6.1,8.7,13,18.8,17.5,15.8,7.6,2.8,-1,368,231,157,69,116,56,20,13,24,132,442,494
AO03,8,46.82679491,-121.5481655,906,6.7,1493,209,135,293,1.6,4,6.5,10.6,12.1,17.8,24.8,24.3,22.1,11.4,4.3,1.1,-4.2,-2.9,-2.2,-0.8,2.7,5.7,10.3,8.7,6.8,1.5,-0.8,-5.4,-1.3,0.6,2.1,4.9,7.4,11.8,17.6,16.5,14.5,6.4,1.8,-2.2,292,170,149,57,89,48,18,10,18,103,378,389
AB08,9,46.92012097,-121.5372401,1061,5.8,1317,197,128,352,0.7,3.1,5.6,9.7,11.1,16.5,23.3,22.8,20.8,10.5,3.5,0.1,-4.8,-3.4,-2.9,-1.4,2.1,5,9.7,8.2,6.4,1,-1.5,-6,-2,-0.1,1.3,4.1,6.6,10.8,16.5,15.5,13.6,5.8,1,-3,275,150,150,53,83,47,18,9,15,93,362,346
SUNR,10,46.92860325,-121.6550646,1817,3.5,885,162,112,756,-1,1,3.2,6.7,7.4,12.4,19.2,18.6,17.5,7.7,1.2,-1.9,-6.6,-5.3,-5.3,-3.7,0.2,2.8,8,6.7,5.8,-0.5,-3.5,-7.6,-3.8,-2.1,-1,1.5,3.8,7.6,13.6,12.7,11.7,3.6,-1.1,-4.8,336,177,173,64,105,56,22,11,21,112,405,412
