id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,7.7,1604,233,143,221,3.1,7.5,8,12.6,17.6,19.3,24.9,22.6,20.8,12.8,4,5.2,-4.4,-2.2,-0.7,0,3.7,6.7,8.4,7.2,6.3,3.3,-1.4,0,-0.7,2.6,3.6,6.3,10.7,13,16.6,14.9,13.6,8.1,1.3,2.6,163,60,85,61,93,110,2,7,116,169,379,326
AG05,2,46.7473436,-121.8043788,940,6.6,1371,211,129,368,1.7,6.1,6.5,11.1,16,17.7,23.5,21.2,19.6,11.7,2.5,3.9,-5.7,-3.3,-2,-1.1,2.6,5.8,7.9,6.8,5.8,2.7,-2.5,-1.2,-2,1.4,2.2,5,9.3,11.8,15.7,14,12.7,7.2,0,1.4,193,67,92,67,96,109,2,7,133,191,437,372
AV06,3,46.77629794,-121.7842335,1069,5.8,1199,200,124,574,1,5.4,5.7,10.2,14.8,16.2,22.3,19.8,18.2,10.6,1.9,3.4,-6.4,-3.9,-2.6,-1.7,2,5.2,7.5,6.5,5.7,2.2,-3,-1.9,-2.7,0.8,1.6,4.2,8.4,10.7,14.9,13.2,11.9,6.4,-0.6,0.8,259,89,124,91,111,117,3,8,152,231,548,498
AM16,4,46.7686046,-121.757518,1206,5.1,1065,189,117,687,0.5,4.7,4.9,9.4,13.9,15.1,21.3,18.8,17.2,9.8,1.1,2.9,-6.9,-4.4,-3.3,-2.4,1.4,4.6,7.1,6.2,5.5,1.8,-3.6,-2.4,-3.2,0.1,0.8,3.5,7.7,9.8,14.2,12.5,11.3,5.8,-1.2,0.2,268,90,128,93,113,116,2,8,157,239,567,518
AE10,5,46.76820597,-121.7432644,1455,4.1,889,172,107,880,-0.4,3.7,3.9,8.2,12.5,13.7,20,17.5,15.9,8.5,0.1,2,-7.7,-5.3,-4.3,-3.4,0.5,3.6,6.4,5.6,5,1,-4.5,-3.2,-4,-0.8,-0.2,2.4,6.5,8.7,13.2,11.6,10.4,4.8,-2.2,-0.6,285,94,137,99,116,115,2,8,160,247,598,557
PARA,6,46.77645454,-121.7323181,1620,3.5,784,161,102,1045,-1,3,3.2,7.4,11.7,12.8,19.2,16.7,15.1,7.7,-0.6,1.3,-8.3,-5.9,-5,-4,0,3,5.9,5.1,4.7,0.5,-5.1,-3.7,-4.7,-1.5,-0.9,1.7,5.8,7.9,12.6,10.9,9.9,4.1,-2.8,-1.2,302,98,146,104,119,116,3,8,163,253,630,594
TA01,7,46.74125599,-121.5580695,709,7,1515,214,131,379,1.7,6.3,7.2,11.9,16.9,18.9,25.7,23.3,20.9,12.1,2.5,4.3,-5.7,-3.3,-1.8,-0.8,2.8,5.9,7.9,6.8,5.9,2.6,-2.4,-1,-2,1.5,2.7,5.6,9.8,12.4,16.8,15.1,13.4,7.3,0.1,1.6,201,61,75,53,67,69,2,5,105,197,481,457
AO03,8,46.82679491,-121.5481655,906,5.8,1272,193,116,399,0.5,4.9,5.8,10.4,15.4,17.4,24,21.9,19.1,10.6,1.4,3.2,-6.8,-4.4,-2.9,-1.9,1.7,5,7.3,6.2,5.1,1.8,-3.3,-2.2,-3.1,0.2,1.4,4.2,8.6,11.2,15.7,14,12.1,6.2,-0.9,0.5,161,49,73,46,52,61,2,4,79,150,399,356
AB08,9,46.92012097,-121.5372401,1061,5,1089,181,108,432,-0.4,3.9,4.9,9.5,14.3,16.1,22.4,20.4,17.8,9.7,0.6,2.1,-7.3,-5,-3.6,-2.4,1.1,4.2,6.7,5.6,4.6,1.2,-3.9,-2.7,-3.9,-0.6,0.7,3.5,7.7,10.2,14.5,13,11.2,5.4,-1.6,-0.3,152,47,77,46,49,60,3,5,68,131,370,313
SUNR,10,46.92860325,-121.6550646,1817,2.6,668,144,92,740,-2.1,1.9,2.4,6.6,10.7,12.1,18.4,16.1,14.6,6.8,-1.6,0.2,-9.2,-6.9,-6,-4.8,-0.8,2,5,4.2,4.1,-0.4,-6,-4.5,-5.6,-2.5,-1.8,0.9,4.9,7,11.7,10.2,9.3,3.2,-3.8,-2.1,188,65,96,61,70,81,4,6,92,142,390,364
