id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8,1700,243,158,315,3.2,4,4.4,8.3,13.7,19.3,25.8,27.1,20.6,16.7,11.6,7.6,-3.6,-2.8,-3.4,0,3.2,4.7,7.7,8.1,7,3.4,2.7,2.5,-0.2,0.6,0.5,4.2,8.4,12,16.8,17.6,13.8,10,7.2,5,146,116,215,203,55,137,9,3,78,23,134,615
AG05,2,46.7473436,-121.8043788,940,6.9,1471,221,144,539,1.9,2.6,2.8,6.7,12.1,17.7,24.6,25.7,19.5,15.7,10.4,6.4,-4.7,-3.9,-4.8,-1.2,2.1,3.7,7.2,7.7,6.6,2.8,1.8,1.3,-1.4,-0.6,-1,2.8,7.1,10.7,15.9,16.7,13.1,9.2,6.1,3.9,165,135,244,227,59,138,10,4,87,27,154,712
AV06,3,46.77629794,-121.7842335,1069,6.1,1312,210,138,839,1.3,2,2.1,5.9,11,16.3,23.4,24.3,18.2,14.7,9.7,5.9,-5.4,-4.5,-5.3,-1.7,1.5,3.2,6.9,7.4,6.5,2.4,1.3,0.6,-2.1,-1.2,-1.6,2.1,6.2,9.8,15.1,15.9,12.3,8.5,5.5,3.2,221,176,331,304,68,149,11,4,100,33,194,954
AM16,4,46.7686046,-121.757518,1206,5.4,1175,197,131,1009,0.8,1.3,1.3,5,10,15.2,22.4,23.2,17.2,13.9,9.1,5.4,-6,-5.1,-6.1,-2.5,0.9,2.5,6.5,7.1,6.2,2,0.7,0.1,-2.6,-1.9,-2.4,1.2,5.4,8.8,14.4,15.1,11.7,8,4.9,2.8,225,182,347,315,70,148,11,4,103,34,200,997
AE10,5,46.76820597,-121.7432644,1455,4.5,1002,179,121,1256,-0.1,0.3,0.2,3.8,8.7,13.8,21.1,21.9,15.9,12.7,8.1,4.6,-6.8,-5.9,-7.1,-3.5,0,1.6,5.8,6.4,5.8,1.2,-0.1,-0.6,-3.4,-2.8,-3.4,0.1,4.3,7.7,13.5,14.1,10.8,6.9,4,2,238,191,373,334,73,147,11,4,104,35,210,1072
PARA,6,46.77645454,-121.7323181,1620,3.8,899,166,116,1451,-0.7,-0.4,-0.5,3,7.8,12.9,20.3,21.1,15.1,11.9,7.4,3.9,-7.4,-6.5,-7.8,-4.1,-0.5,0.9,5.3,6,5.4,0.7,-0.7,-1.2,-4,-3.5,-4.2,-0.5,3.6,6.9,12.8,13.6,10.2,6.3,3.4,1.4,251,199,400,353,76,148,11,5,107,36,222,1140
TA01,7,46.74125599,-121.5580695,709,7.4,1626,224,145,497,2.2,3.1,3.3,7.4,13.1,18.9,26.8,27.5,21.1,16.6,10.5,7,-4.8,-3.9,-4.8,-1,2.3,4,7.6,7.8,6.7,2.9,2,1.5,-1.3,-0.4,-0.8,3.2,7.7,11.4,17.2,17.6,13.9,9.8,6.2,4.2,148,132,232,199,53,91,7,3,65,25,162,850
AO03,8,46.82679491,-121.5481655,906,6.2,1382,202,129,564,0.9,1.7,1.9,6,11.7,17.4,25.1,26.1,19.3,15,9.3,5.8,-6,-5.1,-5.8,-2.1,1.2,3,6.8,7.1,5.8,2.1,1,0.2,-2.5,-1.7,-2,2,6.4,10.2,16,16.6,12.6,8.6,5.2,3,123,100,220,171,40,80,7,3,50,21,139,664
AB08,9,46.92012097,-121.5372401,1061,5.3,1190,187,119,629,0,0.7,1.1,5.2,10.7,16.2,23.6,24.5,18,13.9,8.3,4.6,-6.6,-5.7,-6.5,-2.7,0.5,2.2,6.1,6.4,5.2,1.5,0.4,-0.6,-3.3,-2.5,-2.7,1.2,5.6,9.2,14.9,15.4,11.6,7.7,4.4,2,121,91,224,167,37,78,8,2,44,20,133,584
SUNR,10,46.92860325,-121.6550646,1817,2.9,772,147,104,1002,-1.8,-1.4,-1.2,2.3,7.2,12.2,19.6,20.4,14.7,10.9,6.1,2.5,-8.4,-7.6,-8.8,-5,-1.4,0,4.4,4.9,4.7,-0.1,-1.7,-2.3,-5.1,-4.5,-5,-1.4,2.9,6.1,12,12.6,9.7,5.4,2.2,0.1,160,121,261,208,45,104,11,3,61,22,144,689
