id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.6,1906,237,145,165,5.2,7.4,6.3,9.1,16.4,22.6,25.2,29.2,24.7,13.9,8.9,3.7,-0.3,-1.4,-1.8,-1.2,3.1,8.2,8.6,9.8,7.8,4.1,0.5,-2.9,2.5,3,2.2,3.9,9.8,15.4,16.9,19.5,16.2,9,4.7,0.4,398,137,169,106,40,69,6,3,43,341,144,201
AG05,2,46.7473436,-121.8043788,940,7.5,1664,216,134,312,3.9,6.1,4.8,7.5,14.7,21,23.8,27.8,23.5,12.7,7.5,2.5,-1.4,-2.5,-3,-2.3,2,7.2,8.1,9.4,7.5,3.5,-0.5,-4.2,1.2,1.8,0.9,2.6,8.3,14.1,15.9,18.6,15.5,8.1,3.5,-0.9,464,159,192,122,42,69,6,3,49,388,167,235
AV06,3,46.77629794,-121.7842335,1069,6.7,1502,205,128,516,3.3,5.4,4,6.6,13.5,19.5,22.6,26.4,22.2,11.6,6.9,2,-2.1,-3.1,-3.6,-2.8,1.4,6.7,7.8,9.1,7.4,3,-1.1,-4.9,0.6,1.2,0.2,1.9,7.4,13.1,15.2,17.8,14.8,7.3,2.9,-1.5,620,209,258,162,49,73,6,4,57,471,211,317
AM16,4,46.7686046,-121.757518,1206,6.1,1360,195,123,653,2.8,4.8,3.2,5.7,12.6,18.4,21.6,25.3,21.2,10.8,6.2,1.5,-2.6,-3.6,-4.3,-3.6,0.8,6.1,7.4,8.8,7.2,2.6,-1.6,-5.5,0.1,0.6,-0.5,1,6.7,12.2,14.5,17,14.2,6.7,2.3,-2,641,215,272,170,51,72,6,4,58,486,219,332
AE10,5,46.76820597,-121.7432644,1455,5.1,1188,180,115,885,1.9,3.8,2.2,4.5,11.2,17,20.3,24,19.9,9.5,5.2,0.6,-3.4,-4.4,-5.3,-4.5,0,5.1,6.7,8.2,6.7,1.8,-2.5,-6.3,-0.8,-0.3,-1.5,0,5.6,11.1,13.5,16.1,13.3,5.7,1.4,-2.9,679,226,293,182,52,72,6,4,59,502,230,357
PARA,6,46.77645454,-121.7323181,1620,4.4,1070,170,110,1075,1.3,3.1,1.5,3.7,10.4,16.1,19.5,23.1,19.1,8.7,4.5,-0.1,-3.9,-5,-6,-5.2,-0.6,4.4,6.2,7.7,6.4,1.3,-3.1,-6.8,-1.3,-0.9,-2.2,-0.8,4.9,10.2,12.8,15.4,12.8,5,0.7,-3.4,715,235,313,194,54,73,7,4,60,512,242,380
TA01,7,46.74125599,-121.5580695,709,8,1811,220,136,270,4.4,6.9,5.5,8,15.6,22.1,25.9,29.5,24.9,13,7.7,3,-1,-2.3,-2.8,-2.1,2.3,7.4,8.4,9.5,7.7,3.4,-0.5,-4.2,1.7,2.3,1.4,3,8.9,14.8,17.1,19.5,16.3,8.2,3.6,-0.6,442,150,187,135,34,54,4,3,35,367,167,281
AO03,8,46.82679491,-121.5481655,906,6.8,1568,200,123,348,3.2,5.5,4.1,6.6,14.1,20.6,24.2,28.2,23.1,11.6,6.6,1.9,-2.2,-3.3,-3.9,-3.1,1.2,6.5,7.7,8.9,6.9,2.6,-1.4,-5.3,0.5,1.1,0.1,1.7,7.6,13.6,15.9,18.6,15,7.1,2.6,-1.7,356,118,174,112,26,45,4,2,28,283,143,223
AB08,9,46.92012097,-121.5372401,1061,6,1383,190,117,411,2.2,4.4,3.3,5.8,12.9,19.4,22.7,26.6,21.8,10.6,5.7,0.9,-2.8,-3.9,-4.6,-3.6,0.7,5.7,7.2,8.3,6.4,2,-2,-5.7,-0.3,0.3,-0.6,1.1,6.8,12.5,14.9,17.5,14.1,6.3,1.9,-2.4,338,111,173,104,25,40,4,2,25,251,137,201
SUNR,10,46.92860325,-121.6550646,1817,3.6,955,157,103,798,0.3,2.1,0.8,3,9.4,15.4,18.7,22.5,18.6,7.8,3.4,-1.1,-4.9,-5.8,-7,-5.9,-1.3,3.5,5.5,6.8,5.8,0.4,-4,-7.4,-2.3,-1.8,-3.1,-1.5,4,9.4,12.1,14.7,12.2,4.1,-0.3,-4.2,433,149,199,116,33,49,6,2,37,283,152,236
