id1,id2,lat,long,elev,MAT,DD5,NFFD,FFP,PAS,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12
TO04,1,46.7404328,-121.8883492,681,8.8,1802,256,164,204,5.3,6.8,8.3,12.9,18.9,21.2,25.8,23.5,20,15.6,7.5,7.2,-0.8,0.1,-0.5,1.9,4.9,6.6,9.2,8,6.6,1.8,-0.5,0.8,2.2,3.4,3.9,7.4,11.9,13.9,17.5,15.8,13.3,8.7,3.5,4,366,286,95,125,84,49,5,30,78,96,193,226
AG05,2,46.7473436,-121.8043788,940,7.6,1536,232,147,355,4,5.4,6.8,11.5,17.3,19.6,24.5,22.1,18.8,14.6,6.1,5.9,-2,-1,-1.7,0.7,3.7,5.6,8.7,7.5,6.1,1.2,-1.6,-0.4,1,2.2,2.5,6.1,10.5,12.6,16.6,14.8,12.4,7.9,2.2,2.8,438,337,108,141,91,49,6,31,99,117,222,259
AV06,3,46.77629794,-121.7842335,1069,6.9,1369,219,141,570,3.4,4.7,6,10.6,16.1,18.1,23.3,20.7,17.5,13.5,5.5,5.5,-2.7,-1.6,-2.2,0.1,3.2,5.1,8.4,7.2,6,0.7,-2.1,-1.1,0.3,1.6,1.9,5.3,9.7,11.6,15.9,13.9,11.8,7.1,1.7,2.2,585,438,147,186,108,53,6,36,114,144,281,349
AM16,4,46.7686046,-121.757518,1206,6.2,1215,206,135,712,2.8,4,5.2,9.8,15.2,17,22.3,19.6,16.4,12.7,4.8,5,-3.2,-2.2,-2.9,-0.6,2.6,4.4,8,6.9,5.8,0.3,-2.7,-1.6,-0.2,0.9,1.2,4.6,8.9,10.7,15.2,13.2,11.1,6.5,1,1.7,610,455,154,195,111,53,7,35,122,151,289,363
AE10,5,46.76820597,-121.7432644,1455,5.3,1016,187,124,975,2,3,4.2,8.6,13.8,15.6,21,18.3,15.1,11.5,3.8,4.1,-4,-3,-3.9,-1.6,1.7,3.5,7.3,6.3,5.3,-0.5,-3.6,-2.4,-1,0,0.2,3.5,7.8,9.6,14.2,12.3,10.2,5.5,0.1,0.8,650,480,166,208,116,52,7,36,127,158,304,389
PARA,6,46.77645454,-121.7323181,1620,4.6,901,175,119,1212,1.4,2.3,3.5,7.8,13,14.7,20.2,17.5,14.3,10.7,3.1,3.4,-4.6,-3.6,-4.6,-2.2,1.2,2.9,6.8,5.8,5,-1,-4.2,-2.9,-1.6,-0.7,-0.5,2.8,7.1,8.8,13.5,11.7,9.7,4.8,-0.6,0.2,685,500,177,218,121,53,7,38,131,162,320,414
TA01,7,46.74125599,-121.5580695,709,8.2,1701,235,150,340,4.4,6,7.6,12.4,18.2,20.7,26.7,24,20.1,15.2,6.2,6.3,-1.9,-1,-1.4,0.9,4.1,5.9,8.9,7.4,6.3,1.1,-1.6,-0.1,1.3,2.5,3.1,6.7,11.1,13.3,17.8,15.7,13.2,8.2,2.3,3.1,451,354,100,128,85,34,5,22,110,129,224,300
AO03,8,46.82679491,-121.5481655,906,7,1432,212,134,401,3,4.6,6.2,10.9,16.6,19.3,25.1,22.7,18.3,13.7,5.1,5.2,-3.1,-2.1,-2.5,-0.1,3,4.9,8.2,6.8,5.4,0.3,-2.5,-1.2,-0.1,1.2,1.9,5.4,9.8,12.1,16.6,14.8,11.9,7,1.3,2,357,264,95,103,66,30,4,18,81,98,191,238
AB08,9,46.92012097,-121.5372401,1061,6.1,1239,197,126,468,2,3.5,5.2,10,15.6,18.1,23.7,21.2,17.1,12.7,4.2,4.1,-3.7,-2.7,-3.2,-0.7,2.3,4.1,7.6,6.2,4.9,-0.4,-3.1,-1.7,-0.9,0.4,1,4.7,8.9,11.1,15.6,13.7,11,6.1,0.6,1.2,333,234,96,94,64,29,4,18,67,86,183,213
SUNR,10,46.92860325,-121.6550646,1817,3.7,779,156,108,913,0.1,1.3,2.6,7,12.1,14.1,19.6,17,13.9,9.7,2,2.2,-5.5,-4.6,-5.7,-3,0.3,1.9,5.9,4.8,4.4,-2,-5.1,-3.5,-2.7,-1.6,-1.6,2,6.2,8,12.8,10.9,9.2,3.8,-1.5,-0.6,412,299,114,116,78,38,6,24,77,92,202,256
