"","PLT_CN","TRE_CN","SPCD","Year","RW"
"1",2847086010690,2847101010690,106,1872,0.21
"2",2847086010690,2847101010690,106,1873,0.16
"3",2847086010690,2847101010690,106,1874,0.43
"4",2847086010690,2847101010690,106,1875,0.61
"5",2847086010690,2847101010690,106,1876,0.56
"6",2847086010690,2847101010690,106,1877,0.28
"7",2847086010690,2847101010690,106,1878,0.08
"8",2847086010690,2847101010690,106,1879,0.34
"9",2847086010690,2847101010690,106,1880,0.34
"10",2847086010690,2847101010690,106,1881,0.85
"11",2847086010690,2847101010690,106,1882,0.37
"12",2847086010690,2847101010690,106,1883,0.47
"13",2847086010690,2847101010690,106,1884,0.53
"14",2847086010690,2847101010690,106,1885,0.46
"15",2847086010690,2847101010690,106,1886,0.78
"16",2847086010690,2847101010690,106,1887,1.38
"17",2847086010690,2847101010690,106,1888,1.31
"18",2847086010690,2847101010690,106,1889,1.04
"19",2847086010690,2847101010690,106,1890,0.9
"20",2847086010690,2847101010690,106,1891,0.87
"21",2847086010690,2847101010690,106,1892,0.8
"22",2847086010690,2847101010690,106,1893,0.91
"23",2847086010690,2847101010690,106,1894,0.85
"24",2847086010690,2847101010690,106,1895,0.97
"25",2847086010690,2847101010690,106,1896,0.8
"26",2847086010690,2847101010690,106,1897,0.74
"27",2847086010690,2847101010690,106,1898,0.9
"28",2847086010690,2847101010690,106,1899,0.68
"29",2847086010690,2847101010690,106,1900,0.74
"30",2847086010690,2847101010690,106,1901,0.67
"31",2847086010690,2847101010690,106,1902,0.72
"32",2847086010690,2847101010690,106,1903,0.87
"33",2847086010690,2847101010690,106,1904,0.9
"34",2847086010690,2847101010690,106,1905,0.77
"35",2847086010690,2847101010690,106,1906,0.98
"36",2847086010690,2847101010690,106,1907,0.75
"37",2847086010690,2847101010690,106,1908,0.71
"38",2847086010690,2847101010690,106,1909,0.83
"39",2847086010690,2847101010690,106,1910,0.77
"40",2847086010690,2847101010690,106,1911,0.8
"41",2847086010690,2847101010690,106,1912,0.61
"42",2847086010690,2847101010690,106,1913,0.8
"43",2847086010690,2847101010690,106,1914,1.01
"44",2847086010690,2847101010690,106,1915,0.88
"45",2847086010690,2847101010690,106,1916,0.91
"46",2847086010690,2847101010690,106,1917,0.61
"47",2847086010690,2847101010690,106,1918,0.62
"48",2847086010690,2847101010690,106,1919,0.48
"49",2847086010690,2847101010690,106,1920,0.31
"50",2847086010690,2847101010690,106,1921,0.49
"51",2847086010690,2847101010690,106,1922,0.54
"52",2847086010690,2847101010690,106,1923,0.44
"53",2847086010690,2847101010690,106,1924,0.4
"54",2847086010690,2847101010690,106,1925,0.42
"55",2847086010690,2847101010690,106,1926,0.56
"56",2847086010690,2847101010690,106,1927,0.31
"57",2847086010690,2847101010690,106,1928,0.33
"58",2847086010690,2847101010690,106,1929,0.3
"59",2847086010690,2847101010690,106,1930,0.26
"60",2847086010690,2847101010690,106,1931,0.18
"61",2847086010690,2847101010690,106,1932,0.4
"62",2847086010690,2847101010690,106,1933,0.35
"63",2847086010690,2847101010690,106,1934,0.34
"64",2847086010690,2847101010690,106,1935,0.48
"65",2847086010690,2847101010690,106,1936,0.69
"66",2847086010690,2847101010690,106,1937,0.64
"67",2847086010690,2847101010690,106,1938,1.29
"68",2847086010690,2847101010690,106,1939,1.18
"69",2847086010690,2847101010690,106,1940,1.28
"70",2847086010690,2847101010690,106,1941,1.41
"71",2847086010690,2847101010690,106,1942,1.64
"72",2847086010690,2847101010690,106,1943,1.07
"73",2847086010690,2847101010690,106,1944,1.88
"74",2847086010690,2847101010690,106,1945,1.57
"75",2847086010690,2847101010690,106,1946,1.46
"76",2847086010690,2847101010690,106,1947,2.42
"77",2847086010690,2847101010690,106,1948,1.57
"78",2847086010690,2847101010690,106,1949,0.98
"79",2847086010690,2847101010690,106,1950,0.53
"80",2847086010690,2847101010690,106,1951,0.48
"81",2847086010690,2847101010690,106,1952,0.92
"82",2847086010690,2847101010690,106,1953,0.58
"83",2847086010690,2847101010690,106,1954,0.68
"84",2847086010690,2847101010690,106,1955,0.7
"85",2847086010690,2847101010690,106,1956,0.42
"86",2847086010690,2847101010690,106,1957,0.57
"87",2847086010690,2847101010690,106,1958,0.46
"88",2847086010690,2847101010690,106,1959,0.25
"89",2847086010690,2847101010690,106,1960,0.38
"90",2847086010690,2847101010690,106,1961,0.36
"91",2847086010690,2847101010690,106,1962,0.61
"92",2847086010690,2847101010690,106,1963,0.44
"93",2847086010690,2847101010690,106,1964,0.73
"94",2847086010690,2847101010690,106,1965,0.7
"95",2847086010690,2847101010690,106,1966,0.69
"96",2847086010690,2847101010690,106,1967,0.71
"97",2847086010690,2847101010690,106,1968,0.74
"98",2847086010690,2847101010690,106,1969,1.12
"99",2847086010690,2847101010690,106,1970,0.83
"100",2847086010690,2847101010690,106,1971,1.16
"101",2847086010690,2847101010690,106,1972,0.91
"102",2847086010690,2847101010690,106,1973,0.66
"103",2847086010690,2847101010690,106,1974,0.51
"104",2847086010690,2847101010690,106,1975,0.89
"105",2847086010690,2847101010690,106,1976,0.67
"106",2847086010690,2847101010690,106,1977,0.45
"107",2847086010690,2847101010690,106,1978,0.73
"108",2847086010690,2847101010690,106,1979,0.57
"109",2847086010690,2847101010690,106,1980,0.48
"110",2847086010690,2847101010690,106,1981,0.56
"111",2847086010690,2847101010690,106,1982,0.46
"112",2847086010690,2847101010690,106,1983,0.63
"113",2847086010690,2847101010690,106,1984,0.72
"114",2847086010690,2847101010690,106,1985,0.62
"115",2847086010690,2847101010690,106,1986,0.65
"116",2847086010690,2847101010690,106,1987,0.38
"117",2847086010690,2847101010690,106,1988,0.46
"118",2847086010690,2847101010690,106,1989,0.48
"119",2847086010690,2847101010690,106,1990,0.19
"120",2847086010690,2847101010690,106,1991,0.22
"121",2847086010690,2847101010690,106,1992,0.25
"122",2847086010690,2847101010690,106,1993,0.18
"123",2848061010690,2848075010690,106,1942,0.91
"124",2848061010690,2848075010690,106,1943,0.93
"125",2848061010690,2848075010690,106,1944,0.73
"126",2848061010690,2848075010690,106,1945,0.77
"127",2848061010690,2848075010690,106,1946,0.97
"128",2848061010690,2848075010690,106,1947,0.57
"129",2848061010690,2848075010690,106,1948,0.8
"130",2848061010690,2848075010690,106,1949,0.67
"131",2848061010690,2848075010690,106,1950,0.66
"132",2848061010690,2848075010690,106,1951,0.57
"133",2848061010690,2848075010690,106,1952,0.58
"134",2848061010690,2848075010690,106,1953,0.73
"135",2848061010690,2848075010690,106,1954,0.56
"136",2848061010690,2848075010690,106,1955,0.68
"137",2848061010690,2848075010690,106,1956,0.74
"138",2848061010690,2848075010690,106,1957,0.34
"139",2848061010690,2848075010690,106,1958,0.32
"140",2848061010690,2848075010690,106,1959,0.44
"141",2848061010690,2848075010690,106,1960,0.64
"142",2848061010690,2848075010690,106,1961,0.58
"143",2848061010690,2848075010690,106,1962,0.53
"144",2848061010690,2848075010690,106,1963,0.79
"145",2848061010690,2848075010690,106,1964,0.51
"146",2848061010690,2848075010690,106,1965,0.58
"147",2848061010690,2848075010690,106,1966,0.91
"148",2848061010690,2848075010690,106,1967,0.85
"149",2848061010690,2848075010690,106,1968,0.92
"150",2848061010690,2848075010690,106,1969,0.69
"151",2848061010690,2848075010690,106,1970,1.45
"152",2848061010690,2848075010690,106,1971,1.36
"153",2848061010690,2848075010690,106,1972,1.42
"154",2848061010690,2848075010690,106,1973,1.3
"155",2848061010690,2848075010690,106,1974,1.58
"156",2848061010690,2848075010690,106,1975,1.36
"157",2848061010690,2848075010690,106,1976,1.39
"158",2848061010690,2848075010690,106,1977,0.76
"159",2848061010690,2848075010690,106,1978,0.4
"160",2848061010690,2848075010690,106,1979,0.87
"161",2848061010690,2848075010690,106,1980,1.22
"162",2848061010690,2848075010690,106,1981,0.9
"163",2848061010690,2848075010690,106,1982,0.98
"164",2848061010690,2848075010690,106,1983,1.04
"165",2848061010690,2848075010690,106,1984,1.34
"166",2848061010690,2848075010690,106,1985,1.37
"167",2848061010690,2848075010690,106,1986,1.2
"168",2848061010690,2848075010690,106,1987,1.3
"169",2848061010690,2848075010690,106,1988,1.43
"170",2848061010690,2848075010690,106,1989,1.44
"171",2848061010690,2848075010690,106,1990,0.85
"172",2848061010690,2848075010690,106,1991,1.05
"173",2848061010690,2848075010690,106,1992,0.84
"174",2848061010690,2848075010690,106,1993,1.09
"175",2848061010690,2848075010690,106,1994,0.9
"176",2848061010690,2848075010690,106,1995,0.51
"177",2848442010690,2848472010690,106,1925,1.13
"178",2848442010690,2848472010690,106,1926,1.5
"179",2848442010690,2848472010690,106,1927,1.37
"180",2848442010690,2848472010690,106,1928,1.09
"181",2848442010690,2848472010690,106,1929,1.5
"182",2848442010690,2848472010690,106,1930,1.62
"183",2848442010690,2848472010690,106,1931,1.44
"184",2848442010690,2848472010690,106,1932,0.98
"185",2848442010690,2848472010690,106,1933,1.56
"186",2848442010690,2848472010690,106,1934,1.6
"187",2848442010690,2848472010690,106,1935,1.36
"188",2848442010690,2848472010690,106,1936,1.55
"189",2848442010690,2848472010690,106,1937,2.33
"190",2848442010690,2848472010690,106,1938,1.8
"191",2848442010690,2848472010690,106,1939,1.72
"192",2848442010690,2848472010690,106,1940,1.06
"193",2848442010690,2848472010690,106,1941,0.55
"194",2848442010690,2848472010690,106,1942,1.18
"195",2848442010690,2848472010690,106,1943,0.86
"196",2848442010690,2848472010690,106,1944,0.42
"197",2848442010690,2848472010690,106,1945,0.53
"198",2848442010690,2848472010690,106,1946,0.7
"199",2848442010690,2848472010690,106,1947,0.56
"200",2848442010690,2848472010690,106,1948,0.71
"201",2848442010690,2848472010690,106,1949,0.84
"202",2848442010690,2848472010690,106,1950,0.86
"203",2848442010690,2848472010690,106,1951,0.89
"204",2848442010690,2848472010690,106,1952,0.82
"205",2848442010690,2848472010690,106,1953,1.3
"206",2848442010690,2848472010690,106,1954,0.99
"207",2848442010690,2848472010690,106,1955,1.53
"208",2848442010690,2848472010690,106,1956,1.5
"209",2848442010690,2848472010690,106,1957,1.78
"210",2848442010690,2848472010690,106,1958,1.4
"211",2848442010690,2848472010690,106,1959,1.83
"212",2848442010690,2848472010690,106,1960,1
"213",2848442010690,2848472010690,106,1961,0.75
"214",2848442010690,2848472010690,106,1962,0.88
"215",2848442010690,2848472010690,106,1963,0.63
"216",2848442010690,2848472010690,106,1964,0.91
"217",2848442010690,2848472010690,106,1965,0.92
"218",2848442010690,2848472010690,106,1966,0.99
"219",2848442010690,2848472010690,106,1967,1.33
"220",2848442010690,2848472010690,106,1968,1.29
"221",2848442010690,2848472010690,106,1969,1.9
"222",2848442010690,2848472010690,106,1970,1.23
"223",2848442010690,2848472010690,106,1971,1.26
"224",2848442010690,2848472010690,106,1972,1.03
"225",2848442010690,2848472010690,106,1973,1.18
"226",2848442010690,2848472010690,106,1974,1.08
"227",2848442010690,2848472010690,106,1975,1
"228",2848442010690,2848472010690,106,1976,0.95
"229",2848442010690,2848472010690,106,1977,0.56
"230",2848442010690,2848472010690,106,1978,1.05
"231",2848442010690,2848472010690,106,1979,1.18
"232",2848442010690,2848472010690,106,1980,1.48
"233",2848442010690,2848472010690,106,1981,1.87
"234",2848442010690,2848472010690,106,1982,1.74
"235",2848442010690,2848472010690,106,1983,1.69
"236",2848442010690,2848472010690,106,1984,2.03
"237",2848442010690,2848472010690,106,1985,1.63
"238",2848442010690,2848472010690,106,1986,0.96
"239",2848442010690,2848472010690,106,1987,1
"240",2848442010690,2848472010690,106,1988,1.13
"241",2848442010690,2848472010690,106,1989,0.6
"242",2848442010690,2848472010690,106,1990,0.7
"243",2848442010690,2848472010690,106,1991,0.83
"244",2848442010690,2848472010690,106,1992,0.76
"245",2848442010690,2848472010690,106,1993,0.86
"246",2848442010690,2848472010690,106,1994,0.59
"247",2848805010690,2848828010690,106,1942,1.84
"248",2848805010690,2848828010690,106,1943,1.68
"249",2848805010690,2848828010690,106,1944,1.44
"250",2848805010690,2848828010690,106,1945,1.41
"251",2848805010690,2848828010690,106,1946,1.94
"252",2848805010690,2848828010690,106,1947,1.42
"253",2848805010690,2848828010690,106,1948,1.42
"254",2848805010690,2848828010690,106,1949,0.96
"255",2848805010690,2848828010690,106,1950,0.76
"256",2848805010690,2848828010690,106,1951,0.95
"257",2848805010690,2848828010690,106,1952,1.04
"258",2848805010690,2848828010690,106,1953,0.72
"259",2848805010690,2848828010690,106,1954,0.86
"260",2848805010690,2848828010690,106,1955,0.78
"261",2848805010690,2848828010690,106,1956,1.03
"262",2848805010690,2848828010690,106,1957,1.32
"263",2848805010690,2848828010690,106,1958,1.02
"264",2848805010690,2848828010690,106,1959,1.21
"265",2848805010690,2848828010690,106,1960,0.97
"266",2848805010690,2848828010690,106,1961,0.81
"267",2848805010690,2848828010690,106,1962,1.29
"268",2848805010690,2848828010690,106,1963,1.37
"269",2848805010690,2848828010690,106,1964,0.56
"270",2848805010690,2848828010690,106,1965,0.75
"271",2848805010690,2848828010690,106,1966,0.95
"272",2848805010690,2848828010690,106,1967,1.16
"273",2848805010690,2848828010690,106,1968,0.79
"274",2848805010690,2848828010690,106,1969,1.4
"275",2848805010690,2848828010690,106,1970,1.79
"276",2848805010690,2848828010690,106,1971,1.28
"277",2848805010690,2848828010690,106,1972,1.08
"278",2848805010690,2848828010690,106,1973,1.63
"279",2848805010690,2848828010690,106,1974,1.58
"280",2848805010690,2848828010690,106,1975,1.3
"281",2848805010690,2848828010690,106,1976,1.22
"282",2848805010690,2848828010690,106,1977,0.74
"283",2848805010690,2848828010690,106,1978,1.56
"284",2848805010690,2848828010690,106,1979,1.24
"285",2848805010690,2848828010690,106,1980,1.07
"286",2848805010690,2848828010690,106,1981,1.05
"287",2848805010690,2848828010690,106,1982,1.18
"288",2848805010690,2848828010690,106,1983,1.36
"289",2848805010690,2848828010690,106,1984,0.98
"290",2848805010690,2848828010690,106,1985,1.08
"291",2848805010690,2848828010690,106,1986,1.35
"292",2848805010690,2848828010690,106,1987,0.98
"293",2848805010690,2848828010690,106,1988,1.52
"294",2848805010690,2848828010690,106,1989,1.72
"295",2848805010690,2848828010690,106,1990,1.22
"296",2848805010690,2848828010690,106,1991,1.14
"297",2848805010690,2848828010690,106,1992,1.3
"298",2848805010690,2848828010690,106,1993,0.97
"299",2848844010690,2848863010690,122,1925,1.51
"300",2848844010690,2848863010690,122,1926,3.56
"301",2848844010690,2848863010690,122,1927,4.91
"302",2848844010690,2848863010690,122,1928,5.32
"303",2848844010690,2848863010690,122,1929,5.38
"304",2848844010690,2848863010690,122,1930,4.83
"305",2848844010690,2848863010690,122,1931,4.44
"306",2848844010690,2848863010690,122,1932,4.65
"307",2848844010690,2848863010690,122,1933,5.23
"308",2848844010690,2848863010690,122,1934,3.11
"309",2848844010690,2848863010690,122,1935,3.93
"310",2848844010690,2848863010690,122,1936,3.64
"311",2848844010690,2848863010690,122,1937,4.83
"312",2848844010690,2848863010690,122,1938,4.3
"313",2848844010690,2848863010690,122,1939,5.04
"314",2848844010690,2848863010690,122,1940,4.73
"315",2848844010690,2848863010690,122,1941,4.32
"316",2848844010690,2848863010690,122,1942,4.46
"317",2848844010690,2848863010690,122,1943,3.73
"318",2848844010690,2848863010690,122,1944,3.62
"319",2848844010690,2848863010690,122,1945,3.7
"320",2848844010690,2848863010690,122,1946,2.8
"321",2848844010690,2848863010690,122,1947,3.7
"322",2848844010690,2848863010690,122,1948,3.17
"323",2848844010690,2848863010690,122,1949,2.72
"324",2848844010690,2848863010690,122,1950,3.15
"325",2848844010690,2848863010690,122,1951,1.89
"326",2848844010690,2848863010690,122,1952,2.36
"327",2848844010690,2848863010690,122,1953,2.83
"328",2848844010690,2848863010690,122,1954,2.43
"329",2848844010690,2848863010690,122,1955,2.19
"330",2848844010690,2848863010690,122,1956,1.19
"331",2848844010690,2848863010690,122,1957,1.55
"332",2848844010690,2848863010690,122,1958,2.38
"333",2848844010690,2848863010690,122,1959,1.91
"334",2848844010690,2848863010690,122,1960,1.98
"335",2848844010690,2848863010690,122,1961,3.1
"336",2848844010690,2848863010690,122,1962,2.2
"337",2848844010690,2848863010690,122,1963,2.48
"338",2848844010690,2848863010690,122,1964,3.44
"339",2848844010690,2848863010690,122,1965,2.91
"340",2848844010690,2848863010690,122,1966,1.95
"341",2848844010690,2848863010690,122,1967,2.87
"342",2848844010690,2848863010690,122,1968,1.92
"343",2848844010690,2848863010690,122,1969,2.99
"344",2848844010690,2848863010690,122,1970,2.41
"345",2848844010690,2848863010690,122,1971,1.33
"346",2848844010690,2848863010690,122,1972,1.93
"347",2848844010690,2848863010690,122,1973,1.22
"348",2848844010690,2848863010690,122,1974,1.77
"349",2848844010690,2848863010690,122,1975,1.47
"350",2848844010690,2848863010690,122,1976,1.81
"351",2848844010690,2848863010690,122,1977,2.13
"352",2848844010690,2848863010690,122,1978,3.02
