age_CE,DLK02B_raw,DLK05A_raw,DLK05B_raw,DLK05C_raw,DLK06A_raw,DLK06B_raw,DLK06C_raw,DLK07A_raw,DLK07B_raw,DLK07C_raw,DLK08A_raw,DLK08B_raw,DLK09A_raw,DLK09B_raw,DLK10A_raw,DLK10B_raw,DLK11A_raw,DLK11B_raw,DLK12A_raw,DLK12B_raw,DLK02B_raw_outlier_flag,DLK05A_raw_outlier_flag,DLK05B_raw_outlier_flag,DLK05C_raw_outlier_flag,DLK06A_raw_outlier_flag,DLK06B_raw_outlier_flag,DLK06C_raw_outlier_flag,DLK07A_raw_outlier_flag,DLK07B_raw_outlier_flag,DLK07C_raw_outlier_flag,DLK08A_raw_outlier_flag,DLK08B_raw_outlier_flag,DLK09A_raw_outlier_flag,DLK09B_raw_outlier_flag,DLK10A_raw_outlier_flag,DLK10B_raw_outlier_flag,DLK11A_raw_outlier_flag,DLK11B_raw_outlier_flag,DLK12A_raw_outlier_flag,DLK12B_raw_outlier_flag
1684,NA,0.36,0.63,0.37,NA,1.62,NA,0.36,0.56,0.44,0.35,0.57,0.78,0.05,1.07,0.71,1.02,1.15,0.88,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1685,NA,0.44,0.61,0.38,NA,2.06,NA,0.64,0.78,0.5,0.33,0.67,0.82,0.03,1.36,0.69,1.07,1.47,1.15,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1686,NA,0.49,0.87,0.43,NA,1.87,NA,0.57,0.87,0.63,0.5,0.78,0.94,0.13,1.58,1.09,1.08,1.3,1.24,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1687,NA,0.61,1.02,0.56,NA,1.15,NA,0.67,0.84,0.66,0.56,0.82,1.04,0.08,1.8,1.21,1.23,1.48,1.28,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1688,NA,0.65,0.84,0.79,NA,1.52,NA,0.6,0.84,0.63,0.67,0.86,1.15,0.15,1.74,0.94,1.31,1.52,1.26,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1689,NA,0.7,0.78,0.95,NA,1.65,NA,0.78,0.74,0.66,0.73,0.77,1.27,0.13,1.96,1.13,1.32,1.46,1.57,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1690,NA,0.69,0.94,0.77,NA,1.45,NA,0.66,0.75,0.64,0.74,1.01,1.35,0.19,1.92,1.06,1.25,1.5,1.5,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1691,NA,0.83,0.76,0.72,NA,1.08,NA,0.71,0.6,0.69,0.49,0.75,1.26,0.08,1.28,1.05,0.96,1.14,1.4,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1692,NA,0.69,0.89,0.8,NA,1.56,NA,0.85,0.84,0.85,0.71,1.02,1.15,0.15,1.96,1.16,0.86,1.15,1.31,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1693,NA,0.68,0.73,0.77,NA,1.43,NA,0.59,0.77,0.7,0.83,1.03,1.49,0.24,2.23,0.88,0.94,1.06,0.83,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1694,NA,0.82,0.85,0.86,NA,1.83,NA,0.63,0.71,0.8,0.65,1,1.18,0.22,1.78,1.01,1.11,1.25,1.36,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1695,NA,0.82,1.01,0.79,NA,1,NA,0.49,0.98,0.68,0.68,1.15,1.55,0.22,2.01,1.19,1.17,1.32,0.98,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1696,NA,0.62,0.96,0.6,NA,1.6,NA,0.45,0.85,0.65,0.49,1.07,1.35,0.25,1.62,0.87,1.11,1.55,0.95,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1697,NA,0.64,0.84,0.58,NA,1.24,NA,0.5,0.6,0.72,0.48,1.09,1.24,0.29,1.59,0.69,1.13,1.14,0.56,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1698,NA,0.51,0.77,0.59,NA,1.3,NA,0.65,0.78,0.63,0.5,1.04,1.29,0.31,1.57,1.1,0.68,0.85,0.84,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1699,NA,0.52,0.57,0.5,NA,0.48,NA,0.48,0.77,0.52,0.64,0.94,1.37,0.27,1.61,0.93,0.87,1.12,0.58,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1700,NA,0.53,0.64,0.57,NA,0.85,NA,0.72,0.68,0.62,0.56,0.91,1.26,0.2,1.79,0.87,0.68,0.86,0.74,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1701,NA,0.48,0.49,0.43,NA,0.99,NA,0.56,0.67,0.31,0.55,0.99,0.83,0.19,1.57,0.85,0.76,1.07,0.88,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1702,NA,0.58,0.65,0.41,NA,1.46,NA,0.56,0.88,0.39,0.53,1.15,1.7,0.17,1.51,1.25,1.03,1.19,1.28,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1703,NA,0.47,0.73,0.64,NA,0.97,NA,0.44,0.56,0.34,0.62,1.15,1.41,0.23,1.13,1.15,0.92,1.25,0.64,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1704,NA,0.47,0.62,0.52,1.87,1.46,NA,0.38,0.77,0.33,0.45,1.19,1.34,0.24,1.34,0.99,0.89,1.26,1.1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1705,NA,0.37,0.64,0.55,2.03,1.66,NA,0.47,0.48,0.29,0.48,1.04,1.17,0.31,1.22,1.08,1.02,1.37,1.92,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1706,NA,0.32,0.43,0.45,1.97,1.4,NA,0.42,0.29,0.38,0.46,1.02,0.94,0.31,1.21,0.83,0.81,0.79,1.99,2.09,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1707,NA,0.36,0.65,0.41,1.91,1.59,NA,0.58,0.52,0.45,0.47,1.25,1.2,0.35,1.58,1.21,1.12,1.13,2.04,1.79,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1708,NA,0.37,0.54,0.37,1.97,1.46,NA,0.43,0.48,0.39,0.4,1.14,0.88,0.18,1.28,0.98,1.04,1.45,1.61,1.49,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1709,NA,0.41,0.48,0.6,2.12,1.34,NA,0.6,0.46,0.45,0.37,0.98,1.1,0.36,1.52,1.18,0.96,1.16,1.46,1.71,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1710,NA,0.49,0.59,0.45,2.03,1.51,NA,0.61,0.63,0.59,0.46,1.13,1.23,0.35,1.51,1.06,1.04,1.08,1.55,1.99,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1711,NA,0.45,0.62,0.64,1.66,1.78,NA,0.62,0.8,0.62,0.57,1.35,1.32,0.33,1.42,0.84,1.01,0.88,1.84,1.61,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1712,NA,0.47,0.64,0.83,1.72,1.23,NA,0.77,0.87,0.7,0.61,1.28,1.34,0.3,1.75,1.39,0.95,1.08,1.54,1.97,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1713,NA,0.43,0.62,0.59,1.37,1.29,NA,0.71,0.61,0.74,0.57,1.08,1.28,0.22,1.42,1.28,0.87,0.81,1.67,2.1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1714,NA,0.6,0.75,0.54,1.26,1.05,NA,0.75,0.6,0.7,0.63,1.24,1.25,0.33,1.43,0.91,0.96,0.99,1.42,1.46,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1715,NA,0.43,0.73,0.45,1.33,1.13,NA,0.85,0.76,0.74,0.57,1.43,1.35,0.39,0.94,0.99,1.16,0.88,1.23,1.63,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1716,NA,0.5,0.77,0.49,1.12,1.13,NA,0.94,0.74,0.95,0.63,1.49,1.33,0.5,1.27,0.97,1.11,1.06,1.07,1.37,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1717,NA,0.47,0.53,0.58,1.59,1.16,NA,0.75,0.9,0.77,0.62,1.21,1.08,0.3,1.43,1.1,0.85,0.85,0.98,1.79,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1718,NA,0.45,0.49,0.43,1.66,0.97,NA,0.54,0.75,0.72,0.56,1.11,0.88,0.21,1.01,0.57,0.65,0.7,0.79,1.43,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1719,NA,0.53,0.74,0.59,1.01,0.75,NA,0.66,0.62,0.8,0.65,1.06,1.01,0.3,1.8,1.13,0.86,0.82,1.04,1.53,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1720,NA,0.44,0.65,0.4,1.01,0.81,NA,0.79,0.86,0.61,0.68,1.15,0.87,0.32,1.5,0.97,0.85,0.89,1.42,1.94,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1721,NA,0.44,0.6,0.49,1.34,1.06,NA,0.71,0.8,0.65,0.73,1.09,0.8,0.25,1.64,0.73,0.89,0.88,1,1.42,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1722,NA,0.42,0.66,0.53,1.45,1.01,NA,0.74,0.64,0.66,0.59,1.1,0.7,0.28,1.31,1.12,0.97,0.77,1.64,1.47,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1723,NA,0.32,0.48,0.4,1.62,0.83,NA,0.79,0.52,0.68,0.72,0.79,0.77,0.44,0.71,0.78,1.04,1.09,1.6,1.87,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1724,NA,0.28,0.41,0.28,1.34,0.8,NA,0.71,0.47,0.59,0.54,0.74,0.73,0.32,0.74,0.68,0.63,0.79,0.93,1.32,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1725,NA,0.33,0.46,0.27,1.17,0.94,NA,0.64,0.46,0.58,0.63,0.78,0.85,0.36,0.81,0.56,0.86,1.06,0.87,1.54,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1726,NA,0.28,0.49,0.23,1.26,0.82,NA,0.81,0.66,0.52,0.6,0.93,0.8,0.48,0.88,0.74,1.13,1.36,1.21,1.53,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1727,NA,0.28,0.39,0.37,1.55,1.41,NA,0.89,0.52,0.54,0.75,0.77,0.85,0.49,1.24,1.16,1.13,1.28,1.44,1.75,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1728,NA,0.31,0.31,0.43,1.41,1.49,NA,0.81,0.5,0.57,0.73,0.96,0.67,0.54,0.71,0.71,0.86,0.85,1.46,1.64,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1729,NA,0.27,0.36,0.27,1.65,1.06,NA,0.97,0.59,0.55,0.72,0.82,0.73,0.45,1.13,1.16,0.79,0.92,1.66,1.44,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1730,1.63,0.38,0.44,0.31,1.7,1.67,NA,0.55,0.4,0.54,0.53,1,0.74,0.41,1.11,0.94,0.8,0.96,1.67,1.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1731,1.69,0.39,0.5,0.42,1.54,1.68,NA,0.87,0.71,0.64,0.66,0.79,0.91,0.4,1.2,1.13,0.93,0.97,1.6,2.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1732,1.31,0.43,0.51,0.42,1.71,1.51,NA,0.84,0.57,0.67,0.74,0.83,0.98,0.49,1.35,1.21,0.83,0.84,1.78,2.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1733,1.35,0.32,0.52,0.32,2.11,2.13,NA,1.04,0.84,0.64,0.82,0.96,0.88,0.43,1.57,0.87,0.81,1.12,1.79,1.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1734,1.14,0.35,0.48,0.33,1.95,1.85,NA,0.82,0.58,0.67,0.66,0.94,0.69,0.4,1.32,1.33,0.58,0.98,1.68,2.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1735,1.45,0.44,0.62,0.45,1.66,1.9,NA,0.97,0.8,0.61,0.59,0.83,0.83,0.43,1.44,1.23,0.8,1.01,1.63,2.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1736,1.45,0.53,0.62,0.39,2.24,2.05,NA,1.15,0.86,0.68,0.66,0.83,0.63,0.44,1.45,1.55,0.69,0.8,1.29,1.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1737,1.74,0.5,0.64,0.55,1.97,1.81,NA,1.08,0.7,0.81,0.82,0.94,0.77,0.4,1.42,1.52,0.83,0.78,1.57,1.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1738,1.61,0.32,0.46,0.46,1.94,1.8,NA,0.98,0.78,0.74,0.6,0.85,0.77,0.37,1.1,0.96,0.79,0.84,1.91,1.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1739,1.24,0.27,0.31,0.32,1.35,1.33,NA,0.57,0.6,0.66,0.48,0.73,0.88,0.48,1.12,0.92,0.72,0.87,1.45,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1740,1.25,0.29,0.29,0.3,1.32,1.14,NA,0.52,0.55,0.58,0.51,0.46,0.58,0.32,0.8,0.93,0.42,0.53,1.17,1.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1741,1.77,0.36,0.31,0.24,1.36,1.53,NA,0.49,0.4,0.43,0.56,0.67,0.57,0.46,0.53,0.67,0.49,0.55,1.45,1.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1742,1.64,0.22,0.25,0.31,1.18,1.6,NA,0.73,0.5,0.32,0.51,0.71,0.68,0.6,0.65,0.54,0.66,0.67,1.19,1.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1743,1.89,0.36,0.36,0.27,1.82,1.61,NA,0.71,0.75,0.52,0.58,0.6,0.74,0.82,1.09,0.9,0.76,0.99,1.04,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1744,1.53,0.34,0.5,0.35,1.25,1.93,NA,0.77,0.75,0.5,0.52,0.58,0.66,0.54,0.9,0.93,0.81,0.95,1.08,1.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1745,0.94,0.44,0.37,0.42,1.77,1.88,NA,0.81,0.53,0.46,0.51,0.75,0.63,0.62,1.27,0.74,0.89,0.72,1.25,1.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1746,1.16,0.31,0.31,0.2,1.83,1.5,NA,0.98,0.64,0.42,0.69,0.67,0.62,0.63,0.96,1.18,0.66,1.02,1.08,1.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1747,1.3,0.26,0.38,0.3,1.43,1.55,NA,0.84,0.62,0.45,0.57,0.69,0.59,0.6,1.56,1.06,0.8,0.86,0.99,1.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1748,1.05,0.34,0.3,0.29,1.45,0.93,NA,1.02,0.52,0.37,0.5,0.53,0.69,0.57,1.27,0.74,0.84,1.01,0.9,1.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1749,1.17,0.24,0.24,0.19,0.84,0.7,NA,0.8,0.32,0.36,0.39,0.42,0.52,0.41,0.58,0.77,0.5,0.75,0.57,1.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1750,1.25,0.18,0.31,0.18,1.07,1.01,NA,0.86,0.56,0.45,0.42,0.56,0.75,0.58,0.98,0.99,0.94,0.92,0.7,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1751,0.94,0.25,0.34,0.27,1.79,1.32,NA,1.05,0.51,0.61,0.44,0.64,0.8,0.69,1.27,1.49,0.95,1.04,0.75,1.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1752,1.42,0.29,0.4,0.29,1.78,2.08,NA,1.23,0.49,0.39,0.55,0.6,0.74,0.8,1.34,1.22,0.86,0.84,0.96,1.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1753,1.06,0.26,0.45,0.25,1.54,1.51,NA,0.9,0.46,0.48,0.49,0.52,0.73,0.77,1.02,1.25,0.95,0.96,0.95,1.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1754,1.36,0.29,0.43,0.27,1.66,1.88,NA,0.88,0.55,0.4,0.47,0.6,0.66,0.83,0.76,0.94,0.38,0.72,0.98,1.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1755,1.89,0.29,0.4,0.29,2.06,1.91,NA,0.88,0.55,0.54,0.53,0.53,0.67,0.7,1.38,1.43,0.92,0.81,1.18,1.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1756,1.62,0.26,0.27,0.21,1.75,1.58,NA,0.64,0.49,0.47,0.45,0.51,0.58,0.56,0.99,1.08,0.59,0.57,1.4,1.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1757,1.14,0.11,0.32,0.21,1.76,1.68,NA,0.6,0.29,0.4,0.52,0.57,0.48,0.56,0.82,1.02,0.65,0.59,1.55,1.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1758,1.53,0.2,0.23,0.15,1.62,0.81,NA,0.6,0.33,0.44,0.5,0.5,0.48,0.54,0.75,1.19,0.53,0.73,1.4,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1759,1.51,0.22,0.28,0.2,1.62,0.81,NA,0.75,0.38,0.45,0.44,0.36,0.39,0.62,0.6,0.93,0.65,0.71,1.37,1.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
