# Columbia Icefield 1,000 Year Decadal Tree-Ring Isotope, RH, and Temperature
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: http://ncdc.noaa.gov/paleo/study/17576
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/treering/isotope/northamerica/canada/columbia2008iso.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Ring
#--------------------
# Contribution_Date
#	Date: 2014-12-10
#--------------------
# Title
#	Study_Name: Columbia Icefield 1,000 Year Decadal Tree-Ring Isotope, RH, and Temperature
#--------------------
# Investigators
#       Investigators: Edwards, T.W.D.; Birks, S.J.; Luckman, B.H.; MacDonald, G.M.
#--------------------
# Description_and_Notes
#	Description: Tree-ring isotopic data (d18O and d13C) from the Columbia Icefield area 
#	of the Canadian Rockies at decadal resolution, plus reconstructed winter temperature (Twin) 
#	and growth season atmospheric relative humidity (RHgrs) over the past 1000 years.  
#	Composite d13C and d18O chronologies spanning AD 951-1990 were developed from cross-dated 
#	10-yr increments of Picea engelmannii (Engelmann spruce) and Pinus albicaulis (whitebark pine) 
#	collected from 16 subfossil snags and living-tree sequences at three sites near the Athabasca, 
#	Robson, and Bennington glaciers.  Carbon-isotope analyses were performed on cellulose by 
#	closed-tube combustion followed by dual-inlet mass spectrometry.  The d13C data were corrected 
#	for changing d13C of atmospheric CO2 post-1850. Cellulose oxygen-isotope data were obtained 
#	by high-temperature pyrolysis followed by CF-IRMS.  Growth season RH and winter T were 
#	reconstructed using a coupled isotope response-surface approach. 
#	See Edwards et al. (2008) for full details. 
#
#
#--------------------
# Publication 
#       Authors: Thomas W.D. Edwards, S. Jean Birks, Brian H. Luckman, Glen M. MacDonald
#       Published_Date_or_Year: 2008-09-01    
#       Published_Title: Climatic and hydrologic variability during the past millennium in the eastern Rocky Mountains and northern Great Plains of western Canada
#       Journal_Name: Quaternary Research
#       Volume: 70
#       Edition: 
#       Issue: 2
#       Pages: 188-197
#       DOI: 10.1016/j.yqres.2008.04.013
#       Online_Resource: http://www.sciencedirect.com/science/article/pii/S0033589408000604
#       Full_Citation: 
#       Abstract: Modelling of tree-ring d13C and d18O data from the Columbia Icefield area in the eastern Rocky Mountains of western Canada provides fuller understanding of climatic and hydrologic variability over the past 1000 yr in this region, based on reconstruction of changes in growth season atmospheric relative humidity (RHgrs), winter temperature (Twin) and the precipitation d18O-Twin relation. The Little Ice Age (~AD 1530s-1890s) is marked by low RHgrs and Twin and a d18O-Twin relation offset from that of the present, reflecting enhanced meridional circulation and persistent influence of Arctic air masses. Independent proxy hydrologic evidence suggests that snowmelt sustained relatively abundant streamflow at this time in rivers draining the eastern Rockies. In contrast, the early millennium was marked by higher RHgrs and Twin and a d18O-Twin relation like that of the 20th century, consistent with pervasive influence of Pacific air masses because of strong zonal circulation. Especially mild conditions prevailed during the "Medieval Climate Anomaly" ~AD 1100-1250, corresponding with evidence for reduced discharge in rivers draining the eastern Rockies and extensive hydrological drought in neighbouring western USA.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Natural Sciences and Engineering Research Council of Canada
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: British Columbia Hydro and Power Authority
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: US National Science Foundation
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Columbia Icefield 
#       Location: North America>Canada>British Columbia
#	Country: Canada
#	Northernmost_Latitude: 53.0
# 	Southernmost_Latitude: 52.0
# 	Easternmost_Longitude: -117.0
# 	Westernmost_Longitude: -119.0
# 	Elevation:  m  
#------------------
# Data_Collection   
#	Collection_Name: Columbia2008iso
#	Earliest_Year: 951
#	Most_Recent_Year: 1990
#	Time_Unit: AD
#	Core_Length: m
#	Notes: 
#------------------
# Species  
#	Species_Name: Picea engelmannii 
#	Common_Name: Engelmann spruce
#------------------
# Species  
#	Species_Name: Pinus albicaulis
#	Common_Name: Whitebark pine
#------------------
# Chronology: 
# 
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD_start	age start year, , , AD, , , , ,N
##age_AD_end	age end year, , , AD, , , , ,N
##d13CcellVPDB	delta13C, cellulose, , per mil VPDB, ,tree ring, mean, ,N 
##d13CcellVPDBerr	delta13C uncertainty, cellulose, , per mil VPDB, ,tree ring, , ,N 
##d18OcellVSMOW	delta18O, cellulose, , per mil VSMOW, ,tree ring, mean, ,N 
##d18OcellVSMOWerr	delta18O uncertainty, cellulose, , per mil VSMOW, ,tree ring, , ,N 
##RH	Relative Humidity, , , z-score, growth season, climate reconstruction, wrt 1941-90 average, ,N
##tempanom-DJF	Surface Temperature Anomaly, , , z-score, winter, climate reconstruction, wrt 1941-90 average, ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
age_AD_start	age_AD_end	d13CcellVPDB	d13CcellVPDBerr	d18OcellVSMOW	d18OcellVSMOWerr	RH	tempanom-DJF
1981	1990	-21.56	0.30	23.82	0.13	-0.1423	-0.0528
1971	1980	-21.68	0.75	24.05	0.01	-0.0711	0.2187
1961	1970	-21.67	0.60	23.59	0.31	0.0316	-0.0805
1951	1960	-21.84	0.30	23.89	0.07	0.1398	0.2857
1941	1950	-21.60	0.57	23.25	0.34	0.0419	-0.3711
1931	1940	-21.82	0.44	23.20	0.55	0.2900	-0.1723
1921	1930	-21.75	0.17	24.46	0.55	-0.0963	0.5472
1911	1920	-22.10	0.52	24.67	0.55	0.2276	1.0437
1901	1910	-21.74	0.37	23.99	0.55	0.0095	0.2401
1891	1900	-21.51	0.45	24.29	0.55	-0.0405	-0.5010
1881	1890	-20.93	0.44	24.86	0.55	-0.8048	-0.7442
1871	1880	-21.28	0.84	25.62	1.13	-0.6178	0.1011
1861	1870	-20.84	0.50	24.67	0.16	-0.8531	-0.9609
1851	1860	-20.63	0.61	25.15	0.50	-1.1990	-0.8728
1841	1850	-20.25	0.74	25.27	0.11	-1.6358	-1.1948
1831	1840	-20.42	0.54	25.47	0.11	-1.5028	-0.8918
1821	1830	-20.90	0.65	25.07	0.33	-0.8890	-0.6428
1811	1820	-20.90	0.68	24.50	0.87	-0.7478	-1.0025
1801	1810	-20.69	0.58	25.00	0.34	-1.0982	-0.9030
1791	1800	-20.85	0.64	25.33	0.89	-1.0075	-0.5299
1781	1790	-20.64	0.65	25.79	0.91	-1.3458	-0.4611
1771	1780	-20.81	0.99	24.06	0.87	-0.7345	-1.3761
1761	1770	-20.40	0.60	24.55	1.65	-1.2978	-1.4894
1751	1760	-20.41	0.54	24.65	1.20	-1.3111	-1.4179
1741	1750	-20.06	0.43	24.82	1.29	-1.7301	-1.6721
1731	1740	-20.27	0.79	24.77	0.60	-1.4922	-1.4852
1721	1730	-20.04	0.64	24.31	0.83	-1.6247	-2.0161
1711	1720	-19.98	0.35	23.57	0.55	-1.5056	-2.5459
1701	1710	-19.58	0.45	24.04	0.55	-2.0524	-2.6635
1691	1700	-20.28	0.39	23.98	0.55	-1.2854	-1.9741
1681	1690	-20.45	0.40	22.98	0.55	-0.8531	-2.4334
1671	1680	-20.73	0.50	23.81	0.55	-0.7593	-1.6151
1661	1670	-20.43	0.36	23.54	0.26	-1.0157	-2.0948
1651	1660	-20.37	0.22	24.11	0.21	-1.2210	-1.7984
1641	1650	-20.57	0.55	24.03	0.63	-0.9856	-1.6428
1631	1640	-20.32	0.26	24.13	0.55	-1.2790	-1.8394
1621	1630	-20.54	0.27	24.27	0.17	-1.0780	-1.5206
1611	1620	-20.31	0.28	24.03	0.55	-1.2650	-1.9129
1601	1610	-20.57	0.45	23.46	0.39	-0.8447	-2.0016
1591	1600	-20.29	0.28	23.42	0.13	-1.1340	-2.3219
1581	1590	-20.58	0.40	23.63	0.13	-0.8749	-1.8870
1571	1580	-20.96	0.45	23.90	0.11	-0.5356	-1.3165
1561	1570	-21.06	0.61	24.50	0.07	-0.5762	-0.8355
1551	1560	-20.65	0.38	24.83	0.09	-1.0988	-1.0525
1541	1550	-21.03	0.39	24.00	0.54	-0.4843	-1.1829
1531	1540	-21.49	0.63	25.01	0.86	-0.2409	-0.0659
1521	1530	-21.14	0.49	24.48	0.53	-0.4861	-0.7630
1511	1520	-21.55	0.53	24.23	0.54	-0.2563	0.1998
1501	1510	-21.57	0.43	24.45	0.57	-0.2893	0.3592
1491	1500	-21.57	0.35	24.40	0.30	-0.2750	0.3229
1481	1490	-21.59	0.56	23.97	0.55	-0.1482	0.0754
1471	1480	-21.82	0.48	23.38	0.28	0.2462	-0.0607
1461	1470	-21.67	0.51	23.87	0.16	-0.0378	0.0962
1451	1460	-22.17	0.45	22.63	0.36	0.8079	-0.1698
1441	1450	-21.68	0.50	23.33	0.12	0.1086	-0.2388
1431	1440	-21.89	0.26	22.96	0.31	0.4247	-0.2510
1421	1430	-21.92	0.26	23.92	0.94	0.2199	0.3839
1411	1420	-21.84	0.37	23.80	0.54	0.1622	0.2287
1401	1410	-21.78	0.43	23.64	0.46	0.1373	0.0656
1391	1400	-21.99	0.45	23.77	0.17	0.3323	0.3618
1381	1390	-22.01	0.38	24.12	0.05	0.2656	0.6071
1371	1380	-21.96	0.54	24.28	0.59	0.1739	0.6521
1361	1370	-21.74	0.26	24.12	0.52	-0.0249	0.3278
1351	1360	-21.89	0.26	24.77	0.55	-0.0237	0.8909
1341	1350	-21.74	0.45	24.34	0.55	-0.0796	0.4670
1331	1340	-21.69	0.28	24.74	0.55	-0.2307	0.6630
1321	1330	-21.93	0.50	24.82	0.55	0.0059	0.9665
1311	1320	-21.98	0.43	25.17	0.55	-0.0270	1.2392
1301	1310	-22.21	0.25	24.54	0.55	0.3774	1.0776
1291	1300	-22.11	0.27	24.52	0.26	0.2741	0.9632
1281	1290	-22.20	0.52	25.07	0.96	0.2357	1.4007
1271	1280	-21.89	0.27	25.36	0.53	-0.1708	1.2657
1261	1270	-21.91	0.64	25.16	0.67	-0.0989	1.1580
1251	1260	-21.91	0.54	25.03	0.22	-0.0665	1.0756
1241	1250	-22.13	0.42	24.17	0.90	0.3814	0.7653
1231	1240	-22.71	0.46	24.62	1.06	0.8934	1.6510
1221	1230	-22.32	0.47	24.19	0.45	0.5828	0.9698
1211	1220	-22.81	0.42	24.57	0.47	1.0145	1.7201
1201	1210	-22.78	0.50	25.21	0.56	0.8240	2.0923
