tree,n_missing_total,n_missing_1980_on,n_outliers_total
FLP01A3_raw,289,34,2
FLP01B3_raw,276,34,0
FLP02B3_raw,289,34,0
FLP03A3_raw,282,34,2
FLP03B3_raw,294,34,1
FLP04A3_raw,269,34,0
FLP04B3_raw,254,34,2
FLP05A3_raw,271,34,2
FLP05B3_raw,310,34,1
FLP06A3_raw,276,34,2
FLP06B3_raw,261,34,2
FLP07A3_raw,284,33,1
FLP07B3_raw,300,33,2
FLP08B3_raw,270,33,2
FLP09A3_raw,287,33,0
FLP09B3_raw,277,33,3
FLP10A3_raw,238,33,0
FLP10B3_raw,256,33,1
FLP11A3_raw,302,33,0
FLP11B3_raw,287,33,2
FLP12A3_raw,322,33,3
FLP12B3_raw,293,33,3
FLK24A3_raw,300,34,0
FLK24B3_raw,295,34,0
FLK25A3_raw,199,45,1
FLK25B3_raw,91,34,6
FLK26A3_raw,276,34,3
FLK26B3_raw,315,34,1
FLK27A3_raw,281,34,0
FLK27B3_raw,256,34,0
FLK28A3_raw,297,33,3
FLK28B3_raw,355,33,1
FLK29A3_raw,309,34,1
FLK29B3_raw,298,34,2
FLK30A3_raw,321,34,2
FLK30B3_raw,281,34,2
FLK31A3_raw,249,34,1
FLK31B3_raw,266,34,0
FLK32A3_raw,95,34,3
FLK32B3_raw,34,34,2
FLK33A3_raw,282,34,0
FLK33B3_raw,318,34,1
FLK34A3_raw,295,34,0
FLK34B3_raw,235,34,1
