tree,n_missing_total,n_missing_1980_on,n_outliers_total
UTP1001A_raw,212,8,1
UTP1001B_raw,204,8,0
UTP1002B_raw,164,8,1
UTP1002C_raw,172,8,0
UTP1003A_raw,219,8,0
UTP1004A_raw,13,8,1
UTP1004B_raw,13,8,5
UTP1004D_raw,23,8,2
UTP1005A_raw,149,8,0
UTP1005C_raw,138,8,0
UTP1006A_raw,109,8,3
UTP1006B_raw,103,8,1
UTP1007A_raw,112,10,0
UTP1007B_raw,92,8,1
UTP1008A_raw,207,12,1
UTP1008B_raw,68,8,4
UTP1009A_raw,169,8,5
UTP1009B_raw,152,8,1
UTP1010A_raw,104,9,1
UTP1010B_raw,83,8,1
UTP1011A_raw,80,8,2
UTP1011B_raw,49,8,1
UTP1012A_raw,174,8,0
UTP1012B_raw,173,8,0
UTP1013A_raw,157,8,0
UTP1013B_raw,165,8,0
UTP1014A_raw,148,8,1
UTP1014B_raw,170,8,3
UTP1014C_raw,153,8,2
UTP1015A_raw,8,8,2
UTP1015B_raw,53,8,3
