tree,n_missing_total,n_missing_1980_on,n_outliers_total
ALT53A_raw,92,37,2
ALT53B_raw,76,37,15
ALT54A_raw,42,37,14
ALT54B_raw,85,37,2
ALT55A_raw,106,37,1
ALT55B_raw,95,37,0
ALT56A_raw,65,37,10
ALT56B_raw,63,37,12
ALT57A_raw,48,37,14
ALT57B_raw,47,37,14
ALT58A_raw,114,37,1
ALT58B_raw,58,40,12
ALT59A_raw,121,37,5
ALT59B_raw,69,37,13
ALT60A_raw,143,37,7
ALT60B_raw,46,37,18
ALT61A_raw,88,45,8
ALT61B_raw,67,45,17
ALT62A_raw,42,37,12
ALT62B_raw,63,39,14
ALT63A_raw,174,45,1
ALT63B_raw,53,37,16
ALT64A_raw,82,37,13
ALT64B_raw,64,38,15
ALT65A_raw,87,37,3
ALT65B_raw,38,37,14
ALT66A_raw,100,37,6
ALT66B_raw,76,37,10
ALT67A_raw,66,37,16
ALT67B_raw,54,37,16
ALT68A_raw,48,37,12
ALT68B_raw,144,45,5
ALT69B_raw,62,37,14
ALT70A_raw,128,37,5
ALT71A_raw,113,37,5
ALT71B_raw,78,37,4
ALT72A_raw,446,45,0
ALT72B_raw,322,45,0
ALT72C_raw,136,37,4
ALT72D_raw,319,37,2
ALT73A_raw,72,37,9
ALT73B_raw,71,37,10
ALT74A_raw,88,37,6
ALT74B_raw,134,37,3
ALT75A_raw,50,37,10
ALT75B_raw,43,37,11
ALT76B_raw,45,37,14
ALT77A_raw,262,37,2
ALT77B_raw,63,37,10
ALT78A_raw,54,37,12
ALT78B_raw,47,37,14
ALT78C_raw,37,37,17
