tree,n_missing_total,n_missing_1980_on,n_outliers_total
tsb05b_raw,534,45,0
tsb11a_raw,921,45,0
tsb04c_raw,600,45,3
tsb05c_raw,894,45,0
tsb02b_raw,682,45,2
tsb02a_raw,144,24,13
tsb07a_raw,584,45,4
tsb09a_raw,189,24,7
tsb04b_raw,752,45,1
tsb09b_raw,920,45,1
tsb06c_raw,777,45,0
tsb08c_raw,902,45,0
tsb06b_raw,884,45,1
teb08_raw,421,24,14
tsb11b_raw,545,45,2
tsb10b_raw,517,45,6
teb04_raw,502,24,1
tsb10c_raw,771,45,2
teb07_raw,508,24,8
teb09_raw,549,24,4
teb03_raw,565,24,2
tsb10a_raw,814,45,2
teb10_raw,644,24,3
tsb01a_raw,906,45,1
teb01_raw,704,24,1
teb05_raw,772,24,1
teb06_raw,814,24,2
tsb05a_raw,834,24,4
tsb04a_raw,854,24,2
tsb06a_raw,884,24,0
tsb03a_raw,884,24,2
teb02_raw,916,24,0
tsb08a_raw,934,24,0
