"","years","Tag","Ring_width(mm)","LongW","LongE","LatN","LatS","species","speciesfull"
"1",2010,"BC1",3.958,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"2",2010,"HC12",5.014,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"3",2010,"HC13",1.939,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"4",2010,"HC1",1.736,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"5",2010,"BC2",1.537,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"6",2010,"HC2",1.681,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"7",2010,"HCU.10",1.353,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"8",2010,"HCU.1",3.001,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"9",2010,"HCU.2",2.5,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"10",2010,"HCU.3",4.378,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"11",2010,"PB.9",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"12",2010,"PB.1",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"13",2010,"WB.6",0.801,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"14",2010,"WB.4",1.681,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"15",2010,"WB.5",0.475,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"16",2010,"WB.2",1.687,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"17",2010,"WB.3",2.016,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"18",2010,"CB.8",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"19",2010,"RB.2",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"20",2010,"RB.5",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"21",2010,"RB.8",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"22",2010,"RB.6",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"23",2010,"RB.9",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"24",2010,"RB.7",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"25",2010,"RB.1",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"26",2010,"HW.20",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"27",2010,"HW.15",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"28",2010,"HW.17",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"29",2010,"HLC.17",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
