"","years","Tag","Ring_width(mm)","LongW","LongE","LatN","LatS","species","speciesfull"
"1",2010,"HCL.2",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"2",2010,"HCL.4",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"3",2010,"HCL.15",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"4",2010,"HCU.4",3.612,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"5",2010,"HCU.5",0.465,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"6",2010,"HCU.6",3.444,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"7",2010,"HC.7",1.492,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"8",2010,"PB.6",0.887,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"9",2010,"PB.7",1.367,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"10",2010,"PB.10",0.771,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"11",2010,"RB.3",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"12",2010,"RB.4",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"13",2010,"RB.10",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"14",2010,"USF.23",0.903,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"15",2010,"USF.7",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"16",2010,"HCL.12",NA,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"17",2010,"USF.8",1.251,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"18",2009,"HCL.2",0.524,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"19",2009,"HCL.4",0.66,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"20",2009,"HCL.15",1.595,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"21",2009,"HCU.4",4.927,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"22",2009,"HCU.5",0.53,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"23",2009,"HCU.6",4.393,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"24",2009,"HC.7",1.673,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"25",2009,"PB.6",0.931,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"26",2009,"PB.7",1.758,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"27",2009,"PB.10",0.699,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"28",2009,"RB.3",1.853,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"29",2009,"RB.4",0.987,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"30",2009,"RB.10",2.436,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"31",2009,"USF.23",1.096,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"32",2009,"USF.7",1.49,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"33",2009,"HCL.12",0.583,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"34",2009,"USF.8",2.174,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"35",2008,"HCL.2",0.275,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"36",2008,"HCL.4",0.825,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"37",2008,"HCL.15",1.316,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"38",2008,"HCU.4",3.272,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"39",2008,"HCU.5",0.533,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"40",2008,"HCU.6",2.926,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"41",2008,"HC.7",1.416,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"42",2008,"PB.6",0.798,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"43",2008,"PB.7",1.991,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"44",2008,"PB.10",0.871,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"45",2008,"RB.3",2.084,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"46",2008,"RB.4",1.407,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"47",2008,"RB.10",2.172,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"48",2008,"USF.23",1.444,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"49",2008,"USF.7",1.907,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"50",2008,"HCL.12",0.678,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"51",2008,"USF.8",3.086,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"52",2007,"HCL.2",0.275,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"53",2007,"HCL.4",0.726,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"54",2007,"HCL.15",1.383,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"55",2007,"HCU.4",4.382,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"56",2007,"HCU.5",0.549,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"57",2007,"HCU.6",5.41,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
"58",2007,"HC.7",2.086,-83.47845,-83.42166,35.07382,35.02734,"LITU","Liriodendron tulipifera"
