"","years","Tag","Ring_width(mm)","LongW","LongE","LatN","LatS","species","speciesfull"
"1",2010,"WR.15",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"2",2010,"BC.5",0.885,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"3",2010,"HC.15",0.763,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"4",2010,"BC.13",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"5",2010,"WR.5",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"6",2010,"BC.10",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"7",2010,"BC.16",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"8",2010,"BC.12",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"9",2010,"WR.8",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"10",2010,"WR.16",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"11",2010,"WR.9",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"12",2010,"WR.4",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"13",2010,"dc.318",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"14",2010,"dc.319",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"15",2010,"ds.546",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"16",2010,"rk.053",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"17",2010,"rk.003",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"18",2009,"WR.15",2.877,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"19",2009,"BC.5",2.536,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"20",2009,"HC.15",0.931,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"21",2009,"BC.13",2.343,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"22",2009,"WR.5",3.558,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"23",2009,"BC.10",1.572,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"24",2009,"BC.16",1.83,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"25",2009,"BC.12",0.586,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"26",2009,"WR.8",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"27",2009,"WR.16",1.67,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"28",2009,"WR.9",1.114,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"29",2009,"WR.4",0.174,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"30",2009,"dc.318",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"31",2009,"dc.319",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"32",2009,"ds.546",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"33",2009,"rk.053",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"34",2009,"rk.003",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"35",2008,"WR.15",2.043,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"36",2008,"BC.5",1.09,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
