"","years","Tag","Ring_width(mm)","LongW","LongE","LatN","LatS","species","speciesfull"
"1",2009,"WR.12",0.669,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"2",2009,"WR.3",0.475,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"3",2009,"mg.532",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"4",2009,"BC.3",0.685,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"5",2009,"pr.965",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"6",2009,"jc.170",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"7",2009,"jc.139",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"8",2009,"jc.134",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"9",2009,"jc.149",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"10",2009,"jc.151",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"11",2009,"WR.11",0.395,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"12",2009,"WR.10",1.216,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"13",2009,"mg.533",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"14",2009,"jc.163",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"15",2009,"jc.162",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"16",2009,"jc.140",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"17",2009,"jc.181",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"18",2009,"jc.175",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"19",2009,"jc.167",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"20",2008,"WR.12",0.423,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"21",2008,"WR.3",0.585,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"22",2008,"mg.532",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"23",2008,"BC.3",0.827,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"24",2008,"pr.965",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"25",2008,"jc.170",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"26",2008,"jc.139",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"27",2008,"jc.134",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"28",2008,"jc.149",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"29",2008,"jc.151",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"30",2008,"WR.11",0.518,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"31",2008,"WR.10",1.218,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"32",2008,"mg.533",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"33",2008,"jc.163",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"34",2008,"jc.162",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"35",2008,"jc.140",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"36",2008,"jc.181",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"37",2008,"jc.175",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"38",2008,"jc.167",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"39",2007,"WR.12",0.687,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"40",2007,"WR.3",0.922,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"41",2007,"mg.532",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"42",2007,"BC.3",1.273,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"43",2007,"pr.965",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"44",2007,"jc.170",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"45",2007,"jc.139",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"46",2007,"jc.134",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"47",2007,"jc.149",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"48",2007,"jc.151",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"49",2007,"WR.11",0.599,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"50",2007,"WR.10",2.33,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"51",2007,"mg.533",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"52",2007,"jc.163",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"53",2007,"jc.162",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"54",2007,"jc.140",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"55",2007,"jc.181",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"56",2007,"jc.175",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"57",2007,"jc.167",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"58",2006,"WR.12",0.546,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"59",2006,"WR.3",0.933,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"60",2006,"mg.532",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"61",2006,"BC.3",1.022,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"62",2006,"pr.965",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"63",2006,"jc.170",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"64",2006,"jc.139",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"65",2006,"jc.134",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"66",2006,"jc.149",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"67",2006,"jc.151",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"68",2006,"WR.11",0.675,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"69",2006,"WR.10",2.09,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
"70",2006,"mg.533",NA,-83.47845,-83.42166,35.07382,35.02734,"ACRU","Acer rubrum"
