tree,n_missing_total,n_missing_1980_on,n_outliers_total
MRW131_raw,23,4,0
MRW132_raw,26,5,0
MRW16_raw,22,4,0
MRW12_raw,31,4,0
MRW23_raw,25,4,0
MRW232_raw,23,4,0
MRW14_raw,24,4,0
MRW15_raw,35,4,0
MRW191_raw,26,4,0
MRW192_raw,26,4,0
MRW171_raw,26,4,0
MRW172_raw,28,4,0
MRW18_raw,33,4,0
MRW1_raw,35,4,0
MRW2_raw,26,4,1
MRW6_raw,22,4,0
MRW21_raw,26,4,0
MRW9_raw,61,29,0
MRW3_raw,31,4,1
MRW5_raw,47,15,0
MRW22_raw,24,4,1
MRW111_raw,21,4,2
MRW112_raw,23,4,1
MRW4_raw,4,4,0
MRW8_raw,39,7,0
MRW7_raw,20,4,0
MRW20_raw,63,31,0
