tree,n_missing_total,n_missing_1980_on,n_outliers_total
pil019a_raw,190,14,17
pil019b_raw,159,14,12
pil018a_raw,505,14,1
pil018b_raw,599,14,2
pil017b_raw,559,14,5
pil017a_raw,719,14,2
pil016a_raw,339,45,10
pil016b_raw,283,14,9
pil015a_raw,449,14,4
pil015b_raw,286,24,7
pil014b_raw,329,14,9
pil014a_raw,211,14,9
pil013a_raw,132,14,21
pil013b_raw,318,45,10
pil012a_raw,437,45,7
pil012b_raw,440,45,10
pil011b_raw,451,45,5
pil009b_raw,249,14,13
pil009a_raw,168,14,19
pil008b_raw,289,14,20
pil008a_raw,569,14,7
pil007b_raw,144,14,22
pil007a_raw,100,14,23
pil006b_raw,148,14,24
pil006a_raw,106,14,17
pil005a_raw,90,14,21
pil003a_raw,482,34,4
pil003b_raw,461,14,13
PIL100A_raw,389,9,10
PIL101A_raw,836,15,2
PIL101B_raw,689,45,4
PIL102A_raw,465,9,15
PIL102C_raw,270,9,14
PIL103A_raw,212,10,10
PIL103B_raw,220,9,9
PIL104B_raw,281,14,17
PIL105B_raw,269,9,16
PIL106B_raw,559,9,2
PIL107A_raw,157,30,28
PIL107B_raw,371,10,10
PIL108A_raw,510,45,6
PIL108B_raw,514,45,7
PIL110A_raw,489,36,5
PIL110B_raw,494,18,10
PIL110C_raw,711,45,3
PIL111A_raw,157,9,3
PIL111B_raw,171,9,3
PIL100B_raw,457,9,9
PIL102B_raw,274,9,11
PIL107C_raw,165,17,18
PIL109A_raw,580,45,2
PIL109B_raw,26,9,8
PIL109C_raw,622,45,0
