tree,n_missing_total,n_missing_1980_on,n_outliers_total
IDC14A3_raw,336,34,0
IDC14B3_raw,325,34,0
IDC15A3_raw,155,34,1
IDC15B3_raw,176,34,2
IDC16B3_raw,97,34,0
IDC17A3_raw,327,34,1
IDC17B3_raw,358,34,1
IDC18A3_raw,194,34,2
IDC18B3_raw,175,34,4
IDC19A3_raw,268,34,0
IDC19B3_raw,257,34,0
IDC20A3_raw,80,34,9
IDC20B3_raw,82,34,7
IDC21A3_raw,214,34,2
IDC21B3_raw,131,34,1
IDC22A3_raw,198,34,1
IDC22B3_raw,178,34,4
IDC23A3_raw,149,34,0
IDC23B3_raw,166,34,2
IDC24A3_raw,191,34,5
IDC24B3_raw,180,34,4
IDC25A3_raw,53,34,4
IDC25B3_raw,116,34,2
IDC26A3_raw,34,34,8
IDC26B3_raw,92,34,11
IDC27A3_raw,144,34,3
IDC27B3_raw,118,34,4
