tree,n_missing_total,n_missing_1980_on,n_outliers_total
DP0701A_raw,46,34,1
DP0702A_raw,43,34,0
DP0703B_raw,34,34,0
DP0705B_raw,52,34,0
DP0706B_raw,45,34,0
DP0707B_raw,72,34,0
DP0708B_raw,72,34,0
DP0709A_raw,48,34,1
DP0710B_raw,46,34,0
DP0713A_raw,66,34,0
DP0714A_raw,68,34,0
DP0715A_raw,69,34,1
DP0717B_raw,53,34,0
DP0718A_raw,66,34,0
DP0721B_raw,45,34,2
DP0722B_raw,39,34,0
DP0723A_raw,38,34,0
DP0724B_raw,70,34,0
DP0725B_raw,46,34,0
DP0726A_raw,69,34,0
DP0727A_raw,53,34,1
DP0728A_raw,45,34,0
DP0729A_raw,69,34,0
DP0731A_raw,51,34,0
DP0732B_raw,52,34,0
DP0733A_raw,52,34,0
