age_CE,01C407a_raw,01C409a_raw,01C409b_raw,01C411a_raw,01C411b_raw,01C414a_raw,01C414b_raw,01C415a_raw,01C415b_raw,01C417b_raw,01C419b_raw,01C420b_raw,01C421a_raw,01C421b_raw,01C422a_raw,01C422b_raw,01C424a_raw,01C424b_raw,01C426a_raw,01C427b_raw,01C407a_raw_outlier_flag,01C409a_raw_outlier_flag,01C409b_raw_outlier_flag,01C411a_raw_outlier_flag,01C411b_raw_outlier_flag,01C414a_raw_outlier_flag,01C414b_raw_outlier_flag,01C415a_raw_outlier_flag,01C415b_raw_outlier_flag,01C417b_raw_outlier_flag,01C419b_raw_outlier_flag,01C420b_raw_outlier_flag,01C421a_raw_outlier_flag,01C421b_raw_outlier_flag,01C422a_raw_outlier_flag,01C422b_raw_outlier_flag,01C424a_raw_outlier_flag,01C424b_raw_outlier_flag,01C426a_raw_outlier_flag,01C427b_raw_outlier_flag
1783,NA,1.68,NA,0.46,0.33,0.6,NA,0.63,0.58,0.76,1.02,NA,1.61,1.71,0.35,0.38,0.54,0.71,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1784,NA,1.68,NA,0.53,0.52,0.65,NA,0.48,0.35,0.67,0.89,NA,1.79,1.87,0.25,0.32,0.41,0.56,NA,0.79,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1785,NA,1.82,NA,0.43,0.38,0.57,NA,0.44,0.35,0.51,0.76,NA,1.48,1.65,0.19,0.19,0.38,0.42,NA,0.67,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1786,NA,1.76,NA,0.43,0.51,0.73,NA,0.38,0.44,0.7,0.7,NA,1.61,1.72,0.29,0.32,0.54,0.51,NA,0.57,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1787,NA,1.62,NA,0.34,0.37,0.56,NA,0.38,0.44,0.6,0.6,0.48,1.27,1.67,0.25,0.22,0.43,0.54,NA,0.57,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1788,NA,1.59,NA,0.33,0.51,0.63,NA,0.47,0.41,0.63,0.7,0.41,1.17,1.59,0.28,0.32,0.49,0.64,NA,0.73,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1789,1.3,1.71,NA,0.32,0.52,0.74,NA,0.52,0.48,0.64,0.82,0.51,1.24,1.68,0.35,0.26,0.47,0.56,NA,0.74,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1790,1.08,1.62,NA,0.34,0.51,0.59,0.76,0.4,0.48,0.48,0.73,0.51,0.89,1.4,0.19,0.32,0.47,0.51,NA,0.83,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1791,1.3,1.54,NA,0.33,0.55,0.4,0.63,0.35,0.36,0.44,0.86,0.63,0.89,1.4,0.24,0.29,0.28,0.32,NA,0.66,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1792,1.58,1.82,NA,0.34,0.63,0.61,0.92,0.44,0.43,0.57,1.01,0.7,1.1,1.49,0.42,0.32,0.44,0.41,NA,1.08,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1793,1.47,1.52,NA,0.28,0.55,0.53,0.76,0.41,0.41,0.54,0.73,0.67,0.92,1.11,0.25,0.38,0.44,0.41,NA,0.82,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1794,1.34,1.65,NA,0.28,0.76,0.54,0.73,0.54,0.48,0.6,0.79,0.72,1.08,1.76,0.29,0.35,0.51,0.51,NA,0.93,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1795,1.43,1.78,NA,0.29,0.7,0.78,1.1,0.57,0.6,0.69,0.78,0.67,1.27,1.83,0.22,0.29,0.48,0.51,NA,0.83,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1796,1.25,1.49,NA,0.34,0.56,0.68,0.98,0.48,0.51,0.69,0.93,0.57,1.06,1.45,0.22,0.29,0.51,0.57,NA,0.71,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1797,1.21,1.49,NA,0.4,0.69,0.45,0.73,0.41,0.48,0.54,0.98,0.32,1.32,1.41,0.28,0.32,0.38,0.35,NA,0.73,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1798,1.29,1.49,2.1,0.54,0.98,0.67,1.02,0.48,0.38,0.6,0.92,0.41,1.24,1.9,0.28,0.29,0.41,0.49,NA,0.79,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1799,1.24,1.33,2.13,0.35,0.84,0.6,0.77,0.44,0.35,0.5,0.7,0.44,1.04,1.67,0.29,0.29,0.48,0.46,NA,1.36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
1800,1.56,1.36,2.1,0.34,0.67,0.7,0.91,0.48,0.48,0.6,0.6,0.54,1.04,1.67,0.19,0.22,0.38,0.32,NA,1.53,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
1801,1.43,1.33,1.65,0.33,0.62,0.72,1.07,0.52,0.38,0.54,0.54,0.51,1.13,1.68,0.25,0.22,0.35,0.41,NA,1.11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1802,1.08,1.18,1.37,0.31,0.61,0.69,0.98,0.33,0.52,0.6,0.65,0.45,0.91,1.14,0.16,0.22,0.38,0.25,NA,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1803,1.1,1.18,1.42,0.35,0.68,0.76,1.03,0.48,0.55,0.51,0.68,0.47,1.1,1.24,0.19,0.22,0.42,0.32,NA,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1804,1.36,1.49,1.68,0.44,0.71,0.72,0.98,0.49,0.48,0.57,0.63,0.48,1.24,1.43,0.19,0.29,0.45,0.38,NA,0.73,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1805,1.33,1.43,1.55,0.48,0.82,0.97,1.14,0.52,0.54,0.67,0.76,0.6,1.43,1.52,0.3,0.29,0.44,0.41,NA,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1806,1.53,1.49,1.35,0.38,0.84,0.79,1.11,0.57,0.54,0.57,0.73,0.35,1.27,1.36,0.11,0.35,0.51,0.38,NA,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1807,1.43,1.33,1.5,0.39,0.88,1.13,1.29,0.41,0.51,0.57,0.98,0.41,1.14,1.36,0.28,0.35,0.51,0.35,NA,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1808,1.16,1.27,1.17,0.33,0.81,0.95,1.04,0.35,0.48,0.51,1.02,0.35,1.01,1.27,0.19,0.25,0.44,0.27,NA,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1809,1.06,1.4,1.45,0.32,0.86,0.91,0.98,0.38,0.54,0.57,0.92,0.29,1.1,1.17,0.38,0.22,0.38,0.27,NA,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1810,0.88,0.98,1.11,0.28,0.85,0.8,0.89,0.38,0.48,0.51,0.92,0.35,1.04,1.17,0.28,0.22,0.41,0.28,NA,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1811,1.07,1.41,1.4,0.39,0.88,0.98,1.12,0.35,0.6,0.57,1.21,0.54,1.33,1.24,0.32,0.25,0.41,0.38,0.67,1.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1812,1.05,1.03,0.97,0.29,0.65,0.76,0.95,0.32,0.47,0.54,0.98,0.44,1,1.11,0.25,0.16,0.38,0.32,0.44,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1813,1.3,1.24,1,0.27,0.55,0.76,0.95,0.41,0.39,0.68,0.82,0.44,1.11,1.21,0.25,0.18,0.35,0.25,0.51,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1814,1.23,1.43,0.95,0.33,0.68,0.69,0.89,0.32,0.35,0.52,0.76,0.51,1.19,1.07,0.19,0.19,0.35,0.25,0.73,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1815,0.85,0.95,0.76,0.4,0.8,0.64,0.76,0.35,0.35,0.44,0.79,0.44,0.99,0.96,0.16,0.22,0.29,0.22,0.82,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1816,1.07,1.17,0.95,0.49,0.77,0.69,0.86,0.41,0.35,0.51,0.92,0.47,1.11,1.17,0.25,0.25,0.35,0.32,0.69,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1817,0.94,1.14,0.98,0.47,0.68,0.82,1.05,0.44,0.32,0.48,1.08,0.5,1.13,1.14,0.29,0.31,0.48,0.38,0.51,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1818,1.21,1.14,0.98,0.4,0.7,0.83,1.05,0.54,0.38,0.55,0.89,0.48,1.17,0.98,0.32,0.2,0.32,0.29,0.41,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1819,0.81,1.02,0.78,0.32,0.56,0.68,0.86,0.45,0.32,0.56,0.66,0.44,0.88,0.82,0.32,0.26,0.35,0.29,0.28,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1820,1.02,1.26,0.86,0.39,0.65,0.79,1.11,0.51,0.41,0.59,0.79,0.44,1.07,1.02,0.32,0.19,0.41,0.29,0.38,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1821,0.74,0.93,0.67,0.3,0.58,0.61,0.86,0.41,0.28,0.42,0.79,0.31,1,0.92,0.44,0.22,0.32,0.29,0.32,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1822,0.98,1.14,0.92,0.39,0.84,0.91,1.11,0.48,0.38,0.55,0.89,0.44,1.03,1.05,0.41,0.25,0.41,0.42,0.48,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1823,0.86,1.02,0.73,0.32,0.76,0.78,0.92,0.41,0.35,0.46,1.05,0.35,0.72,1.02,0.48,0.29,0.32,0.32,0.54,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1824,0.82,0.98,0.76,0.34,0.74,0.43,0.57,0.38,0.32,0.57,0.66,0.38,1.1,0.92,0.48,0.32,0.25,0.22,0.41,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1825,1.07,1.21,0.79,0.63,0.87,0.98,1.5,0.41,0.38,0.58,0.98,0.31,1.33,0.98,0.6,0.32,0.41,0.44,0.54,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1826,1.03,1.14,0.82,0.4,0.71,0.89,1.16,0.41,0.35,0.34,0.92,0.35,0.79,0.67,0.5,0.32,0.35,0.33,0.43,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1827,0.9,1.08,0.7,0.35,0.56,0.38,0.5,0.32,0.25,0.26,0.76,0.38,0.79,0.6,0.48,0.28,0.22,0.19,0.49,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1828,0.79,0.98,0.73,0.3,0.7,0.76,0.99,0.28,0.29,0.37,0.67,0.34,1.01,0.78,0.36,0.28,0.22,0.22,0.35,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1829,0.85,1.11,0.85,0.38,0.66,0.9,1.17,0.32,0.32,0.42,0.7,0.37,1.33,0.9,0.44,0.32,0.22,0.22,0.54,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1830,0.95,0.92,0.74,0.38,0.65,0.78,1.14,0.35,0.25,0.49,0.63,0.56,1.17,0.85,0.4,0.32,0.22,0.25,0.44,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1831,1.07,1.05,0.82,0.35,0.9,0.76,0.91,0.38,0.29,0.36,0.84,0.41,1.17,0.9,0.52,0.32,0.19,0.22,0.57,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1832,0.98,0.98,0.86,0.47,0.98,0.77,0.96,0.35,0.32,0.44,0.79,0.47,1.17,0.92,0.5,0.38,0.25,0.22,0.51,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1833,0.95,0.95,0.76,0.43,0.89,0.75,1.01,0.38,0.29,0.58,0.87,0.44,1.24,1.05,0.44,0.38,0.32,0.29,0.54,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1834,0.92,1.1,1.05,0.65,0.85,0.82,1.01,0.41,0.32,0.46,0.98,0.6,1.3,1.05,0.57,0.41,0.35,0.41,0.54,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1835,0.76,0.99,0.82,0.52,0.75,0.68,0.95,0.41,0.32,0.38,0.85,0.47,0.98,0.86,0.51,0.44,0.35,0.3,0.54,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1836,0.63,0.79,0.57,0.41,0.66,0.35,0.48,0.35,0.25,0.32,0.57,0.35,0.76,0.79,0.38,0.42,0.19,0.21,0.42,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1837,0.77,0.6,0.41,0.41,0.67,0.67,0.86,0.38,0.32,0.38,0.69,0.28,0.86,0.82,0.44,0.34,0.29,0.19,0.4,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1838,0.57,0.57,0.48,0.36,0.6,0.5,0.79,0.35,0.29,0.35,0.63,0.31,0.92,0.82,0.41,0.25,0.22,0.23,0.35,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1839,1.01,0.79,0.67,0.44,0.88,0.92,1.24,0.44,0.41,0.51,0.85,0.41,1.17,1.11,0.51,0.37,0.38,0.37,0.57,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1840,0.76,0.73,0.6,0.37,0.52,0.7,0.95,0.38,0.35,0.57,0.75,0.28,0.98,0.82,0.47,0.33,0.3,0.29,0.35,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1841,0.76,0.73,0.63,0.35,0.52,0.54,0.85,0.32,0.28,0.54,0.66,0.25,0.92,0.73,0.41,0.29,0.21,0.19,0.29,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1842,0.89,0.65,0.6,0.44,0.6,0.57,0.82,0.38,0.38,0.51,0.66,0.25,0.79,0.7,0.51,0.36,0.22,0.19,0.44,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1843,0.89,0.62,0.57,0.39,0.61,0.62,0.68,0.35,0.32,0.38,0.6,0.32,0.9,0.66,0.51,0.4,0.25,0.22,0.44,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1844,0.88,0.7,0.53,0.44,0.66,0.65,0.48,0.38,0.32,0.38,0.54,0.33,0.99,0.76,0.41,0.28,0.25,0.22,0.41,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1845,1.05,0.7,0.55,0.42,0.61,0.69,0.67,0.32,0.32,0.44,0.47,0.42,0.95,0.79,0.29,0.19,0.28,0.29,0.29,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1846,0.86,0.63,0.41,0.35,0.69,0.52,0.6,0.35,0.38,0.48,0.57,0.51,1.02,0.76,0.28,0.25,0.22,0.18,0.79,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1847,0.7,0.6,0.38,0.39,0.53,0.61,0.61,0.35,0.32,0.41,0.57,0.32,0.82,0.89,0.22,0.19,0.28,0.22,0.75,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1848,0.95,0.92,0.54,0.47,0.71,0.62,0.73,0.38,0.38,0.54,0.76,0.44,0.95,0.92,0.41,0.28,0.35,0.32,0.63,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1849,0.63,0.67,0.41,0.46,0.68,0.44,0.66,0.29,0.32,0.41,0.67,0.32,0.7,0.63,0.41,0.32,0.22,0.22,0.53,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1850,0.71,0.63,0.41,0.41,0.61,0.35,0.53,0.32,0.32,0.41,0.57,0.35,0.76,0.7,0.48,0.32,0.25,0.22,0.47,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1851,0.79,0.63,0.44,0.47,0.86,0.54,0.73,0.41,0.44,0.48,0.6,0.32,0.76,0.79,0.57,0.35,0.25,0.29,0.63,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1852,0.76,0.58,0.48,0.46,0.9,0.67,0.76,0.35,0.44,0.44,0.63,0.29,0.89,0.76,0.6,0.35,0.35,0.29,0.53,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1853,0.82,0.74,0.54,0.52,0.82,0.57,0.73,0.41,0.41,0.41,0.54,0.25,1.05,0.76,0.57,0.29,0.25,0.35,0.41,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1854,0.86,0.73,0.6,0.43,0.67,0.73,0.57,0.44,0.51,0.38,0.51,0.38,0.95,0.7,0.54,0.25,0.29,0.3,0.47,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1855,1.03,0.79,0.7,0.54,0.74,0.85,0.89,0.41,0.48,0.41,0.6,0.48,0.98,0.7,0.5,0.35,0.32,0.27,0.5,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1856,0.65,0.51,0.47,0.35,0.58,0.35,0.48,0.32,0.37,0.25,0.29,0.25,0.54,0.51,0.42,0.22,0.19,0.22,0.47,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
