tree,n_missing_total,n_missing_1980_on,n_outliers_total
RMU01A_raw,213,45,4
RMU01B_raw,132,8,8
RMU02A_raw,147,8,5
RMU02B_raw,237,8,1
RMU04A_raw,340,8,0
RMU04B_raw,341,8,0
RMU05A_raw,144,8,2
RMU05B_raw,143,13,2
RMU06A_raw,119,8,4
RMU06B_raw,133,8,4
RMU07A_raw,330,8,0
RMU07B_raw,340,8,0
RMU08A_raw,123,8,5
RMU08B_raw,237,8,4
RMU09A_raw,47,8,3
RMU09B_raw,67,8,4
RMU11A_raw,357,8,1
RMU11B_raw,180,8,2
RMU12A_raw,347,8,0
RMU12B_raw,351,8,1
RMP011_raw,84,38,4
RMP012_raw,86,38,5
RMP021_raw,133,38,1
RMP022_raw,139,38,3
RMP031_raw,112,38,5
RMP032_raw,137,38,2
RMP042_raw,94,38,7
RMP051_raw,74,38,7
RMP052_raw,72,38,5
RMP061_raw,74,38,4
RMP062_raw,38,38,5
RMP071_raw,149,38,4
RMP072_raw,111,38,5
RMP081_raw,81,38,4
RMP091_raw,94,38,1
RMP092_raw,94,38,0
RMP101_raw,70,38,6
RMP102_raw,84,38,6
RMP111_raw,84,38,1
RMP112_raw,131,38,4
RMP131_raw,100,38,6
RMP132_raw,98,38,5
RMP141_raw,116,38,5
RMP142_raw,129,38,2
RMP151_raw,130,38,3
RMP152_raw,144,38,3
