age_CE,435021_raw,435022_raw,435041_raw,435043_raw,435051_raw,435052_raw,435061_raw,435062_raw,435081_raw,435082_raw,435111_raw,435112_raw,435121_raw,435122_raw,435011_raw,435012_raw,435031_raw,435032_raw,435021_raw_outlier_flag,435022_raw_outlier_flag,435041_raw_outlier_flag,435043_raw_outlier_flag,435051_raw_outlier_flag,435052_raw_outlier_flag,435061_raw_outlier_flag,435062_raw_outlier_flag,435081_raw_outlier_flag,435082_raw_outlier_flag,435111_raw_outlier_flag,435112_raw_outlier_flag,435121_raw_outlier_flag,435122_raw_outlier_flag,435011_raw_outlier_flag,435012_raw_outlier_flag,435031_raw_outlier_flag,435032_raw_outlier_flag
1587,1.51,NA,2.35,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1.7,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
1588,1.57,NA,2.17,NA,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,1.28,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
1589,1.29,NA,2.16,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,1.34,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1590,1.46,NA,1.36,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,0.84,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1591,1.85,NA,2.04,NA,NA,NA,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,1.48,FALSE,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1592,3.25,NA,1.88,NA,NA,NA,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,1.33,TRUE,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1593,3.32,NA,3.54,NA,NA,NA,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49,1.92,TRUE,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
1594,1.52,NA,2.91,NA,NA,NA,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,1.82,FALSE,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
1595,3.08,NA,2.65,NA,1.43,NA,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,1.56,TRUE,NA,FALSE,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
1596,2.58,NA,3.33,NA,1.37,NA,3.4,NA,2.1,NA,NA,NA,NA,NA,NA,NA,2.66,2.06,TRUE,NA,TRUE,NA,FALSE,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
1597,2.04,0.69,1.76,NA,1.85,NA,2.27,NA,2.42,NA,NA,NA,NA,NA,NA,NA,1.4,0.91,FALSE,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1598,2.34,0.92,3.57,NA,1.64,NA,2.88,1.51,2.57,NA,NA,NA,NA,NA,NA,NA,2.56,1.86,TRUE,FALSE,TRUE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE
1599,1.32,0.49,2.07,NA,1.52,NA,1.66,0.93,2.18,NA,NA,NA,NA,NA,1.82,NA,2.12,1.54,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE
1600,1.32,0.53,0.72,NA,0.91,NA,1.4,0.76,2.63,NA,NA,NA,NA,NA,1.27,NA,0.78,0.31,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1601,1.12,0.53,1.16,NA,0.44,NA,1.34,0.74,1.83,NA,NA,NA,NA,NA,1.06,NA,1.2,0.65,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1602,2.02,0.62,2.17,NA,0.6,NA,1.85,1.42,2.68,NA,NA,NA,NA,NA,1.36,NA,2.2,1.29,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE
1603,2,1.06,1.8,NA,1.08,1.83,2.27,1.69,2.45,NA,NA,NA,NA,NA,1.15,NA,1.79,1.48,FALSE,FALSE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1604,2.43,1.32,3.05,NA,2.51,3.34,2.97,2.24,3.17,NA,NA,NA,NA,NA,1.48,NA,2.32,1.62,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE
1605,2.97,1.11,3.42,NA,3.56,3.48,2.96,2.46,4.06,NA,NA,NA,NA,NA,1.95,NA,2.49,2.09,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE
1606,1.84,1.07,1.55,NA,2.59,2.31,2.27,1.21,2.71,NA,NA,NA,NA,NA,1.36,NA,1.98,1.28,FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1607,2.16,1.25,2.53,NA,2.64,2.28,1.87,1.14,4,NA,NA,NA,NA,NA,1.26,NA,2.03,1.63,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,TRUE
1608,1.69,1.17,2.24,1.72,2.36,2.14,1.78,1.25,3.25,NA,NA,NA,NA,NA,0.87,NA,1.7,1.5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1609,0.7,0.81,2.76,2.22,2.65,2.06,1.63,1.72,2.7,NA,NA,NA,NA,NA,0.62,NA,1.76,1.56,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1610,1.03,0.83,2.5,1.93,2.7,2.5,1.72,2.02,3.16,NA,NA,NA,NA,NA,0.77,1.19,1.74,1.62,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE
1611,0.83,0.83,1.17,0.9,1.83,1.23,1.19,1.05,2.14,2.56,NA,NA,NA,NA,0.36,0.75,1.06,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1612,0.82,0.79,1.13,0.75,1.48,1.18,1.17,0.76,2,2.19,NA,NA,NA,NA,0.51,0.81,0.75,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1613,0.95,0.72,0.29,0.27,0.66,0.57,0.59,0.44,1.76,1.97,NA,NA,NA,NA,0.52,0.84,0.27,0.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1614,1.74,1.15,2.18,1.9,2.08,2.28,0.99,0.96,3.56,3.82,NA,NA,NA,NA,1.07,1.89,0.87,0.79,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
1615,1.51,1.34,1.56,1.4,1.95,1.1,1.09,1.25,2.11,2.45,NA,NA,NA,NA,1.09,2.1,1.05,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
1616,1.61,1.58,1.61,1.38,1.14,1.21,1.3,1.17,2.05,2.84,NA,NA,NA,NA,1.46,2.06,1.33,0.82,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
1617,1.76,1.24,1.87,1.68,2.18,1.47,1.2,1.64,2.89,2.64,NA,NA,NA,NA,1.5,2.34,1.15,1.11,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
1618,2.24,1.4,1.62,1.6,2.72,1.42,1.43,1.6,2.64,2.42,NA,NA,NA,NA,1.75,2.67,1.31,1.16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
1619,1.38,1.27,1.2,1.09,1.26,1.36,1.16,1.2,1.66,2.03,NA,NA,NA,NA,1.01,2.21,1.12,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
1620,1.72,1.57,1.6,1.33,1.71,1.36,1.37,1.35,2.09,2.32,NA,NA,NA,NA,1.58,2.36,1.33,1.08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
1621,1.8,1.38,1.88,1.81,2.72,1.49,1.58,1.45,2.86,3.05,NA,NA,NA,NA,1.93,2.47,1.18,0.98,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
1622,1.2,1.01,0.85,0.68,1.01,1.02,0.85,0.97,1.58,1.6,NA,NA,NA,NA,1.3,1.49,0.75,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1623,0.52,0.51,0.5,0.47,0.75,0.7,0.74,0.6,0.96,0.98,NA,NA,NA,NA,0.93,1.14,0.46,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1624,1.08,0.73,0.37,0.39,1.01,0.92,0.73,0.59,1.62,1.7,NA,NA,NA,NA,1.07,1.04,0.44,0.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1625,1.57,1.4,1,0.87,1.14,0.95,1.55,1.32,2.27,2.22,NA,NA,NA,NA,1.45,1.84,0.72,0.62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1626,1.39,1.16,0.4,0.43,0.68,0.57,0.62,0.98,1.8,1.91,3.19,NA,NA,NA,1.26,1.61,0.32,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1627,1.4,0.96,0.45,0.79,0.82,1.2,0.92,0.78,1.49,1.78,3.49,NA,NA,NA,1.33,1.47,0.57,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1628,0.82,1.34,0.51,0.89,1.31,0.99,1.43,1.03,1.83,1.58,1.56,NA,NA,NA,0.89,1.27,0.48,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1629,0.9,1.13,0.42,0.97,0.97,0.7,1.19,1.21,2.56,1.74,2.17,NA,NA,NA,1.09,1.39,0.47,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1630,0.91,0.94,0.48,1.04,0.6,0.73,1,0.87,2.25,1.43,3.71,NA,NA,NA,0.82,1.19,0.43,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1631,0.95,1.05,0.4,0.81,0.43,0.49,0.65,0.73,1.76,1.19,2.97,NA,NA,NA,0.87,1.49,0.58,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1632,0.61,0.76,0,0.18,0.3,0.22,0.37,0.51,1.17,1,2.24,NA,NA,NA,0.81,0.85,0,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1633,0.99,1.12,0.2,0.36,0.45,0.45,0.7,0.59,2.37,1.49,1.86,NA,NA,NA,1.09,0.94,0.41,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1634,1.18,0.9,0.79,0.89,0.51,0.74,0.47,0.54,2.81,1.75,3.15,NA,NA,NA,1.31,1.41,0.54,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1635,1.07,0.91,0.99,1.12,0.73,0.48,0.63,0.58,2.29,1.38,3.93,NA,NA,NA,1.6,1.43,0.54,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1636,0.97,1.16,0.83,1.05,0.9,0.66,0.89,1,2.55,1.63,3.8,NA,NA,NA,1.33,1.29,0.71,0.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1637,1.1,0.82,0.18,0.28,0.39,0.23,0.56,0.44,2.24,1.36,2.64,NA,NA,NA,1.28,1.18,0.38,0.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
1638,1.1,1.14,0.53,0.69,0.53,0.69,0.99,0.84,2.55,1.74,3.51,NA,2.18,NA,1.25,1.49,0.56,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1639,1,1.07,0.52,0.58,0.5,0.56,0.76,0.76,1.94,1.22,2.15,NA,1.41,NA,1.39,1.16,0.57,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1640,1.01,1.14,0.59,0.78,0.81,0.71,0.81,0.79,2.63,1.22,2.57,NA,1.6,NA,1.5,1.46,0.71,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1641,0.85,0.99,0.46,0.58,0.76,0.51,0.7,0.83,2.04,1.14,2.17,NA,1.49,NA,1.17,1.15,0.64,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1642,0.82,0.77,0.64,0.7,0.88,0.52,0.91,0.94,2.06,1.29,3.44,NA,2.41,NA,1.26,1.32,0.74,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,FALSE,FALSE,FALSE
1643,0.37,0.26,0.05,0.05,0.3,0.09,0.51,0.42,0.83,0.63,1.48,NA,1.44,NA,0.73,0.72,0.29,0.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1644,0.82,0.75,0.53,0.61,0.7,0.48,0.9,0.78,1.16,0.99,2.46,NA,1.39,NA,0.84,0.9,0.65,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1645,0.93,0.78,0.42,0.68,0.62,0.62,0.62,0.6,1.89,1.82,2.49,NA,1.25,NA,0.92,0.74,0.56,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1646,0.86,0.77,0.22,0.42,0.76,0.97,0.81,0.75,2.28,1.72,3.11,NA,2.2,NA,1.22,0.91,0.61,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1647,0.96,0.69,0.52,0.68,0.54,0.6,0.65,0.77,1.88,1.41,3.09,NA,1.61,NA,1.45,1.16,0.48,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1648,0.45,0.55,0.08,0.12,0.21,0.21,0.27,0.25,1.16,0.83,1.56,NA,1.33,1.72,0.82,0.59,0.08,0.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1649,0.88,0.76,0.87,0.92,0.76,0.99,0.91,0.72,2.15,1.49,3.62,NA,2.02,2.54,1.53,1.13,0.71,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1650,0.86,0.79,0.42,0.51,0.64,0.6,1.08,0.89,1.57,1.5,2.19,NA,2.19,2.28,1.25,0.9,0.48,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1651,0.72,0.85,0.92,0.91,0.87,0.79,1.08,0.78,1.48,1.13,2.83,NA,2.86,2.98,1.52,1.23,0.84,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1652,0.27,0.25,0.06,0.01,0.13,0.1,0.57,0.46,0.72,0.43,1.75,NA,1.37,1.6,0.42,0.43,0.35,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1653,0.46,0.48,0.23,0.2,0.35,0.37,0.71,0.48,1.04,0.6,2.7,NA,1.37,1.56,0.95,0.72,0.38,0.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1654,0.16,0.18,0.05,0.05,0.05,0.12,0.36,0.32,0.49,0.33,0.91,NA,1.33,1.5,0.61,0.53,0.09,0.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1655,0.62,0.65,0.9,0.53,0.56,0.65,0.93,0.84,1.21,1.22,2.04,NA,2.17,2.41,0.79,1.26,0.72,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1656,0.87,0.79,0.69,0.44,0.71,0.87,0.92,1.02,1.62,1.28,2.4,NA,1.68,2.36,1.37,1.07,0.57,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1657,0.77,0.8,0.6,0.67,0.88,1.12,0.91,1.06,1.58,1.02,3.33,NA,1.75,2.69,1.28,1.54,0.66,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1658,0.39,0.61,0.51,0.48,0.83,0.8,0.66,0.73,1.34,0.96,2.65,NA,1.37,1.49,1.04,1.17,0.61,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1659,0.48,0.71,0.66,0.59,0.81,0.88,1.1,0.8,1.53,0.94,2.9,NA,1.28,1.36,1.5,1.25,0.87,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1660,0.48,0.74,0.99,0.8,0.59,0.74,1.16,1.08,1.52,1.03,2.46,NA,1.41,1.35,0.84,0.79,0.71,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
