tree,n_missing_total,n_missing_1980_on,n_outliers_total
734011_raw,83,41,5
734012_raw,83,41,5
734021_raw,83,41,2
734022_raw,101,41,1
734031_raw,280,41,4
734032_raw,284,41,1
734041_raw,270,41,3
734042_raw,263,41,2
734051_raw,85,41,4
734052_raw,254,41,2
734061_raw,111,41,13
734062_raw,119,41,4
734071_raw,210,41,0
734072_raw,137,41,3
734081_raw,41,41,20
734082_raw,84,41,1
734091_raw,127,41,7
734092_raw,76,41,0
734121_raw,168,41,1
734122_raw,161,41,4
734161_raw,157,45,4
734162_raw,142,41,8
734171_raw,306,41,0
734172_raw,296,41,4
