tree,n_missing_total,n_missing_1980_on,n_outliers_total
21-301A_raw,74,4,1
21-0360B_raw,98,4,0
26-0385A_raw,118,4,2
23-0517B_raw,193,4,0
25-0503A_raw,156,4,0
33-0393_raw,117,6,2
29-0967A_raw,121,45,1
24-0299A_raw,86,4,0
27-0585B_raw,182,4,1
28-1330A_raw,88,4,0
24-0245A_raw,4,4,1
26-0400B_raw,122,4,0
28-1330B_raw,90,4,2
26-0400A_raw,120,4,1
28-1351B_raw,128,45,4
22-0219A_raw,77,4,1
25-0503B_raw,126,4,2
24-0245B_raw,109,4,2
29-0815A_raw,121,4,1
22-0293A_raw,178,45,0
22-0219B_raw,137,4,3
21-0301B_raw,77,4,2
26-0385B_raw,137,4,0
29-0967B_raw,157,45,3
29-0814A_raw,120,4,0
29-0794A_raw,119,4,1
...28,258,45,0
