tree,n_missing_total,n_missing_1980_on,n_outliers_total
031011_raw,154,43,10
031012_raw,215,43,2
031021_raw,237,43,7
031022_raw,229,43,10
031031_raw,244,43,2
031032_raw,242,43,3
031041_raw,254,43,1
031042_raw,236,43,1
031061_raw,348,43,0
031062_raw,349,44,0
031071_raw,173,43,5
031072_raw,171,43,4
031081_raw,171,44,8
031082_raw,180,43,8
031121_raw,165,43,5
031122_raw,194,43,9
031131_raw,255,44,0
031132_raw,244,44,2
031161_raw,52,44,10
031162_raw,44,44,13
031171_raw,153,44,4
031172_raw,133,44,1
031181_raw,328,44,2
031182_raw,284,45,0
