tree,n_missing_total,n_missing_1980_on,n_outliers_total
nmm071_raw,451,45,2
nmm072_raw,415,45,2
nmm112_raw,377,22,3
nmm051_raw,377,22,0
nmm052_raw,432,45,1
nmm041_raw,336,45,0
nmm042_raw,358,22,4
nmm091_raw,340,22,2
nmm092_raw,367,22,3
nmm081_raw,358,36,4
nmm082_raw,317,45,4
nmm062_raw,273,22,0
nmm162_raw,274,22,0
nmm191_raw,296,22,1
nmm192_raw,373,22,0
nmm121_raw,333,22,5
nmm122_raw,304,22,3
nmm022_raw,265,22,0
nmm031_raw,313,22,4
nmm032_raw,306,22,5
nmm061_raw,322,22,0
nmm161_raw,333,45,0
nmm151_raw,383,45,2
nmm181_raw,509,45,0
nmm182_raw,246,22,0
nmm101_raw,234,22,9
nmm141_raw,87,22,0
nmm131_raw,248,45,0
nmm132_raw,194,45,4
nmm142_raw,22,22,4
nmm171_raw,259,24,4
nmm172_raw,322,29,1
nmm152_raw,292,22,3
nmm111_raw,492,45,2
nmm102_raw,530,45,0
nmm011_raw,156,22,6
dsp011_raw,193,22,1
dsp012_raw,416,45,6
