Series,Site,Tree,Year,RW,dch_mm,Tree.Size,Basal.Area,next.Basal.Area,BAI,x,y,bio01,bio12,bio01.norm,bio12.norm,p.jj_tmax,p.as_tmax,p.on_tmax,djf_tmax,ma_tmax,mj_tmax,ja_tmax,so_tmax,p.jj_ppt,p.as_ppt,p.on_ppt,djf_ppt,ma_ppt,mj_ppt,ja_ppt,so_ppt
a3r1_10,a3r1,10,1914,0.67,609,402.78,127416.5015,128265.7102,849.2086226,-120.80971,47.81861,7.034167041,924.4490514,6.97524894,1071.365436,24.30815029,25.0092001,8.487299919,1.036899994,11.6480999,20.17260075,28.45460033,16.19414949,40.32700026,36.52800226,223.393013,419.9790306,104.3390045,42.51100159,5.764000416,153.4780121
a3r1_10,a3r1,10,1915,0.51,609,404.12,128265.7102,128914.0133,648.3031441,-120.80971,47.81861,7.290000503,1059.256051,6.97524894,1071.365436,24.92190075,23.80764961,8.942199707,-0.670733333,12.88170004,19.23789978,28.56270027,17.60609961,38.0950017,68.19800568,276.1710129,217.3770065,93.94700241,64.79200459,33.72700268,150.9350071
a3r1_10,a3r1,10,1916,0.69,609,405.14,128914.0133,129793.7306,879.7172572,-120.80971,47.81861,5.209917078,1018.242037,6.97524894,1071.365436,24.11760044,26.12609959,8.142999887,-2.582499981,9.395399809,18.42264986,25.79224968,18.6104002,41.26000309,14.58200032,388.0150146,709.9330292,208.7890072,55.60200119,33.12600183,57.18400383
a3r1_10,a3r1,10,1917,0.46,609,406.52,129793.7306,130381.8706,588.140074,-120.80971,47.81861,6.755000373,1247.300057,6.97524894,1071.365436,22.61619949,24.9222002,9.15719986,-1.038733328,6.471049905,18.61824989,29.14675045,20.14365005,63.9600029,14.39600039,197.6020088,358.8800201,210.7630157,44.59800339,7.594000399,40.75900078
a3r1_10,a3r1,10,1918,0.37,609,407.44,130381.8706,130855.9046,474.033973,-120.80971,47.81861,7.719167084,1148.73104,6.97524894,1071.365436,24.62510014,26.35525036,12.17630005,2.121900002,11.53284979,21.70265007,26.45005035,20.4208498,34.2920022,21.15200049,115.5000057,996.1740265,77.41400528,38.06000042,64.00300217,185.9200015
a3r1_10,a3r1,10,1919,0.93,609,408.18,130855.9046,132051.1936,1195.288983,-120.80971,47.81861,6.346667035,1121.070028,6.97524894,1071.365436,26.83860016,25.65549946,10.12710023,1.209899982,11.11559987,19.76420021,28.54940033,16.98140001,44.50900173,33.02500105,294.7380066,797.338028,144.1170044,50.01300049,13.5510006,86.67300415
a3r1_10,a3r1,10,1920,0.88,609,410.04,132051.1936,133187.2236,1136.030063,-120.80971,47.81861,7.023333649,1191.711035,6.97524894,1071.365436,25.44165039,24.57229996,8.189350247,0.705266734,9.856400013,19.55344963,28.86490059,15.9364996,14.68900013,49.39400196,216.9330101,402.7290096,144.6570091,44.40000153,75.36800003,221.6290054
a3r1_10,a3r1,10,1921,0.97,609,411.8,133187.2236,134445.0762,1257.852544,-120.80971,47.81861,6.606666933,1331.157049,6.97524894,1071.365436,25.45590019,24.33870029,8.337549686,1.316366673,9.389199972,20.45190048,27.11894989,16.85160017,62.66900063,123.8590012,280.7000122,729.4580231,154.5610046,54.25300217,5.878000259,165.0980072
a3r1_10,a3r1,10,1922,0.72,609,413.74,134445.0762,135382.5626,937.4864337,-120.80971,47.81861,5.875833536,727.9690387,6.97524894,1071.365436,24.67755032,22.86730003,9.820799828,-2.070333401,8.45544982,22.01329994,28.36880016,19.74419975,20.61900091,70.18300295,367.0740128,404.4320145,111.1320095,18.91100001,19.02500153,107.909008
a3r1_10,a3r1,10,1923,0.63,609,415.18,135382.5626,136205.5352,822.972554,-120.80971,47.81861,7.18166701,1187.23405,6.97524894,1071.365436,27.82649994,25.6427002,8.943799973,-0.979933302,11.14030004,19.3281002,28.03765011,18.9307003,0.345000029,50.40300369,146.2720108,662.732029,120.3230019,56.62500191,60.94500542,100.5560026
a3r1_10,a3r1,10,1924,0.66,609,416.44,136205.5352,137070.3717,864.8364752,-120.80971,47.81861,6.834167001,966.9840252,6.97524894,1071.365436,24.53155041,26.06430054,9.983999968,1.39806662,11.2986002,22.84530067,27.42430019,17.91765022,46.16200256,51.99000454,224.6240082,674.5190125,38.35000038,14.77300048,12.71700048,135.1200066
a3r1_10,a3r1,10,1925,0.85,609,417.76,137070.3717,138188.2084,1117.836786,-120.80971,47.81861,8.187417132,1008.024032,6.97524894,1071.365436,25.48095036,24.7524004,8.048650026,1.210333347,12.38775015,22.23945045,28.59025002,18.64455032,15.07600069,36.60900116,298.7540131,691.6770172,69.53300095,53.42800331,3.012000084,91.29000282
a3r1_10,a3r1,10,1926,0.6,609,419.46,138188.2084,138980.0029,791.794446,-120.80971,47.81861,7.914166977,870.3640307,6.97524894,1071.365436,27.08240032,24.33895016,9.798549891,2.931233247,15.24505043,21.24939919,28.2414999,16.30784941,17.02800012,18.3160007,179.8010101,464.2900162,54.59100342,29.99100065,22.80100095,182.8200073
a3r1_10,a3r1,10,1927,0.78,609,420.66,138980.0029,140012.7173,1032.71439,-120.80971,47.81861,6.217500349,1142.178035,6.97524894,1071.365436,27.3583498,22.72629929,10.03449988,0.540066659,9.575799942,19.25349951,27.86775017,16.27510023,3.725000262,87.83200645,257.9220047,520.8040161,97.66000175,58.00900078,36.96700239,169.3300095
a3r1_10,a3r1,10,1928,0.71,609,422.22,140012.7173,140956.0757,943.3583845,-120.80971,47.81861,7.224167029,772.6140251,6.97524894,1071.365436,25.48069954,23.63090038,8.686700106,0.28429993,10.34835005,21.89894962,27.99059963,18.29314995,16.68900061,91.9750061,364.3940125,355.7150059,183.4880066,45.0340023,26.33700085,115.3600016
a3r1_10,a3r1,10,1929,0.61,609,423.64,140956.0757,141769.0963,813.0206168,-120.80971,47.81861,6.436666886,623.3640295,6.97524894,1071.365436,25.29354954,24.97049999,9.185400009,-2.179833382,10.31259966,19.41640091,28.21259975,18.92194939,50.6760025,20.89400101,190.2700043,291.1810188,123.3480034,79.01600647,0.75000006,34.37500238
a3r1_10,a3r1,10,1930,0.61,609,424.86,141769.0963,142584.4549,815.3585901,-120.80971,47.81861,6.557500362,719.6100258,6.97524894,1071.365436,24.06965065,25.29054928,11.78184962,-0.272300005,12.81185007,18.87984943,28.07565022,17.03750038,39.48000336,8.493000567,41.98900223,503.9340134,109.3700008,52.46900368,5.880000472,94.79900646
a3r1_10,a3r1,10,1931,0.5,609,426.08,142584.4549,143254.5252,670.0702971,-120.80971,47.81861,7.083333651,1001.496033,6.97524894,1071.365436,24.67894936,24.86825085,7.934399962,0.556200008,10.58470011,20.68335056,28.24720001,16.64125013,32.3090018,18.89500093,180.7090073,343.4260139,170.2160034,86.85500336,1.244000077,106.3350029
a3r1_10,a3r1,10,1932,0.74,609,427.08,143254.5252,144249.1119,994.5867651,-120.80971,47.81861,6.652416895,1430.903057,6.97524894,1071.365436,24.52894974,23.87915039,8.203700185,-0.567633351,9.517400026,20.27165031,24.51580048,18.28189993,60.64200294,34.2280004,250.8300095,601.3970184,246.3530045,15.61400104,19.00600147,131.8960075
a3r1_10,a3r1,10,1933,0.76,609,428.56,144249.1119,145274.1608,1025.048904,-120.80971,47.81861,6.803333645,1680.599104,6.97524894,1071.365436,23.57550049,23.92815018,10.06755018,-0.418666661,10.55730009,18.07334995,27.98900032,17.10015059,16.91600108,27.74900055,432.3940201,603.3390274,103.2400084,72.85400581,30.10900211,278.8320084
a3r1_10,a3r1,10,1934,1.38,609,430.08,145274.1608,147144.7116,1870.550762,-120.80971,47.81861,8.75416702,1272.638043,6.97524894,1071.365436,24.78730011,23.26370049,11.47145033,3.570499897,15.33669996,21.93639946,27.75214958,17.40259981,33.28200245,107.1660023,326.5320129,1059.821068,143.8400097,37.99700069,7.41800046,249.3290081
a3r1_10,a3r1,10,1935,0.89,609,432.84,147144.7116,148357.4282,1212.716654,-120.80971,47.81861,6.570000167,718.8520222,6.97524894,1071.365436,25.21414948,24.60289955,10.24994993,0.717733329,8.487000227,19.45424938,25.34934998,18.4699502,18.96900082,27.80400205,442.1160126,593.123024,123.1720018,29.55600071,25.03600121,57.29300117
a3r1_10,a3r1,10,1936,1.11,609,434.62,148357.4282,149876.8919,1519.463645,-120.80971,47.81861,6.811666836,1099.452051,6.97524894,1071.365436,23.1385994,24.30320072,8.314849854,-1.855800072,10.02915025,21.14830017,27.45849991,19.86505032,29.3010006,33.99000168,90.64500427,556.5830231,153.0140038,119.1040039,13.71700048,44.23000336
a3r1_10,a3r1,10,1937,1.15,609,436.84,149876.8919,151459.276,1582.384091,-120.80971,47.81861,6.210750252,1337.433061,6.97524894,1071.365436,24.52245045,24.89144993,11.63555026,-1.977566719,9.638400078,20.20065022,26.06115055,19.64799976,82.8070035,30.75100231,43.14600182,596.385025,174.492012,139.2830086,21.73300076,96.53900719
a3r1_10,a3r1,10,1938,0.95,609,439.14,151459.276,152772.7303,1313.454335,-120.80971,47.81861,7.219166954,884.8250353,6.97524894,1071.365436,24.79874992,23.78690052,10.66639972,-0.32676667,10.59499979,20.91504955,28.34359932,20.44960022,132.3260088,40.41200256,354.1510162,563.9240265,129.4780064,22.6060009,13.06900048,83.98500061
a3r1_10,a3r1,10,1939,0.72,609,441.04,152772.7303,153771.9679,999.2375789,-120.80971,47.81861,7.800833717,948.4690503,6.97524894,1071.365436,27.33144951,26.55595016,8.74944973,1.383033315,11.94405031,19.74879932,28.58495045,18.83045006,22.37700081,14.14400029,245.541008,537.8020248,67.01300144,47.41000128,6.330000281,95.17900658
a3r1_10,a3r1,10,1940,1.05,609,442.48,153771.9679,155235.028,1463.060119,-120.80971,47.81861,7.711666952,955.554023,6.97524894,1071.365436,23.9531498,26.45120049,10.79305005,2.093933274,12.00174999,22.47940063,27.60359955,19.0092001,8.846000552,23.03100014,197.6260147,569.9520187,158.5860062,35.83800101,14.22100019,185.4370079
a3r1_10,a3r1,10,1941,1.14,609,444.58,155235.028,156831.3366,1596.308572,-120.80971,47.81861,7.711666986,950.6130371,6.97524894,1071.365436,25.96329975,26.17490005,7.958199978,1.595033399,14.54249954,19.44519997,28.37594986,15.73504972,15.42800021,43.78400087,297.8890076,307.2550125,74.18300247,83.27400398,50.11100197,160.9570084
a3r1_10,a3r1,10,1942,1.51,609,446.86,156831.3366,158958.3164,2126.979806,-120.80971,47.81861,7.06000038,954.568048,6.97524894,1071.365436,25.69050026,22.39584923,10.27244997,0.692800005,11.75625038,18.32870007,29.26520061,21.02600002,32.9980011,109.7530022,257.2830124,389.0890121,93.53800201,85.34200668,26.04800129,96.51400805
a3r1_10,a3r1,10,1943,1.9,609,449.88,158958.3164,161655.003,2696.686585,-120.80971,47.81861,6.500000258,873.6520345,6.97524894,1071.365436,24.46175003,27.71385002,9.658100247,0.801866611,10.66749978,17.94684982,26.69260025,20.37944984,52.88000298,12.15000105,348.9600143,529.5520248,188.2020073,60.20500374,6.565000057,94.05500817
a3r1_10,a3r1,10,1944,2.58,609,453.68,161655.003,165353.1313,3698.128305,-120.80971,47.81861,7.005000447,741.7660358,6.97524894,1071.365436,24.02775002,25.9602499,10.29655004,1.5258,10.73099995,20.79920006,27.44460011,21.65110016,32.650002,7.311000109,186.405014,363.7360153,106.7470055,72.37500572,11.93800044,111.8800049
a3r1_10,a3r1,10,1945,2,609,458.84,165353.1313,168248.6744,2895.543117,-120.80971,47.81861,7.010000353,1230.429038,6.97524894,1071.365436,25.46550083,25.73624992,11.34189987,1.337799986,9.480600119,21.12045002,28.59799957,19.40310001,51.9210043,76.83500457,192.5310059,449.9760056,154.7270088,52.23200417,7.251000404,151.2140045
a3r1_10,a3r1,10,1946,1.94,609,462.84,168248.6744,171081.3643,2832.689901,-120.80971,47.81861,6.696667055,1273.799057,6.97524894,1071.365436,25.69029999,24.83990002,10.42674959,1.569266756,11.26244974,20.41724968,27.58705044,16.73239994,6.217000484,63.94300222,327.7310181,635.7870178,137.3670082,68.56700134,16.75700045,156.1460114
a3r1_10,a3r1,10,1947,1.42,609,466.72,171081.3643,173169.7657,2088.401362,-120.80971,47.81861,7.276666959,1174.669074,6.97524894,1071.365436,23.71290016,24.78555012,7.73690021,1.166066671,13.42859983,21.20120049,25.94900036,17.27150059,56.51600122,45.48400307,367.0320129,697.8520355,100.8580055,53.06900358,30.43900251,252.3830185
a3r1_10,a3r1,10,1948,1.15,609,469.56,173169.7657,174870.3616,1700.59594,-120.80971,47.81861,5.528333558,1356.928049,6.97524894,1071.365436,23.41289997,24.16945076,8.412600279,0.428733317,8.127300262,19.5074501,24.68394947,17.59275007,71.59400558,31.19600248,362.8740234,541.9900208,130.5570068,200.1740036,52.80700111,102.6440048
a3r1_10,a3r1,10,1949,1.24,609,471.86,174870.3616,176713.3581,1842.996481,-120.80971,47.81861,6.017500162,1140.852045,6.97524894,1071.365436,24.69884968,23.12045002,8.650849819,-3.374899924,10.58959985,20.60175037,25.81414986,17.83920002,80.35800362,80.35100174,339.5660133,593.1190453,80.68000031,28.17800045,14.53800058,127.7130051
a3r1_10,a3r1,10,1950,0.93,609,474.34,176713.3581,178101.9455,1388.587409,-120.80971,47.81861,5.527500243,1467.804075,6.97524894,1071.365436,23.32380009,24.57139969,10.5467,-2.81390007,7.358199835,18.64830017,27.91020012,18.13749981,17.27900076,54.70400429,327.8920059,722.2280273,223.0540085,41.42300224,32.58000088,216.9070063
a3r1_10,a3r1,10,1951,0.91,609,476.2,178101.9455,179465.9311,1363.985597,-120.80971,47.81861,6.048333549,1391.946047,6.97524894,1071.365436,24.00605011,27.09150028,7.565199852,0.73453335,9.753600121,19.93480015,27.43410015,17.09599972,43.40400219,35.37700176,504.8290253,770.8810425,126.5180078,108.3160038,37.1590023,193.9120026
a3r1_10,a3r1,10,1952,0.82,609,478.02,179465.9311,180699.4737,1233.542586,-120.80971,47.81861,6.728333582,577.2380235,6.97524894,1071.365436,25.30869961,24.91184998,7.252400041,-1.218433301,10.44370008,19.21994972,27.38170052,22.15925026,35.14900208,67.02200317,323.1190033,425.1380157,62.30200195,60.33500099,9.740000486,25.00400066
a3r1_10,a3r1,10,1953,0.83,609,479.66,180699.4737,181952.3619,1252.888199,-120.80971,47.81861,7.220833528,1316.012045,6.97524894,1071.365436,23.81704998,25.9843502,11.6748004,2.250000079,9.703199863,17.08974934,26.22270012,19.09090042,48.94800138,16.04500031,34.4260006,725.3210144,89.76800537,77.90700531,23.25000191,83.0810051
a3r1_10,a3r1,10,1954,1.03,609,481.32,181952.3619,183513.1695,1560.807633,-120.80971,47.81861,5.923333666,1182.750052,6.97524894,1071.365436,22.33549976,24.32865047,10.65445018,0.892233292,8.202749968,18.07800007,24.76144981,16.38739967,34.2460022,58.52500343,202.9630051,802.3600311,86.5070076,52.27000332,42.56400108,116.3480053
a3r1_10,a3r1,10,1955,1.67,609,483.38,183513.1695,186057.9648,2544.795293,-120.80971,47.81861,4.946666916,1478.48105,6.97524894,1071.365436,22.10254955,22.16319942,9.9223001,0.190933327,5.737949848,17.74574995,25.4534502,17.20865011,61.76200294,55.15800285,307.3940201,430.8450165,233.8650055,35.6950016,24.65200043,254.1510162
a3r1_10,a3r1,10,1956,1.86,609,486.72,186057.9648,188912.9148,2854.94997,-120.80971,47.81861,6.106666955,1157.736039,6.97524894,1071.365436,22.72369957,24.76290035,5.968600154,-2.201299946,9.803499937,19.59834957,28.02709961,16.98414993,33.46100044,19.29100037,578.5550232,678.5650177,171.0140028,54.1230011,41.52300072,190.4620056
a3r1_10,a3r1,10,1957,1.64,609,490.44,188912.9148,191448.2152,2535.300457,-120.80971,47.81861,6.445833623,950.820045,6.97524894,1071.365436,24.11434937,24.71014977,7.293550253,-0.895266612,10.08889985,21.04704952,24.42920017,18.34180021,55.93200111,77.6780014,232.7750092,522.5000229,145.192009,55.58200073,19.41300058,93.65700626
a3r1_10,a3r1,10,1958,1.43,609,493.72,191448.2152,193672.6655,2224.450231,-120.80971,47.81861,8.141667197,1226.335051,6.97524894,1071.365436,23.51429939,24.46810055,8.946700096,2.183200002,9.650550127,23.8010006,30.16615009,17.91629982,26.14600039,25.37900066,173.3110123,554.3000183,141.6820068,41.07400322,18.52100039,155.510006
a3r1_10,a3r1,10,1959,1.2,609,496.58,193672.6655,195549.2519,1876.586389,-120.80971,47.81861,6.312500219,1293.244051,6.97524894,1071.365436,27.38635063,25.49279976,9.188299775,0.641099989,9.997650146,18.03544998,26.4041996,16.02485037,48.66100311,48.72900057,481.6620178,580.6840286,171.6220016,43.86200237,7.290000439,269.3630142
a3r1_10,a3r1,10,1960,1.31,609,498.98,195549.2519,197608.1885,2058.936679,-120.80971,47.81861,6.582500269,932.6940353,6.97524894,1071.365436,24.16044998,21.76340008,9.186900139,0.481099983,10.15540004,18.65274954,27.41934967,19.35014963,19.08300066,114.7870064,409.8960266,450.8830185,147.2610016,73.2450037,19.45600009,91.30200672
a3r1_10,a3r1,10,1961,1.09,609,501.6,197608.1885,199329.568,1721.37946,-120.80971,47.81861,7.196667167,1270.065065,6.97524894,1071.365436,26.15119934,23.60009956,10.31010008,1.275566717,9.881299973,21.22605038,29.77044964,16.57620001,14.2280004,31.52200031,339.0980072,605.8310318,134.5390091,79.14300156,36.14100075,145.6400032
a3r1_10,a3r1,10,1962,1.05,609,503.78,199329.568,200994.8367,1665.26873,-120.80971,47.81861,6.783333858,949.5550447,6.97524894,1071.365436,27.22060013,25.69985008,7.57434988,0.726233313,10.57749987,17.98205042,25.82299995,19.01540041,40.6230011,57.55800056,224.6770096,427.7080231,157.7570114,64.97600269,36.34200239,111.498003
a3r1_10,a3r1,10,1963,0.94,609,505.88,200994.8367,202491.5254,1496.688669,-120.80971,47.81861,7.086666966,841.3010321,6.97524894,1071.365436,24.09930038,24.6895504,9.541399956,1.836300055,9.76515007,19.69624996,25.7975502,20.2191,16.67700052,54.77100372,332.3290176,338.6960144,136.0230026,43.7120018,39.0720005,122.3190088
a3r1_10,a3r1,10,1964,0.82,609,507.76,202491.5254,203801.6814,1310.155977,-120.80971,47.81861,5.883333471,1229.461047,6.97524894,1071.365436,22.80565071,26.4144001,9.510599852,1.224933321,8.952299833,18.21500015,25.02630043,17.25960016,30.45800018,42.01300144,287.768013,618.8990173,128.3430061,42.83100128,32.25800228,100.5630035
a3r1_10,a3r1,10,1965,0.91,609,509.4,203801.6814,205260.5808,1458.899394,-120.80971,47.81861,7.188333631,915.5780354,6.97524894,1071.365436,23.34805012,22.05790043,8.538900018,0.136333346,11.3197999,19.57019997,27.08045006,18.55525017,40.34000111,57.12000275,240.3790054,649.8960342,87.18600273,44.30500317,49.43100262,55.78500175
a3r1_10,a3r1,10,1966,0.89,609,511.22,205260.5808,206692.4493,1431.868502,-120.80971,47.81861,7.238250315,989.2140365,6.97524894,1071.365436,25.21790028,23.51264954,11.03295016,0.241466681,10.96595001,19.87699986,26.21794987,19.11584997,27.03600121,54.59700203,165.3380089,510.9910126,93.89900684,52.75100327,34.02700281,93.81400108
a3r1_10,a3r1,10,1967,1.05,609,513,206692.4493,208388.1318,1695.682489,-120.80971,47.81861,7.824167001,1197.009051,6.97524894,1071.365436,22.55379963,25.81744957,9.990600109,2.637499928,8.566050053,20.90240002,29.89000034,19.78939962,62.07900429,15.04900026,236.7660065,621.2160187,142.9140091,50.13600349,0,266.4640055
a3r1_10,a3r1,10,1968,0.84,609,515.1,208388.1318,209749.6653,1361.533584,-120.80971,47.81861,6.705833626,1279.11807,6.97524894,1071.365436,26.40164948,29.07940006,9.325299978,1.635633297,10.8357501,19.98270035,26.44994926,17.09285021,30.68100166,7.834000587,367.5130081,649.6930389,100.8010063,52.43600273,66.87300396,132.8440094
a3r1_10,a3r1,10,1969,0.88,609,516.78,209749.6653,211180.789,1431.123631,-120.80971,47.81861,6.364166836,831.7230286,6.97524894,1071.365436,25.26620007,23.35519981,7.814100027,-3.462766608,9.678299904,22.93999958,26.57565022,17.11555004,30.99700069,98.85800552,301.1080246,680.710022,91.53400421,25.9100008,2.551000059,101.1030045
a3r1_10,a3r1,10,1970,0.88,609,518.54,211180.789,212616.7783,1435.989329,-120.80971,47.81861,6.564166952,995.8400638,6.97524894,1071.365436,25.96175003,23.91549969,9.500750065,0.412533303,8.694499969,21.96290016,28.24915028,16.59660006,11.11000031,59.96500182,98.89700699,478.757019,104.9440079,12.84600067,2.279000074,91.7270031
a3r1_10,a3r1,10,1971,0.92,609,520.3,212616.7783,214123.2423,1506.464049,-120.80971,47.81861,6.345000366,1172.949051,6.97524894,1071.365436,26.72070026,24.11680031,8.621450186,0.324166675,7.731700182,19.41429996,29.51714993,16.32064962,4.976000458,32.15200055,246.903019,682.6190491,163.1620026,36.76300049,7.367000341,117.1620064
a3r1_10,a3r1,10,1972,1.01,609,522.14,214123.2423,215783.2018,1659.959439,-120.80971,47.81861,6.199167083,1415.093082,6.97524894,1071.365436,23.82830048,25.26814938,8.445749998,-0.926633358,8.920399904,20.49464989,27.3906002,17.46414995,21.15400076,41.99200082,241.5210114,1008.084045,162.4060059,74.70500565,50.43400383,77.20200539
