tree,n_missing_total,n_missing_1980_on,n_outliers_total
A0001A_raw,228,35,3
A0001B_raw,213,45,5
A0003C_raw,346,25,1
A0005A_raw,128,25,7
A0006N_raw,211,45,1
A0006S_raw,167,26,2
A0006T_raw,183,25,2
A0008W_raw,259,42,1
A0008E_raw,199,42,1
A0008X_raw,335,45,0
A0009A_raw,207,26,5
A0009B_raw,226,27,6
A0010W_raw,315,26,2
A0010N_raw,299,25,3
A0011A_raw,195,37,4
A0011B_raw,179,45,8
A0013A_raw,353,45,3
A0013B_raw,247,45,2
A0013C_raw,165,44,6
A0014N_raw,283,25,0
A0014S_raw,264,25,1
A0015A_raw,304,25,0
A0016N_raw,174,44,6
A0016S_raw,312,42,4
A0017A_raw,288,25,1
A0019A_raw,280,40,0
A0019B_raw,320,45,2
A0021A_raw,137,25,4
A0021B_raw,122,26,3
A0022A_raw,103,40,12
A0022B_raw,76,25,3
A0023A_raw,335,25,4
A0023B_raw,304,25,0
A0024A_raw,307,31,0
A0024B_raw,338,36,1
A0025A_raw,230,38,2
A0025B_raw,81,37,1
A0026A_raw,172,25,0
A0026B_raw,175,25,2
A0029A_raw,226,42,6
A0029B_raw,305,36,3
A0030N_raw,265,45,0
A0030S_raw,183,25,1
AX002A_raw,253,45,3
AX003A_raw,205,45,3
AX003B_raw,237,45,2
AX004A_raw,212,45,4
AX004B_raw,141,45,4
AX005A_raw,307,45,3
AX005B_raw,327,45,2
L0001A_raw,316,38,3
L0007B_raw,324,26,2
L0008N_raw,351,25,2
L0008S_raw,342,25,1
L0009A_raw,388,25,5
L0009B_raw,296,25,0
L0010S_raw,371,25,1
L0010W_raw,352,25,1
L0012N_raw,171,25,4
L0012S_raw,386,33,2
L0013A_raw,272,25,1
L0013B_raw,267,25,4
L0014N_raw,248,25,1
L0015A_raw,350,25,3
L0017A_raw,257,45,0
L0017B_raw,262,45,3
L0019A_raw,311,25,3
L0019B_raw,334,45,3
L0020S_raw,297,25,1
L0021A_raw,295,25,0
L0022S_raw,243,30,2
L0022W_raw,233,31,1
L0023A_raw,253,45,3
L0025A_raw,218,25,0
L0026A_raw,301,45,2
...77,548,45,0
