tree,n_missing_total,n_missing_1980_on,n_outliers_total
CLK01A_raw,209,34,2
CLK01B_raw,194,34,1
CLK02A_raw,210,34,0
CLK02B_raw,230,34,1
CLK03A_raw,124,34,1
CLK03B_raw,119,34,2
CLK04A_raw,300,34,1
CLK04B_raw,289,34,1
CLK05A_raw,272,34,0
CLK05B_raw,270,45,0
CLK06A_raw,203,34,0
CLK06B_raw,204,34,2
CLK07A_raw,174,45,2
CLK07B_raw,174,45,5
CLK08A_raw,176,34,2
CLK08B_raw,188,34,1
CLK09A_raw,140,34,2
CLK09B_raw,123,34,3
CLK10A_raw,262,34,0
CLK10B_raw,255,34,0
CLK11A_raw,291,34,2
CLK11B_raw,245,34,0
CLK12A_raw,242,34,1
CLK12B_raw,272,45,0
