tree,n_missing_total,n_missing_1980_on,n_outliers_total
AGU01A_raw,1284,14,0
AGU01B_raw,1315,14,0
AGU02A_raw,1362,14,1
AGU02B_raw,1293,14,0
AGU03A_raw,1239,14,1
AGU03B_raw,1229,14,2
AGU04A_raw,1220,14,3
AGU04B_raw,1361,14,0
AGU13A_raw,1277,14,0
AGU14A_raw,1221,14,1
AGU14B_raw,1253,14,3
TRJ01C_raw,1024,45,8
TRJ01D_raw,829,45,7
TRJ02C_raw,395,45,8
TRJ10A_raw,848,45,7
TRJ12A_raw,858,45,12
TRJ12B_raw,790,28,6
TRJ12C_raw,1281,28,3
TRJ14B_raw,1297,28,1
TRJ16A_raw,926,45,3
TRJ16C_raw,703,45,8
TRJ16B_raw,455,45,12
TRJ19A_raw,891,28,6
TRJ20A_raw,1138,28,1
TRJ20B_raw,785,28,0
TRJ21A_raw,1044,45,12
TRJ21B_raw,1119,45,8
TRJ22A_raw,1430,45,1
TRJ23A_raw,674,45,18
TRJ24A_raw,1160,28,1
TRJ25A_raw,195,45,12
TRJ27A_raw,1150,45,3
TRJ28A_raw,914,28,12
TRJ28B_raw,667,28,6
TRJ29A_raw,497,45,9
TRJ30A_raw,824,45,7
TRJ33A_raw,924,45,1
TRJ34B_raw,1183,28,2
TRJ35C_raw,1217,28,0
TRJ38A_raw,1144,45,1
TRJ38B_raw,1071,45,2
TRJ01B_raw,1298,28,0
