tree,n_missing_total,n_missing_1980_on,n_outliers_total
MCD3A_raw,13,13,4
MCD3B_raw,32,14,11
MCD5A_raw,320,14,3
MCD6A_raw,145,14,7
MCD6B_raw,309,14,4
MCD6C_raw,294,14,0
MCD7A_raw,211,14,1
MCD7B_raw,192,14,9
MCD8A_raw,234,14,8
MCD8B_raw,261,14,7
MCD9A_raw,346,13,3
MCD9B_raw,356,13,2
MCD10_raw,345,14,3
MCD11B_raw,355,13,5
MCD12A_raw,217,13,8
MCD12B_raw,206,13,10
MCD26A_raw,165,14,3
MCD26B_raw,243,13,5
MCD26C_raw,286,13,4
MCD28A_raw,219,13,5
MCD28B_raw,211,13,1
MCD30A_raw,487,45,3
MCD31A_raw,194,13,10
MCD31B_raw,158,13,10
MCD32A_raw,259,13,8
MCD34A_raw,394,13,6
MCD34B_raw,325,13,7
MCD36A_raw,172,45,7
MCD36B_raw,191,45,6
MCD40A_raw,457,12,7
MCD40B_raw,483,12,4
MCD41A_raw,343,12,3
MCD41B_raw,347,12,1
MCD42A_raw,438,12,3
MCD42B_raw,457,12,3
MCD43A_raw,317,12,8
MCD43B_raw,289,12,4
MCD44A_raw,122,12,5
MCD44B_raw,108,12,15
MCD45A_raw,343,12,8
MCD45B_raw,362,12,5
MCD46C_raw,457,12,1
MCD47A_raw,468,12,4
MCD47B_raw,457,12,4
MCD48A_raw,453,12,1
MCD48B_raw,464,12,3
MCD49A_raw,243,22,15
MCD49B_raw,263,29,12
MCD51A_raw,363,16,1
MCD51B_raw,356,16,1
MCD52A_raw,323,12,2
MCD52B_raw,310,12,2
MCD53A_raw,302,45,9
MCD53B_raw,373,45,3
MCD70A_raw,365,12,3
MCD70B_raw,465,12,3
MCD74A_raw,230,12,13
MCD74B_raw,238,30,5
MCD76A_raw,275,12,7
MCD76B_raw,254,12,8
MCD78A_raw,383,12,1
MCD78B_raw,337,12,1
MCD80B_raw,444,12,2
MCD83A_raw,376,12,2
MCD83B_raw,393,12,3
MCD84A_raw,443,12,3
MCD84B_raw,366,12,7
MCD85A_raw,407,12,5
MCD85B_raw,361,12,4
MCD87A_raw,308,12,2
MCD87B_raw,337,12,6
MCD88A_raw,476,12,0
MCD88B_raw,494,12,0
MCD90A_raw,429,12,3
MCD91A_raw,331,12,2
MCD91B_raw,376,12,2
MCD92A_raw,353,12,5
MCD92B_raw,386,12,8
MCD94A_raw,329,12,2
MCD95A_raw,408,12,3
MCD96A_raw,303,12,7
MCD96B_raw,305,12,3
MCD97A_raw,363,12,3
MCD97B_raw,372,12,2
MCD99A_raw,311,12,6
MCD99B_raw,368,12,4
MCD99C_raw,329,12,8
