tree,n_missing_total,n_missing_1980_on,n_outliers_total
F0001E_raw,248,25,2
F0001W_raw,247,25,1
F0002N_raw,292,25,0
F0002E_raw,231,25,0
F0003N_raw,362,45,1
F0003E_raw,295,25,1
F0004E_raw,206,25,0
F0004W_raw,212,25,0
F0005N_raw,281,25,1
F0005W_raw,297,25,3
F0006N_raw,90,25,5
F0006W_raw,25,25,2
F0007N_raw,336,25,0
F0007W_raw,338,25,0
F0009E_raw,278,25,0
F0009W_raw,226,25,0
F0010S_raw,274,25,3
F0010E_raw,274,25,3
F0012N_raw,255,35,1
F0012E_raw,274,35,0
F0015N_raw,276,30,2
F0015E_raw,298,36,1
F0016S_raw,289,25,0
F0016E_raw,327,25,1
F0020E_raw,183,25,2
F0020W_raw,165,25,3
F0021E_raw,301,25,1
F0022E_raw,278,25,2
F0022W_raw,272,25,1
F0023W_raw,242,25,1
F0026N_raw,306,25,1
F0027W_raw,295,25,0
F0029N_raw,322,25,2
...35,536,45,0
