tree,n_missing_total,n_missing_1980_on,n_outliers_total
UTA1101A_raw,38,7,2
UTA1101C_raw,48,7,0
UTA1102A_raw,31,7,0
UTA1102C_raw,18,7,0
UTA1103B_raw,53,7,0
UTA1103C_raw,52,7,0
UTA1104A_raw,16,7,1
UTA1104C_raw,22,7,2
UTA1105B_raw,18,7,1
UTA1105C_raw,19,7,2
UTA1106A_raw,24,7,2
UTA1106B_raw,22,7,3
UTA1107A_raw,56,7,0
UTA1107B_raw,56,7,0
UTA1108A_raw,37,7,1
UTA1108B_raw,37,7,0
UTA1109A_raw,21,7,1
UTA1109B_raw,16,7,1
UTA1110A_raw,16,7,0
UTA1110B_raw,12,7,2
UTA1111A_raw,26,7,1
UTA1111B_raw,23,7,0
UTA1112A_raw,7,7,2
UTA1112B_raw,12,7,2
UTA1113A_raw,21,7,0
UTA1113B_raw,13,7,0
UTA1114A_raw,36,7,0
UTA1114B_raw,17,7,1
UTA1115A_raw,36,7,0
UTA1115C_raw,17,7,1
