age_CE,P502_raw,P505_raw,P503_raw,P204_raw,P202_raw,P201_raw,P205_raw,P301_raw,P302_raw,P303_raw,P304_raw,P305_raw,P501_raw,P505b_raw,P601_raw,P602_raw,P604_raw,P701_raw,P702_raw,P703_raw,P704_raw,P705_raw,P801_raw,P802_raw,P803_raw,P805_raw,P502_raw_outlier_flag,P505_raw_outlier_flag,P503_raw_outlier_flag,P204_raw_outlier_flag,P202_raw_outlier_flag,P201_raw_outlier_flag,P205_raw_outlier_flag,P301_raw_outlier_flag,P302_raw_outlier_flag,P303_raw_outlier_flag,P304_raw_outlier_flag,P305_raw_outlier_flag,P501_raw_outlier_flag,P505b_raw_outlier_flag,P601_raw_outlier_flag,P602_raw_outlier_flag,P604_raw_outlier_flag,P701_raw_outlier_flag,P702_raw_outlier_flag,P703_raw_outlier_flag,P704_raw_outlier_flag,P705_raw_outlier_flag,P801_raw_outlier_flag,P802_raw_outlier_flag,P803_raw_outlier_flag,P805_raw_outlier_flag
1905,NA,NA,NA,NA,NA,NA,2.15,NA,NA,NA,NA,NA,2.173,NA,NA,NA,NA,NA,NA,1.464,1.821,2.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1906,NA,NA,NA,NA,NA,NA,1.35,NA,NA,NA,NA,NA,2.843,NA,NA,NA,NA,NA,NA,1.563,1.555,3.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1907,NA,NA,NA,NA,NA,NA,1.391,NA,NA,NA,NA,NA,2.757,NA,NA,NA,NA,NA,NA,1.966,2.063,3.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1908,NA,NA,NA,NA,NA,NA,1.611,NA,NA,NA,NA,NA,2.515,NA,NA,NA,NA,NA,NA,2.536,1.473,2.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1909,NA,NA,NA,NA,NA,NA,1.782,NA,NA,NA,NA,NA,1.796,NA,NA,NA,NA,NA,NA,1.424,1.186,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1910,NA,NA,NA,NA,NA,NA,1.725,NA,NA,NA,NA,NA,1.766,NA,NA,NA,NA,NA,NA,1.617,1.289,2.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1911,NA,NA,NA,NA,NA,NA,1.594,1.306,NA,NA,NA,NA,2.066,NA,NA,NA,NA,NA,NA,1.208,1.463,2.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1912,NA,NA,NA,NA,NA,NA,1.622,2.277,NA,NA,NA,NA,2.79,NA,NA,NA,NA,NA,NA,2.131,1.342,3.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1913,NA,NA,NA,NA,NA,NA,2.253,2.29,NA,NA,NA,NA,3.442,NA,NA,NA,NA,NA,NA,2.588,2.474,4.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA
1914,NA,NA,NA,NA,NA,NA,2.3,2.098,NA,NA,NA,NA,3.231,NA,NA,NA,NA,NA,NA,2.801,2.148,2.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1915,NA,NA,NA,NA,NA,NA,3.048,1.996,NA,NA,NA,NA,2.666,NA,NA,NA,NA,NA,NA,2.302,2.06,3.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1916,NA,NA,NA,NA,NA,NA,2.677,1.724,NA,NA,NA,NA,2.589,NA,NA,NA,NA,NA,NA,1.898,1.542,2.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1917,NA,NA,NA,NA,NA,NA,2.002,1.365,NA,NA,NA,NA,2.103,NA,NA,NA,NA,NA,NA,1.549,1.307,2.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1918,NA,NA,NA,NA,NA,NA,1.997,1.352,NA,NA,NA,NA,2.505,NA,NA,NA,NA,NA,NA,1.447,0.843,1.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1919,NA,NA,NA,NA,NA,NA,2.153,1.24,NA,NA,NA,NA,2.02,0.915,NA,NA,NA,1.408,NA,2.008,1.204,2.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1920,NA,NA,NA,NA,NA,NA,1.682,1.524,NA,NA,NA,NA,1.834,0.817,NA,NA,NA,1.596,NA,1.371,1.353,2.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1921,NA,NA,NA,NA,NA,NA,2.583,1.932,NA,NA,NA,NA,1.735,0.921,NA,NA,NA,1.464,NA,1.887,1.653,2.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1922,NA,NA,NA,NA,NA,NA,1.681,1.726,NA,NA,NA,NA,1.558,1.004,NA,NA,NA,1.881,NA,1.382,1.175,1.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1923,NA,NA,NA,NA,NA,NA,1.52,2.106,NA,NA,NA,NA,1.319,1.159,NA,NA,NA,1.316,NA,1.306,1.499,2.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1924,NA,NA,NA,NA,NA,NA,0.845,1.543,NA,NA,NA,NA,1.138,1.493,1.183,NA,NA,1.608,NA,1.098,0.728,1.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1925,NA,NA,2.427,NA,NA,NA,2.364,2.357,NA,NA,NA,NA,1.177,2.212,1.039,NA,NA,0.942,NA,1.817,1.317,2.712,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1926,NA,NA,2.184,NA,NA,NA,1.795,1.927,NA,NA,NA,NA,1.14,1.557,1.464,NA,NA,1.899,NA,1.663,0.941,2.049,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1927,NA,NA,2.308,NA,NA,NA,2.218,2.729,NA,NA,NA,0.978,1.754,1.818,1.36,NA,NA,1.38,NA,1.831,1.147,2.117,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1928,NA,NA,2.522,NA,1.781,NA,2.218,2.701,NA,NA,NA,1.026,1.777,1.746,1.595,NA,NA,1.38,NA,1.604,1.422,2.252,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA
1929,NA,NA,2.503,NA,1.07,NA,2.108,3.051,NA,NA,NA,1.069,2.52,1.962,1.885,NA,NA,1.16,NA,1.276,1.672,2.236,NA,1.556,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1930,NA,NA,2.287,NA,0.827,NA,2.042,3.04,NA,NA,NA,1.064,2.664,1.782,1.429,NA,NA,1.17,NA,1.653,1.755,2.399,NA,1.284,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1931,NA,NA,2.127,NA,1.06,NA,1.765,2.785,NA,NA,2.576,1.03,1.822,1.518,1.486,NA,NA,1.304,NA,1.13,1.493,1.671,NA,1.775,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1932,NA,NA,2.574,NA,1.183,NA,2.249,2.685,NA,NA,2.503,1.341,1.612,1.862,1.775,NA,NA,1.528,NA,1.295,1.548,2.1,NA,2.204,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1933,NA,NA,2.386,NA,1.225,NA,1.392,2.345,NA,NA,1.945,1.134,1.225,1.951,1.591,NA,NA,1.162,NA,1.058,1.587,1.794,NA,1.215,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1934,NA,NA,2.579,1.229,1.408,NA,1.316,2.173,NA,NA,2.704,1.554,1.228,2.634,1.785,NA,NA,1.133,NA,1.83,1.396,2.249,NA,1.548,NA,1.196,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE
1935,NA,NA,2.788,1.06,1.238,NA,1.386,2.186,NA,NA,2.325,1.432,1.509,2.112,1.634,NA,NA,1.017,NA,1.193,1.135,1.871,NA,1.504,NA,1.422,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE
1936,NA,NA,2.711,1.347,1.293,NA,1.366,3.288,NA,NA,2.21,1.599,2.063,2.041,1.583,NA,1.171,0.898,NA,1.38,1.354,1.576,NA,1.664,NA,1.625,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE
1937,NA,NA,1.979,1.339,1.039,NA,1.256,2.377,NA,NA,2.477,1.504,1.726,1.514,1.877,NA,1.175,0.899,NA,1.283,1.231,1.416,NA,1.691,NA,2.109,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE
1938,1.604,NA,2.143,1.617,1.271,NA,2.361,3.116,NA,NA,3.246,2.03,1.656,2.637,2.002,NA,1.046,1.202,NA,1.888,0.974,1.688,NA,1.503,NA,1.782,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE
1939,1.537,NA,1.577,1.6,1.037,NA,1.755,2.747,NA,1.157,2.551,1.427,1.344,2.129,1.219,NA,0.798,0.713,NA,1.803,0.732,1.398,NA,1.121,1.274,1.601,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1940,1.514,NA,1.607,1.289,0.873,NA,2.08,2.436,NA,1.29,2.325,1.656,1.83,2.008,1.334,NA,1.163,1.146,NA,2.781,0.888,1.903,NA,1.721,1.354,2.15,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1941,1.029,NA,2.213,1.541,1.727,1.702,2.036,3.962,NA,1.859,3.391,2.285,2.617,1.811,2.153,NA,1.109,1.392,NA,2.397,1.484,2.153,NA,1.955,1.565,2.862,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1942,1.212,NA,2.249,2.014,1.538,2.207,1.642,4.094,NA,2.133,3.13,1.56,3.21,1.578,1.673,NA,0.946,1.724,NA,2.353,1.686,2.247,NA,1.955,1.785,2.958,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1943,0.968,NA,2.116,1.551,1.24,1.587,1.358,3.389,NA,1.95,2.53,1.369,2.373,1.894,1.07,1.059,0.877,1.37,NA,2.144,1.694,2.298,NA,1.674,1.437,3.167,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1944,1.556,NA,2.02,1.685,1.1,1.486,0.968,4.056,NA,2.164,2.305,1.383,2.195,2.23,1.395,1.167,1.01,0.73,NA,1.641,1.567,2.293,2.12,1.406,1.636,2.998,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,1.856,NA,2.123,1.667,1.025,1.689,1.45,3.52,NA,2.12,3.061,1.865,1.907,1.787,1.608,1.536,1.318,0.259,1.324,1.671,1.821,2.111,2.639,1.459,1.804,3.136,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,1.068,NA,1.747,1.426,1.023,1.147,1.253,2.11,NA,1.996,1.832,1.163,1.094,1.68,1.202,0.84,0.816,0.174,1.592,1.565,1.139,1.424,1.718,1.057,1.293,2.219,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,1.426,1.537,1.803,1.433,1.095,1.074,1.258,2.628,NA,1.736,2.116,1.389,1.173,1.563,1.242,0.944,0.916,0.418,1.263,1.367,1.203,2.076,2.127,1.226,1.029,2.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,1.949,1.998,2.459,2.003,2.032,1.733,1.59,3.481,NA,2.399,3.224,2.14,1.958,1.957,2.217,1.757,2.076,0.783,1.862,1.604,1.756,2.372,3.021,2.122,1.581,3.566,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,1.48,1.694,1.619,1.862,1.426,0.929,1.081,2.778,1.947,2.293,2.652,1.496,1.424,1.459,1.66,1.52,1.21,0.517,1.122,0.754,1.146,2.241,2.446,0.828,1.254,2.626,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,1.129,1.302,1.563,1.582,1.984,1,0.996,2.228,1.22,1.854,1.817,1.372,1.313,1.787,1.638,1.242,1.308,0.667,1.035,0.751,1.374,1.907,2.236,1.158,1.277,2.347,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,1.115,1.556,1.537,1.729,1.697,1.052,1.019,2.843,1.438,1.925,2.191,1.378,1.051,2.008,1.629,1.209,1.097,0.55,1.14,1.355,1.354,1.827,2.313,1.173,1.297,2.435,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,1.055,1.477,1.521,1.19,1.731,1.476,1.037,2.051,1.139,2.124,1.91,1.423,1.022,2.015,1.501,1.279,1.124,0.682,1.161,1.249,0.63,1.521,2.451,1.479,1.27,2.172,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,1.575,1.723,1.698,1.171,1.764,1.688,1.759,3.076,1.377,2.204,2.696,2.052,1.331,2.392,1.462,1.725,1.599,0.892,1.668,1.564,0.995,2.129,2.662,1.924,2.005,3.084,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,1.254,1.486,1.225,1.377,1.443,1.329,1.541,2.673,1.312,1.995,2.005,1.658,1.315,1.57,1.397,1.475,1.274,0.873,1.62,1.45,0.751,1.992,2.503,2.082,1.571,2.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,1.168,1.284,1.316,1.543,0.984,1.073,1.032,1.878,1.024,1.793,1.738,1.177,1.171,1.365,1.655,1.584,1.127,0.821,1.616,1.102,0.527,0.757,2.279,1.66,1.218,2.442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,1.169,1.248,1.541,1.385,1.341,1.269,1.222,1.597,1.292,1.917,2.222,1.313,1.305,1.529,2.06,2.044,1.3,0.863,1.625,1.041,0.824,1.167,2.578,1.971,1.016,3.134,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,1.738,1.928,1.721,1.616,1.561,1.508,1.066,2.301,1.49,1.736,2.157,1.818,1.356,1.878,2.3,2.032,1.385,1.122,2.022,1.627,1.02,1.713,2.956,2.063,1.37,3.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,1.391,2.122,2.03,1.6,1.916,1.458,1.492,3.655,1.342,1.814,3.004,1.866,1.544,2.191,2.429,2.399,1.626,1.038,2.672,1.747,1.443,1.758,3.439,2.287,1.225,3.512,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,1.069,1.521,1.431,1.23,1.505,0.904,1.113,2.394,0.916,1.654,2.571,1.338,1.367,1.251,1.393,1.617,1.014,0.725,2.064,1.286,0.666,0.969,2.556,1.969,0.924,3.088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,1.255,1.046,1.759,0.954,1.214,1.013,1.202,2.478,1.017,1.414,2.62,1.058,1.422,1.348,1.195,1.939,1.112,0.935,2.018,1.515,0.818,1.281,2.827,1.903,1.084,3.999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,1.054,0.871,1.296,1.405,1.047,1.072,1.172,2.328,0.923,1.155,2.257,1.124,1.562,0.711,0.982,1.748,1.172,0.967,1.606,0.819,0.762,1.575,3.028,1.523,1.05,3.582,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,1.466,0.94,0.959,1.482,1.267,1.143,0.798,1.724,0.916,1.441,2.726,1.153,1.009,0.823,1.188,1.472,0.751,1.033,2.239,0.754,0.51,0.991,2.847,1.179,1.043,3.569,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,1.444,1.375,1.196,2.135,2.075,1.84,0.958,2.511,1.78,1.859,2.738,1.356,1.618,1.1,1.753,2.319,0.987,1.135,1.903,1.715,0.866,1.522,2.782,1.925,1.255,3.161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,1.263,1.055,1.381,1.95,1.649,1.522,0.889,1.945,1.036,1.557,2.018,1.114,1.304,0.909,1.735,2.353,0.982,1.063,1.684,1.484,0.652,1.16,2.815,1.64,1.215,2.785,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,1.114,1.154,1.299,1.488,1.301,1.296,0.875,1.721,0.709,1.125,1.719,1.337,1.813,1.235,1.342,1.472,0.635,1.076,1.723,1.683,0.763,1.245,2.903,1.854,1.163,2.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,1.017,0.896,1.277,1.335,1.177,1.316,0.796,1.502,0.56,1.136,1.47,1.026,1.168,0.933,1.22,1.499,0.684,0.731,1.477,1.307,0.425,0.928,2.497,1.298,1.034,2.315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,1.154,0.978,1.429,1.413,1.157,1.485,0.862,1.616,0.762,1.353,1.745,1.179,1.281,0.934,1.378,1.781,1.039,0.759,1.639,1.145,0.435,1.042,2.151,1.512,0.901,2.007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,1.213,0.732,1.699,1.31,1.016,1.277,0.759,1.407,0.843,1.481,1.911,1.207,1.202,1.082,1.258,1.764,0.932,0.932,1.215,0.911,0.297,0.782,1.94,1.11,0.825,2.288,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
