age_CE,CB01A_raw,CB01B_raw,CB03A_raw,CB03B_raw,CB04A_raw,CB04B_raw,CB05A_raw,CB05B_raw,CB06A_raw,CB06B_raw,CB07A_raw,CB07B_raw,CB09A_raw,CB09B_raw,CB01A_raw_outlier_flag,CB01B_raw_outlier_flag,CB03A_raw_outlier_flag,CB03B_raw_outlier_flag,CB04A_raw_outlier_flag,CB04B_raw_outlier_flag,CB05A_raw_outlier_flag,CB05B_raw_outlier_flag,CB06A_raw_outlier_flag,CB06B_raw_outlier_flag,CB07A_raw_outlier_flag,CB07B_raw_outlier_flag,CB09A_raw_outlier_flag,CB09B_raw_outlier_flag
1682,0.67,0.61,0.43,0.49,0.77,0.41,0.58,0.5,NA,NA,0.39,0.54,0.44,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1683,0.68,0.6,0.42,0.48,0.89,0.44,0.53,0.44,NA,NA,0.35,0.69,0.39,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1684,0.35,0.36,0.2,0.45,0.42,0.24,0.32,0.24,NA,NA,0.21,0.46,0.11,0.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1685,0.37,0.29,0.17,0.23,0.39,0.21,0.22,0.16,NA,NA,0.25,0.37,0.09,0.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1686,0.2,0.19,0.04,0.18,0.18,0.08,0.09,0.05,NA,NA,0.09,0.23,0.04,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1687,0.79,0.76,0.54,0.57,0.44,0.32,0.36,0.39,NA,NA,0.47,0.68,0.54,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1688,0.54,0.52,0.51,0.72,0.6,0.42,0.48,0.39,NA,NA,0.35,0.49,0.39,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1689,0.71,0.73,0.63,0.8,0.48,0.39,0.63,0.54,NA,NA,0.34,0.52,0.31,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1690,0.8,0.55,0.55,0.78,0.6,0.45,0.6,0.49,NA,NA,0.43,0.72,0.37,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1691,0.62,0.51,0.46,0.62,0.51,0.38,0.41,0.39,NA,NA,0.31,0.58,0.41,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1692,0.77,0.68,0.41,0.53,0.41,0.44,0.42,0.42,NA,NA,0.48,0.58,0.53,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1693,0.63,0.6,0.32,0.38,0.4,0.47,0.49,0.48,NA,NA,0.29,0.47,0.38,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1694,0.6,0.47,0.23,0.44,0.39,0.42,0.45,0.35,NA,NA,0.37,0.54,0.48,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1695,0.67,0.59,0.38,0.54,0.45,0.43,0.61,0.52,NA,NA,0.38,0.69,0.49,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1696,0.66,0.68,0.26,0.37,0.43,0.37,0.31,0.35,NA,NA,0.29,0.52,0.39,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1697,0.67,0.71,0.33,0.42,0.41,0.39,0.45,0.35,NA,NA,0.35,0.63,0.37,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1698,0.18,0.2,0.13,0.16,0.23,0.18,0.21,0.16,NA,NA,0.16,0.43,0.04,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1699,0.55,0.45,0.28,0.34,0.38,0.3,0.21,0.39,NA,NA,0.33,0.6,0.38,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1700,0.5,0.57,0.21,0.39,0.37,0.33,0.29,0.29,NA,NA,0.22,0.44,0.38,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1701,0.61,0.66,0.19,0.38,0.38,0.34,0.32,0.37,NA,NA,0.29,0.39,0.37,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1702,0.63,0.55,0.29,0.51,0.6,0.42,0.41,0.36,NA,NA,0.31,0.43,0.38,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1703,0.12,0.11,0,0.18,0.22,0.14,0.09,0.05,NA,NA,0,0.2,0,0.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1704,0.54,0.63,0.54,0.61,0.49,0.27,0.35,0.41,NA,NA,0.33,0.63,0.37,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1705,0.57,0.69,0.55,0.51,0.61,0.32,0.38,0.43,NA,NA,0.29,0.57,0.39,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1706,0.31,0.36,0.26,0.22,0.27,0.17,0.29,0.26,NA,NA,0.27,0.43,0.22,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1707,0,0,0,0,0,0,0,0,NA,NA,0,0.26,0.04,0.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1708,0.43,0.53,0.36,0.35,0.43,0.21,0.26,0.24,NA,NA,0.29,0.51,0.24,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1709,0.24,0.42,0.24,0.17,0.21,0.14,0.16,0.15,NA,NA,0.12,0.31,0.1,0.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1710,0.47,0.49,0.47,0.47,0.44,0.24,0.26,0.33,NA,NA,0.34,0.41,0.25,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1711,0.6,0.57,0.44,0.53,0.54,0.25,0.38,0.4,NA,NA,0.24,0.46,0.33,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1712,0.57,0.55,0.53,0.53,0.56,0.22,0.38,0.43,NA,NA,0.33,0.71,0.3,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1713,0.54,0.52,0.38,0.45,0.45,0.26,0.29,0.29,NA,NA,0.35,0.47,0.26,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1714,0.69,0.71,0.49,0.51,0.44,0.27,0.37,0.34,NA,NA,0.36,0.59,0.34,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1715,0.63,0.51,0.49,0.53,0.31,0.17,0.13,0.16,NA,NA,0.3,0.44,0.2,0.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1716,0.57,0.6,0.49,0.59,0.43,0.23,0.24,0.28,NA,NA,0.35,0.49,0.35,0.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1717,0.56,0.53,0.39,0.35,0.24,0.25,0.24,0.21,NA,NA,0.25,0.42,0.33,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1718,0.98,0.9,0.64,0.57,0.39,0.45,0.37,0.4,NA,NA,0.39,0.64,0.35,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1719,0.81,0.87,0.8,0.9,0.42,0.47,0.45,0.35,NA,NA,0.47,0.52,0.35,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1720,1.07,1.18,1.02,1.15,0.62,0.56,0.47,0.53,NA,NA,0.57,0.63,0.54,0.65,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1721,0.61,0.66,0.69,0.71,0.44,0.38,0.34,0.38,NA,NA,0.31,0.52,0.25,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1722,0.4,0.4,0.36,0.34,0.28,0.2,0.26,0.14,NA,NA,0.21,0.4,0.14,0.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1723,0.82,0.88,0.61,0.69,0.36,0.43,0.22,0.33,NA,NA,0.47,0.54,0.48,0.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1724,0.88,0.9,0.74,0.85,0.44,0.5,0.31,0.38,NA,NA,0.42,0.58,0.53,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1725,1.12,0.98,0.69,0.65,0.49,0.56,0.31,0.39,NA,NA,0.42,0.56,0.45,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1726,0.94,0.87,0.57,0.7,0.51,0.45,0.29,0.34,NA,NA,0.35,0.57,0.47,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1727,0.81,0.75,0.38,0.71,0.53,0.45,0.33,0.27,NA,NA,0.38,0.55,0.44,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1728,0.47,0.53,0.37,0.55,0.5,0.32,0.27,0.19,NA,NA,0.3,0.58,0.3,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1729,0.1,0.24,0.07,0.22,0.26,0.17,0.07,0.04,NA,NA,0.09,0.35,0.05,0.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1730,0.53,0.57,0.31,0.51,0.26,0.28,0.14,0.22,NA,NA,0.23,0.51,0.33,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1731,0.59,0.63,0.41,0.48,0.36,0.31,0.31,0.24,NA,NA,0.23,0.37,0.31,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1732,0.52,0.61,0.29,0.33,0.22,0.17,0.32,0.26,NA,NA,0.21,0.48,0.35,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1733,0.44,0.72,0.32,0.4,0.29,0.34,0.25,0.2,NA,NA,0.27,0.57,0.28,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1734,0.83,1.12,0.59,0.49,0.47,0.44,0.47,0.34,NA,NA,0.39,0.76,0.46,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1735,0.09,0.08,0.09,0,0.06,0.05,0.17,0.08,NA,NA,0.08,0.3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1736,0.26,0.39,0.22,0.07,0.11,0.13,0.2,0.12,NA,NA,0.12,0.41,0.15,0.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1737,0.46,0.57,0.29,0.18,0.22,0.25,0.3,0.18,NA,NA,0.25,0.56,0.29,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1738,0.58,0.69,0.9,0.65,0.4,0.42,0.56,0.39,NA,NA,0.43,0.86,0.56,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1739,0.53,0.57,0.41,0.37,0.24,0.24,0.33,0.21,NA,NA,0.16,0.51,0.24,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1740,0.6,0.69,0.45,0.55,0.26,0.33,0.36,0.19,NA,NA,0.41,0.79,0.47,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1741,0.62,0.78,0.52,0.78,0.5,0.56,0.43,0.38,NA,NA,0.45,0.83,0.53,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1742,0.41,0.49,0.28,0.46,0.37,0.34,0.24,0.17,NA,NA,0.23,0.47,0.21,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1743,0.79,0.86,0.6,0.76,0.64,0.55,0.51,0.43,NA,NA,0.46,0.86,0.49,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1744,0.65,0.59,0.55,0.65,0.57,0.46,0.42,0.4,NA,NA,0.31,0.64,0.39,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1745,0.65,0.72,0.51,0.58,0.33,0.33,0.45,0.37,NA,NA,0.46,0.69,0.38,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1746,0.76,0.86,0.59,0.8,0.55,0.56,0.46,0.45,NA,NA,0.46,0.58,0.43,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1747,0.81,0.81,0.62,0.76,0.66,0.64,0.54,0.53,NA,NA,0.48,0.67,0.55,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1748,0.31,0.37,0.33,0.46,0.37,0.24,0.29,0.15,NA,NA,0.18,0.46,0.25,0.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1749,0.6,0.66,0.41,0.75,0.4,0.33,0.42,0.27,NA,NA,0.41,0.85,0.43,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1750,0.38,0.37,0.24,0.56,0.24,0.25,0.25,0.16,NA,NA,0.38,0.47,0.32,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1751,0.28,0.37,0.27,0.44,0.19,0.15,0.24,0.17,NA,NA,0.42,0.44,0.22,0.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1752,0.23,0.37,0.24,0.44,0.16,0.12,0.19,0.14,NA,NA,0.25,0.51,0.22,0.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1753,0.5,0.63,0.21,0.57,0.27,0.23,0.15,0.28,NA,NA,0.31,0.46,0.34,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1754,0.47,0.6,0.19,0.39,0.25,0.19,0.14,0.13,NA,NA,0.32,0.47,0.34,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1755,0.45,0.5,0.29,0.34,0.18,0.12,0.32,0.19,NA,NA,0.21,0.68,0.36,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1756,0.53,0.48,0.21,0.23,0.23,0.21,0.19,0.14,NA,NA,0.22,0.53,0.39,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1757,0.54,0.48,0.24,0.16,0.24,0.28,0.17,0.15,NA,NA,0.26,0.86,0.35,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1758,0.51,0.53,0.23,0.3,0.21,0.29,0.19,0.27,NA,NA,0.32,0.69,0.43,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1759,0.66,0.61,0.2,0.32,0.31,0.41,0.36,0.34,NA,NA,0.37,0.77,0.44,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1760,0.86,0.7,0.18,0.3,0.39,0.46,0.44,0.25,NA,NA,0.32,0.71,0.43,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1761,0.34,0.19,0,0,0.18,0.23,0.14,0.1,NA,NA,0.22,0.51,0.22,0.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1762,0.56,0.52,0.25,0.36,0.32,0.3,0.27,0.19,NA,NA,0.34,0.57,0.42,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1763,0.38,0.32,0,0.13,0.23,0.2,0.11,0.09,NA,NA,0.25,0.46,0.31,0.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1764,0.71,0.65,0.27,0.41,0.29,0.31,0.33,0.4,NA,NA,0.6,0.69,0.45,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1765,0.41,0.33,0.49,0.38,0.19,0.24,0.3,0.23,NA,NA,0.25,0.62,0.35,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1766,0.68,0.54,0.66,0.55,0.25,0.31,0.36,0.36,NA,NA,0.41,0.72,0.5,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1767,0.72,0.58,0.58,0.65,0.39,0.44,0.44,0.49,NA,NA,0.4,0.63,0.46,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1768,0.84,0.68,0.45,0.64,0.56,0.58,0.43,0.4,NA,NA,0.65,0.74,0.52,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1769,0.63,0.56,0.19,0.53,0.49,0.46,0.43,0.37,NA,NA,0.44,0.61,0.51,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1770,0.39,0.45,0.48,0.25,0.29,0.35,0,0.25,NA,NA,0.43,0.46,0.3,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1771,0.49,0.59,0.22,0.47,0.41,0.48,0.28,0.4,NA,NA,0.62,0.53,0.45,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1772,0.31,0.27,0.09,0.35,0.28,0.31,0.4,0.21,NA,NA,0.32,0.53,0.26,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1773,0,0,0,0.12,0.15,0.13,0.29,0,NA,NA,0.08,0.12,0.08,0.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1774,0.12,0.15,0.46,0.49,0.16,0.39,0.4,0.43,NA,NA,0.18,0.16,0.17,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1775,0.61,0.65,0.3,0.38,0.39,0.23,0.22,0.17,NA,NA,0.53,0.48,0.43,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1776,0.38,0.38,0.37,0.62,0.26,0.3,0.35,0.29,NA,NA,0.21,0.23,0.19,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1777,0.41,0.45,0.32,0.5,0.27,0.38,0.22,0.14,NA,NA,0.22,0.64,0.32,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1778,0.37,0.36,0.37,0.56,0.36,0.4,0.25,0.26,NA,NA,0.42,0.54,0.33,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1779,0.43,0.4,0.19,0.48,0.4,0.14,0.14,0.15,NA,NA,0.42,0.59,0.45,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1780,0.14,0.1,0,0,0.22,0.31,0,0,NA,NA,0.18,0.2,0.15,0.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1781,0.31,0.35,0.19,0.39,0.42,0.22,0.08,0.09,NA,NA,0.32,0.51,0.37,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1782,0.2,0.3,0,0.52,0.28,0.17,0.14,0.19,NA,NA,0.17,0.54,0.31,0.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1783,0.41,0.52,0.31,0.73,0.53,0.18,0.31,0.34,NA,NA,0.39,0.52,0.46,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1784,0.74,0.72,0.6,0.55,0.65,0.54,0.29,0.25,NA,NA,0.64,0.7,0.48,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1785,0.35,0.35,0.45,0,0.39,0.28,0,0,NA,NA,0.33,0.37,0.29,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1786,0.43,0.41,0.4,0.51,0.3,0.3,0.36,0.28,NA,NA,0.34,0.6,0.36,0.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1787,0.82,0.82,0.7,0.91,0.56,0.53,0.72,0.62,NA,NA,0.55,0.62,0.48,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1788,0.16,0.21,0.23,0.49,0.17,0.25,0.48,0.33,NA,NA,0.24,0.53,0.28,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1789,0.25,0.29,0.13,0.32,0.2,0.23,0.51,0.16,NA,NA,0.28,0.68,0.26,0.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1790,0.46,0.42,0.43,0.72,0.29,0.29,0.65,0.3,NA,NA,0.5,0.55,0.38,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1791,0.72,0.66,0.6,0.97,0.49,0.38,0.81,0.62,NA,NA,0.61,0.77,0.45,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1792,0.63,0.41,0.39,0.75,0.21,0.3,0.86,0.72,NA,NA,0.45,0.64,0.48,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
