age_CE,B82-2W_raw,B82-5N_raw,B8276W_raw,B8277E_raw,B8277N_raw,B82-81_raw,B82-86_raw,B8286S_raw,B8287W_raw,B8287E_raw,B8288W_raw,B8288S_raw,B8290E_raw,B8291N_raw,B8292E_raw,B8293W_raw,B8293N_raw,B8294E_raw,B8296E_raw,B8296N_raw,B8289N_raw,B8289W_raw,B8276S_raw,B8283E_raw,B8284N_raw,B8291S_raw,B8292N_raw,B8294S_raw,B82-2W_raw_outlier_flag,B82-5N_raw_outlier_flag,B8276W_raw_outlier_flag,B8277E_raw_outlier_flag,B8277N_raw_outlier_flag,B82-81_raw_outlier_flag,B82-86_raw_outlier_flag,B8286S_raw_outlier_flag,B8287W_raw_outlier_flag,B8287E_raw_outlier_flag,B8288W_raw_outlier_flag,B8288S_raw_outlier_flag,B8290E_raw_outlier_flag,B8291N_raw_outlier_flag,B8292E_raw_outlier_flag,B8293W_raw_outlier_flag,B8293N_raw_outlier_flag,B8294E_raw_outlier_flag,B8296E_raw_outlier_flag,B8296N_raw_outlier_flag,B8289N_raw_outlier_flag,B8289W_raw_outlier_flag,B8276S_raw_outlier_flag,B8283E_raw_outlier_flag,B8284N_raw_outlier_flag,B8291S_raw_outlier_flag,B8292N_raw_outlier_flag,B8294S_raw_outlier_flag
1763,NA,0.76,NA,0.6,0.63,NA,NA,1.32,0.81,NA,NA,NA,0.39,NA,0.55,0.81,0.35,0.58,NA,NA,0.71,0.98,0.95,0.49,NA,0.18,0.29,0.41,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1764,NA,0.74,NA,0.59,0.54,NA,NA,1.29,0.7,0.93,NA,NA,0.28,NA,0.54,0.66,0.23,0.52,NA,NA,0.72,0.88,0.94,0.44,NA,0.15,0.3,0.36,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1765,NA,0.76,NA,0.52,0.52,NA,NA,1.08,0.73,1.14,NA,NA,0.31,NA,0.59,0.76,0.28,0.53,NA,NA,0.71,0.82,0.71,0.44,NA,0.17,0.46,0.42,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1766,NA,0.8,NA,0.44,0.45,NA,NA,1.28,0.7,1.24,NA,NA,0.3,NA,0.55,0.76,0.21,0.5,NA,NA,0.78,0.95,0.91,0.3,NA,0.17,0.54,0.38,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1767,NA,0.76,NA,0.5,0.5,NA,NA,1.17,0.7,1.1,NA,NA,0.32,NA,0.47,0.9,0.27,0.49,NA,NA,0.69,0.95,0.75,0.28,NA,0.19,0.54,0.39,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1768,NA,0.75,NA,0.5,0.5,NA,NA,1.13,0.69,1.15,NA,NA,0.39,NA,0.57,0.93,0.33,0.59,NA,NA,0.77,0.9,0.83,0.34,NA,0.23,0.64,0.41,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1769,NA,0.65,NA,0.41,0.59,NA,NA,0.93,0.74,1.05,NA,NA,0.29,NA,0.59,0.9,0.45,0.55,NA,NA,0.68,0.94,0.52,0.43,NA,0.21,0.44,0.33,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1770,NA,0.52,NA,0.43,0.53,NA,NA,1.03,0.65,0.94,NA,NA,0.35,NA,0.67,0.81,0.46,0.63,NA,NA,0.6,0.69,0.67,0.59,NA,0.27,0.65,0.36,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1771,NA,0.56,NA,0.48,0.69,NA,NA,1.01,0.79,1.06,NA,NA,0.37,NA,0.77,0.72,0.39,0.54,NA,NA,0.66,0.64,0.8,0.48,NA,0.23,0.63,0.35,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1772,NA,0.57,NA,0.48,0.62,NA,NA,0.93,0.75,1.11,NA,NA,0.4,NA,0.93,0.54,0.22,0.54,NA,NA,0.68,0.63,1,0.52,NA,0.18,0.59,0.35,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1773,NA,0.69,NA,0.54,0.85,NA,NA,1.06,1.01,1.42,NA,NA,0.56,NA,1.2,0.72,0.36,0.73,NA,NA,0.85,0.87,1.39,0.52,NA,0.23,0.55,0.35,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE
1774,NA,0.81,NA,0.41,0.58,NA,NA,0.82,0.66,1,NA,NA,0.4,NA,0.6,0.73,0.28,0.54,NA,NA,0.64,0.61,1.03,0.41,NA,0.19,0.33,0.23,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1775,0.99,0.72,NA,0.4,0.56,NA,NA,0.82,0.69,1.22,NA,NA,0.43,NA,0.54,0.8,0.21,0.44,NA,NA,0.6,0.57,0.77,0.42,NA,0.19,0.35,0.21,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1776,1.15,0.69,NA,0.34,0.56,NA,NA,0.77,0.52,1.05,NA,NA,0.32,NA,0.42,0.6,0.2,0.38,NA,NA,0.56,0.59,0.78,0.4,NA,0.19,0.32,0.22,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1777,1.03,0.55,NA,0.32,0.55,NA,NA,0.71,0.47,0.95,NA,NA,0.36,NA,0.31,0.67,0.24,0.31,NA,NA,0.59,0.57,0.83,0.41,NA,0.23,0.36,0.21,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1778,0.8,0.47,NA,0.31,0.52,NA,NA,0.64,0.59,1.14,NA,NA,0.37,NA,0.4,0.64,0.22,0.27,NA,NA,0.51,0.5,0.79,0.35,NA,0.2,0.39,0.2,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1779,0.78,0.33,NA,0.33,0.38,NA,NA,0.61,0.38,0.98,NA,NA,0.3,NA,0.46,0.58,0.26,0.42,NA,NA,0.35,0.41,0.94,0.34,NA,0.22,0.34,0.23,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1780,0.94,0.45,NA,0.31,0.45,NA,NA,0.68,0.49,0.85,NA,NA,0.35,NA,0.43,0.55,0.28,0.59,NA,NA,0.49,0.46,1.02,0.32,NA,0.25,0.47,0.37,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1781,1.04,0.48,1.49,0.29,0.49,NA,NA,0.69,0.44,0.95,NA,NA,0.21,NA,0.47,0.61,0.27,0.56,NA,NA,0.42,0.47,1,0.33,NA,0.23,0.47,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1782,0.87,0.52,1.36,0.26,0.52,NA,NA,0.67,0.43,0.74,NA,NA,0.29,NA,0.45,0.5,0.21,0.43,NA,NA,0.37,0.33,0.65,0.26,NA,0.29,0.36,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1783,0.97,0.58,1.68,0.4,0.62,NA,NA,0.69,0.5,0.9,NA,NA,0.3,NA,0.64,0.63,0.34,0.69,NA,NA,0.47,0.38,0.91,0.31,NA,0.31,0.53,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1784,0.79,0.5,2.01,0.4,0.58,NA,NA,0.7,0.44,0.87,NA,NA,0.33,NA,0.61,0.53,0.23,0.6,NA,NA,0.38,0.38,1.02,0.34,NA,0.31,0.44,0.44,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1785,0.78,0.46,1.68,0.37,0.55,NA,NA,0.57,0.43,0.82,NA,NA,0.2,NA,0.29,0.35,0.16,0.44,NA,NA,0.38,0.38,0.66,0.23,NA,0.19,0.35,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1786,0.71,0.56,1.85,0.37,0.67,NA,NA,0.66,0.54,0.82,NA,NA,0.34,NA,0.38,0.45,0.38,0.54,NA,NA,0.38,0.37,1.07,0.38,NA,0.28,0.5,0.44,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1787,0.79,0.55,1.62,0.4,0.65,NA,NA,0.53,0.42,0.94,NA,NA,0.34,NA,0.37,0.47,0.32,0.44,NA,NA,0.48,0.4,0.93,0.35,NA,0.34,0.49,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1788,0.9,0.47,1.96,0.37,0.72,NA,NA,0.72,0.52,0.84,NA,NA,0.35,NA,0.46,0.53,0.44,0.44,NA,0.15,0.41,0.43,0.93,0.38,NA,0.39,0.61,0.5,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1789,0.91,0.45,1.3,0.36,0.58,NA,NA,0.69,0.63,0.67,NA,NA,0.33,NA,0.32,0.48,0.27,0.4,NA,0.18,0.41,0.44,0.83,0.34,NA,0.39,0.47,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1790,0.73,0.41,1.04,0.38,0.66,NA,NA,0.79,0.78,0.77,NA,NA,0.31,NA,0.26,0.36,0.26,0.46,NA,0.29,0.41,0.35,1.05,0.35,NA,0.35,0.43,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1791,0.91,0.42,1.37,0.47,0.67,NA,NA,0.78,0.85,0.75,NA,NA,0.35,NA,0.28,0.33,0.21,0.54,NA,0.77,0.49,0.47,1.25,0.35,NA,0.34,0.43,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1792,0.95,0.51,1.52,0.5,0.66,NA,NA,0.9,1.05,0.91,NA,NA,0.36,NA,0.3,0.43,0.29,0.68,NA,1.11,0.5,0.41,1.56,0.44,NA,0.39,0.37,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE
1793,0.74,0.56,1.3,0.37,0.58,NA,NA,0.59,0.91,0.72,NA,NA,0.32,NA,0.28,0.34,0.24,0.49,NA,1.12,0.44,0.39,1.22,0.41,NA,0.34,0.31,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1794,0.85,0.65,1.64,0.43,0.75,NA,NA,0.76,0.96,0.77,NA,NA,0.45,NA,0.4,0.43,0.34,0.62,NA,1.73,0.56,0.43,1.41,0.52,NA,0.36,0.37,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE
1795,0.92,0.65,1.88,0.45,0.68,NA,NA,0.82,0.94,0.82,NA,NA,0.52,NA,0.42,0.57,0.41,0.59,NA,1.45,0.6,0.57,1.34,0.49,NA,0.43,0.45,0.57,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1796,0.86,0.67,1.68,0.5,0.75,NA,NA,0.85,0.94,0.8,NA,NA,0.54,NA,0.36,0.55,0.36,0.45,NA,1.28,0.6,0.66,0.93,0.39,NA,0.38,0.3,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1797,0.79,0.55,1.7,0.5,0.65,NA,NA,0.77,0.75,0.77,NA,NA,0.42,NA,0.27,0.57,0.34,0.45,NA,1.15,0.46,0.47,0.83,0.39,NA,0.33,0.16,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1798,0.92,0.59,1.57,0.47,0.73,NA,NA,0.79,0.69,0.81,NA,NA,0.55,NA,0.29,0.55,0.3,0.55,NA,1.01,0.54,0.5,0.76,0.36,NA,0.32,0.22,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1799,0.84,0.46,1.32,0.4,0.55,NA,NA,0.69,0.58,0.66,NA,NA,0.54,NA,0.19,0.48,0.24,0.45,NA,1.2,0.41,0.41,0.66,0.26,NA,0.22,0.12,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE
1800,1.04,0.59,1.32,0.45,0.72,NA,NA,0.85,0.69,0.87,NA,NA,0.65,0.29,0.31,0.48,0.26,0.66,NA,1.26,0.48,0.41,0.71,0.33,0.43,0.33,0.18,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1801,0.88,0.62,1.29,0.46,0.72,NA,NA,0.85,0.78,0.96,NA,NA,0.71,0.24,0.25,0.55,0.26,0.74,NA,1.16,0.49,0.4,0.63,0.35,0.43,0.29,0.18,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1802,0.66,0.65,1.07,0.39,0.63,NA,NA,0.69,0.67,0.85,NA,NA,0.58,0.24,0.32,0.46,0.28,0.52,NA,0.99,0.48,0.42,0.66,0.35,0.45,0.38,0.21,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1803,0.57,0.65,1.24,0.36,0.65,NA,NA,0.67,0.62,0.84,NA,NA,0.52,0.29,0.31,0.46,0.27,0.48,NA,0.9,0.49,0.42,0.64,0.35,0.47,0.35,0.2,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1804,0.52,0.62,1.32,0.38,0.57,NA,NA,0.88,0.55,0.62,NA,NA,0.5,0.16,0.24,0.38,0.25,0.46,NA,0.79,0.45,0.4,0.57,0.35,0.46,0.33,0.18,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1805,0.64,0.7,1.29,0.35,0.63,NA,NA,0.93,0.69,0.7,NA,NA,0.67,0.25,0.27,0.39,0.34,0.59,NA,1.2,0.55,0.45,0.63,0.42,0.55,0.38,0.2,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1806,0.56,0.74,1.28,0.39,0.58,NA,NA,0.97,0.57,0.75,NA,NA,0.44,0.33,0.28,0.45,0.31,0.55,NA,0.86,0.5,0.35,0.62,0.4,0.57,0.61,0.2,0.31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1807,0.42,0.79,0.93,0.31,0.61,NA,NA,0.72,0.53,0.66,NA,NA,0.54,0.32,0.31,0.38,0.31,0.49,NA,0.72,0.43,0.33,0.48,0.4,0.51,0.33,0.23,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1808,0.49,0.95,0.92,0.31,0.61,NA,NA,1.08,0.54,0.77,NA,NA,0.6,0.35,0.26,0.36,0.24,0.41,NA,0.86,0.56,0.36,0.51,0.47,0.52,0.37,0.2,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1809,0.48,1,0.88,0.32,0.6,NA,NA,0.95,0.56,0.67,NA,NA,0.48,0.36,0.2,0.29,0.2,0.33,NA,0.77,0.43,0.34,0.47,0.39,0.47,0.36,0.2,0.18,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1810,0.5,0.94,0.87,0.35,0.6,NA,NA,0.88,0.68,0.89,NA,NA,0.43,0.39,0.27,0.31,0.25,0.34,NA,0.79,0.52,0.44,0.51,0.47,0.5,0.49,0.24,0.24,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1811,0.46,0.88,0.83,0.34,0.56,NA,NA,0.73,0.64,0.93,NA,NA,0.37,0.47,0.27,0.31,0.28,0.41,NA,0.58,0.46,0.49,0.61,0.57,0.46,0.48,0.28,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1812,0.35,0.83,0.84,0.32,0.49,NA,NA,0.77,0.6,0.72,NA,NA,0.32,0.44,0.16,0.33,0.32,0.38,NA,0.39,0.38,0.36,0.37,0.5,0.4,0.44,0.31,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1813,0.34,0.81,0.83,0.32,0.56,NA,NA,0.93,0.6,0.73,NA,NA,0.35,0.32,0.36,0.29,0.26,0.48,NA,0.46,0.43,0.47,0.38,0.56,0.39,0.36,0.27,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1814,0.32,0.9,0.77,0.32,0.53,NA,NA,0.72,0.64,0.76,NA,NA,0.42,0.34,0.29,0.31,0.26,0.47,NA,0.56,0.45,0.5,0.43,0.51,0.32,0.36,0.3,0.26,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1815,0.37,0.95,0.88,0.33,0.56,NA,NA,0.84,0.7,0.85,NA,NA,0.46,0.32,0.3,0.38,0.28,0.53,NA,0.45,0.48,0.41,0.47,0.49,0.31,0.34,0.33,0.29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1816,0.33,1.06,1.19,0.34,0.68,NA,NA,0.93,0.77,1,NA,NA,0.5,0.36,0.37,0.46,0.3,0.55,NA,0.35,0.64,0.55,0.57,0.5,0.37,0.45,0.37,0.26,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1817,0.45,1.04,1.15,0.35,0.69,NA,NA,1.02,0.79,0.93,NA,NA,0.59,0.46,0.35,0.41,0.28,0.52,NA,0.31,0.78,0.48,0.63,0.53,0.34,0.62,0.36,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1818,0.46,1.07,1.29,0.39,0.6,NA,NA,0.98,0.79,0.94,NA,NA,0.58,0.39,0.33,0.45,0.33,0.49,NA,0.29,0.81,0.55,0.73,0.57,0.32,0.57,0.36,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1819,0.39,0.91,1.11,0.31,0.59,NA,NA,0.74,0.77,0.82,NA,NA,0.44,0.28,0.31,0.44,0.34,0.49,NA,0.26,0.66,0.47,0.74,0.55,0.29,0.43,0.46,0.28,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
