"","State","Species","St_Sp","BandUn","Band","Ntrees","corr.mod.mean","corr.mod.lse","corr.mod.use","BAI.mod.mean.int","BAI.mod.mean.sc.int","BAI.prop.int","CompSens.mean.int","CompSens.mean.int.rev","CompSens.prop.int","CompSens.se.int","reg.mod.prop","Survival.mod.mean","xval"
"15","MT","PSME","MT-PSME","MT-PSME-H","H",26,0.476882749,0.469988623,0.483718695,849.333868294148,-0.764741357774697,0.879731829378379,-43.6131403708531,43.6131403708531,-0.0513498189568824,93.8342904380044,1,0.97903461769049,2.6666
"16","MT","ABLA","MT-ABLA","MT-ABLA-L","L",26,0.410951928,0.401270693,0.420541354,563.491639346151,-1.24892663926937,1,-82.4900518120467,82.4900518120467,-0.146390906363339,45.9852265890085,0.290419019807498,0.79409807901177,0.6666
"17","MT","ABLA","MT-ABLA","MT-ABLA-M","M",24,0.424584986,0.414154704,0.434903775,541.543083046113,-1.2861050784022,0.961049011613542,-100.330127736771,100.330127736771,-0.18526712071074,97.1270021256396,0.698477838086465,0.935223248769892,1.66666
"18","MT","ABLA","MT-ABLA","MT-ABLA-H","H",24,0.470725217,0.460571315,0.480755936,346.563208573602,-1.61637952999291,0.615028128856956,-92.8359747858256,92.8359747858256,-0.267876025178563,76.0608255316387,1,0.943618323666015,2.6666
"19","WA","TSHE","WA-TSHE","WA-TSHE-L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6666
"20","WA","TSHE","WA-TSHE","WA-TSHE-M","M",22,0.255000791,0.242484972,0.267431745,2344.57617706663,1.76803457543933,1,-268.762878437374,268.762878437374,-0.114631753519577,294.131202956455,1,0.999212923815251,1.66666
"21","WA","TSHE","WA-TSHE","WA-TSHE-H","H",24,0.396447992,0.38557935,0.407206631,1947.3756164479,1.09522053406826,0.830587479091563,-295.955577538423,295.955577538423,-0.151976626922267,192.027561331525,0.93632826145441,0.99857412920369,2.66666
"22","WA","PSME","WA-PSME","WA-PSME-L","L",22,0.424054055,0.412666148,0.435309422,1846.65710951097,0.924614466474743,0.726768054959253,-201.27380946224,201.27380946224,-0.108993601695521,378.408999643882,0.0110700641092289,0.989018921814007,0.6666
"23","WA","PSME","WA-PSME","WA-PSME-M","M",22,0.51008809,0.497461301,0.522498784,1961.97856924186,1.11995632917879,0.77215382395341,-267.427099434087,267.427099434087,-0.136304801503222,303.205819105373,1,0.972081212744038,1.66666
"24","WA","PSME","WA-PSME","WA-PSME-H","H",22,0.388510683,0.375638287,0.401233204,2540.91672977358,2.10061386622889,1,-420.941578743471,420.941578743471,-0.165665239561385,338.378377087988,0.10824993393121,0.96681075730413,2.6666
"25","WA","ABLA","WA-ABLA","WA-ABLA-L","L",20,0.267431953,0.251349403,0.283366873,856.465896352749,-0.752660487058391,0.554942407828532,94.2113205450178,-94.2113205450178,0.110000084003596,175.348757667294,0.509562816820425,0.66186125006821,0.6666
"26","WA","ABLA","WA-ABLA","WA-ABLA-M","M",20,0.245373591,0.229191862,0.261419733,1287.95155446983,-0.0217712632889435,0.834521187414112,-501.241177514754,501.241177514754,-0.389177043014699,216.260820087345,0.25389632624875,0.801056228737748,1.66666
"27","WA","ABLA","WA-ABLA","WA-ABLA-H","H",20,0.375374915,0.359924202,0.39061979,1543.34194732759,0.410831958817075,1,-354.882029972553,354.882029972553,-0.229943876395673,131.391960166603,1,0.877825525087705,2.6666
