Site Name,Species,DBH,Status,Killed by fire
03_11D-4,PIPO,49.8,L,FALSE
03_11D-4,PIPO,30.6,L,FALSE
03_11D-4,PIPO,46.4,L,FALSE
03_11D-4,PIPO,37.3,L,FALSE
03_11D-4,PIPO,36.6,L,FALSE
03_11D-4,PIPO,41.7,L,FALSE
03_11D-4,PIPO,36.2,L,FALSE
03_11D-4,PIPO,42.9,L,FALSE
03_11D-4,PIPO,38.7,L,FALSE
03_11D-4,PIPO,27.8,L,FALSE
03_11D-4,PIPO,19.6,L,FALSE
03_11D-4,PIPO,41.2,L,FALSE
03_12C,PIAR5,54.6,L,FALSE
03_12C,PIAR5,53.7,L,FALSE
03_12C,PIAR5,58.8,L,FALSE
03_12C,PIAR5,21.4,L,FALSE
03_12C,PIAR5,22,L,FALSE
03_12C,PIAR5,12.5,L,FALSE
03_15B,PIAR5,37,L,FALSE
03_15B,PIAR5,61.3,L,FALSE
03_15B,PIAR5,43.3,L,FALSE
03_15B,PIAR5,45.7,L,FALSE
03_15B,PIAR5,39.9,L,FALSE
03_15B,JUDE2,19.9,L,FALSE
03_15B,PIAR5,48.9,L,FALSE
03_15B,PIAR5,54.6,L,FALSE
03_15D,PIAR5,49.2,L,FALSE
03_15D,PIAR5,56.6,L,FALSE
03_15D,PIAR5,43.6,L,FALSE
03_15D,PIAR5,46.6,L,FALSE
03_15D,PIAR5,51.6,L,FALSE
03_15D,ARAR,33.2,L,FALSE
03_15D,PIAR5 ,70.6,L,FALSE
03_15D-2,PIAR5  ,23.4,L,FALSE
03_15D-2,PIAR5,84,L,FALSE
03_15D-2,PIAR5,91,DD,FALSE
ABH3,PSME ,11.8,L,FALSE
ABH3,PSME,7,D,FALSE
ABH3-01,ABCO,15,L,FALSE
ABH3-01,ABCO,17.2,L,FALSE
ABH3-01,PSME,37.6,L,FALSE
ABH3-01,PSME,36.6,D,FALSE
ABL-01,PIST,25.8,L,FALSE
ABL-01,PSME,11.9,L,FALSE
ABL-01,PSME,9.7,L,FALSE
ABL-01,PIST,17.3,L,FALSE
ABL-01,PSME,9.2,L,FALSE
ABL-01,PSME,16.6,L,FALSE
ABL-01,PIPU,11.9,L,FALSE
ABL-01,PSME,27.1,L,FALSE
ABL-01,PSME,15,L,FALSE
ABL-01,PSME,14.6,L,FALSE
ABL-01,PSME,26.7,L,FALSE
ABL-01,PIST,34.1,L,FALSE
ABL-01,PIST,12.9,L,FALSE
ABL-01,ABCO,18.3,L,FALSE
ABL-01,PSME,14.3,D,FALSE
ABL-01,PIPU,14.3,D,FALSE
ABL-01,PSME,51.1,D,FALSE
ABL-01,PSME,44.9,D,FALSE
ABL-04,ABCO,4.8,L,FALSE
ABL-04,ABCO,5.1,L,FALSE
ABL-04,ABCO,4.1,L,FALSE
ABL-04,ABCO,3.2,L,FALSE
ABL-04,ABCO,2.9,L,FALSE
ABL-04,PSME,39.8,L,FALSE
ABL-04,ABCO,16.6,L,FALSE
ABL-04,POTR,28.3,L,FALSE
ABL-04,PSME,70,D,FALSE
ABL-04,PSME,41.1,D,FALSE
ABL-04,PSME,57.3,D,FALSE
ABL-04,ABCO,3.8,D,FALSE
ABL-04,PSME,17.2,D,FALSE
ABL-04,PIST,29,DD,FALSE
ABL-04,PSME,21,DD,FALSE
ABL-04,PSME,13.4,DD,FALSE
ABR,POTR,27.7,D,FALSE
ABR,POTR,13.7,D,FALSE
ABU-03,PIPO,50.9,L,FALSE
ABU-03,ABCO,2.5,L,FALSE
ABU-03,ABCO,12.6,L,FALSE
ABU-03,ABCO,15,L,FALSE
ABU-03,ABCO,6.7,D,FALSE
ABU-14,ABCO,19.7,L,FALSE
ABU-14,ABCO,15.9,L,FALSE
ABU-14,ABCO,13.4,L,FALSE
ABU-14,PSME,16.9,L,FALSE
ABU-14,PIPO,12.7,L,FALSE
ABU-14,PIPO,5.1,L,FALSE
ABU-14,PIPO,18.8,L,FALSE
ABU-14,ABCO,8.9,L,FALSE
ABU-14,PIPO,19.7,L,FALSE
ABU-14,PIPO,21,D,FALSE
ABU-14,ABCO,8.3,D,FALSE
ABU-14,PIPO,86.6,DD,FALSE
ABU-14,ABCO,9.9,DD,FALSE
ALA1,PIPO,64,L,FALSE
ALA1,ABCO,39.2,L,FALSE
ALA1,PIPO,37.2,L,FALSE
ALA1,PIPO,41.7,L,FALSE
ALA1,ABCO,7.6,L,FALSE
ALA1,PIPO,22.6,L,FALSE
ALA2-30,PSME,9.5,L,FALSE
ALA2-30,PIPO,24.8,L,FALSE
ALA2-30,PSME,16.9,L,FALSE
ALA2-30,PIST,24.8,L,FALSE
ALA2-30,PIST,49,L,FALSE
ALA2-30,PIST,23.6,L,FALSE
ALA2-30,PSME,9.2,L,FALSE
ALA2-30,PIST,58.6,L,FALSE
ALA2-30,PSME,26.1,D,FALSE
ALA2-30,PSME,33.1,D,FALSE
ALA2-30,PIPO,16.6,D,FALSE
ALA2-30,PSME,7.6,D,FALSE
ALA2-30,PIST,6.4,D,FALSE
ALA2-30,PSME,15.6,D,FALSE
ALA2-30,PSME,3.5,D,FALSE
ALA2-30,PSME,12.7,D,FALSE
BLR,PIPO,39.7,L,FALSE
BLR,PIPO,38.8,L,FALSE
BLR,PIPO,45,L,FALSE
CAN-40,POTR,3.5,L,FALSE
CAN-40,POTR,2.9,L,FALSE
CAN-40,POTR,2.9,L,FALSE
CAN-40,POTR,3.8,L,FALSE
CAN-40,POTR,2.9,L,FALSE
CAN-40,POTR,3.8,L,FALSE
CAN-40,POTR,2.9,L,FALSE
CAN-40,POTR,3.5,L,FALSE
CAN-40,POTR,3.7,L,FALSE
CAN-40,POTR,4.1,L,FALSE
CAN-40,POTR,2.9,L,FALSE
CAN-40,POTR,3.2,L,FALSE
CAN-40,POTR,3.2,L,FALSE
CAN-40,POTR,3.2,L,FALSE
CAN-40,POTR,2.9,L,FALSE
CAN-40,POTR,2.7,L,FALSE
CAN-40,POTR,3.8,L,FALSE
CAN-40,POTR,2.9,L,FALSE
CAN-40,POTR,2.6,L,FALSE
CAN-40,POTR,3.5,L,FALSE
CAN-40,POTR,2.6,L,FALSE
CAN-40,POTR,3.2,L,FALSE
CAN-40,POTR,2.9,L,FALSE
CAN-40,POTR,3,L,FALSE
CAN-40,POTR,3.2,L,FALSE
CAN-40,POTR,3.7,L,FALSE
CAN-40,POTR,2.9,L,FALSE
CAN-40,POTR,2.6,L,FALSE
CAN-40,POTR,3.3,L,FALSE
CAN-40,POTR,3.2,L,FALSE
CAN-40,POTR,3.3,L,FALSE
CAN-40,POTR,3.2,L,FALSE
CAN-40,POTR,2.9,L,FALSE
CAN-40,POTR,3.2,L,FALSE
CAN-40,POTR,2.6,L,FALSE
CAN-40,POTR,2.9,L,FALSE
CAN-40,POTR,3.5,L,FALSE
CBP_2,PSME,16.8,D,FALSE
CMN,PSME,85.3,L,FALSE
CMN,PSME,36.9,L,FALSE
CMN,ACGL,7.2,L,FALSE
CMN,PSME,24.8,L,FALSE
CMN,PIEN,13.1,L,FALSE
CMN,PSME,48.7,D,FALSE
CMN,PSME,78.3,DD,FALSE
CMN2-52,PSME,3.3,L,FALSE
CMN2-52,PIEN,3.2,L,FALSE
CMN2-52,PIEN,16.9,L,FALSE
CMN2-52,ABCO,5.1,L,FALSE
CMN2-52,POTR,4.5,L,FALSE
CMN2-52,POTR,2.9,L,FALSE
CMN2-52,POTR,5.3,L,FALSE
CMN2-52,PIEN,35,L,FALSE
CMN2-52,POTR,3.3,L,FALSE
CMN2-52,ACGL,5.1,L,FALSE
CMN2-52,ACGL,2.6,L,FALSE
CMN2-52,ACGL,2.6,L,FALSE
CMN2-52,ACGL,3.2,L,FALSE
CMN2-52,PIEN,4.5,L,FALSE
CMN2-52,PSME,12.4,L,FALSE
CMN2-52,PSME,17.5,L,FALSE
CMN2-52,PIEN,11.1,L,FALSE
CMN2-52,PSME,12.3,L,FALSE
CMN2-52,PIEN,22.9,L,FALSE
CMN2-52,POTR,3.5,L,FALSE
CMN2-52,PSME,5.7,L,FALSE
CMN2-52,PIEN,7,L,FALSE
CMN2-52,ACGL,2.9,L,FALSE
CMN2-52,ACGL,2.7,L,FALSE
CMN2-52,ACGL,3.2,L,FALSE
CMN2-52,ACGL,2.6,L,FALSE
CMN2-52,ACGL,2.6,L,FALSE
CMN2-52,ACGL,2.7,L,FALSE
CMN2-52,ACGL,2.6,L,FALSE
CMN2-52,ACGL,2.6,L,FALSE
CMN2-52,ACGL,3,L,FALSE
CMN2-52,PIEN,7.6,L,FALSE
CMN2-52,POTR,3.5,L,FALSE
CMN2-52,POTR,7.6,L,FALSE
CMN2-52,PIEN,9.2,L,FALSE
CMN2-52,PIEN,3.5,L,FALSE
CMN2-52,ACGL,2.9,L,FALSE
CMN2-52,ACGL,3.7,L,FALSE
CMN2-52,POTR,3.8,L,FALSE
CMN2-52,POTR,3.5,L,FALSE
CMN2-52,PIEN,13.7,L,FALSE
CMN2-52,POTR,2.6,L,FALSE
CMN2-52,POTR,4.5,L,FALSE
CMN2-52,PIEN,10.7,L,FALSE
CMN2-52,POTR,3.7,L,FALSE
CMN2-52,ABCO,8.3,L,FALSE
CMN2-52,PIEN,9.6,L,FALSE
CMN2-52,PSME,95.7,D,FALSE
CMN2-52,PIEN,7.8,D,FALSE
CMN2-52,POTR,48.4,D,FALSE
CMN2-52,PSME,15.6,D,FALSE
CMN2-52,ABCO,3.8,D,FALSE
CMN2-52,PIEN,8,D,FALSE
CMN2-52,PIEN,17.2,D,FALSE
CMN2-52,ABCO,6.1,D,FALSE
CMN2-52,POTR,34.2,D,FALSE
CMN2-52,PIEN,37.2,D,FALSE
CMN2-52,PSME,6.1,DD,FALSE
CMN2-52,PSME,11.5,DD,FALSE
CMN2-52,ABCO,4.6,DD,FALSE
CMN2-52,ABCO,4.5,DD,FALSE
CMN2-52,PIEN,9.9,DD,FALSE
CMP,POTR ,2.7,L,FALSE
CMP,POTR,32.8,D,FALSE
CRC_1,PSME,58.8,L,FALSE
CRC_1,PIPO,51,L,FALSE
CRC_1,PSME,31.5,L,FALSE
CRC_1,PSME,55.1,L,FALSE
CRC_1,PSME,65.9,D,FALSE
CRC_1,PSME,22.2,D,FALSE
CRC_17,PIPO,22.6,L,FALSE
CRC_17,PIPO,8.7,L,FALSE
CRC_17,PIPO,9.7,L,FALSE
CRC_17,PIPO,16.5,L,FALSE
CRC_17,PIPO,10.8,L,FALSE
CRC_17,PIPO,15.7,L,FALSE
CRC_17,PIPO,23.2,L,FALSE
CRC_17,PIPO,17.6,L,FALSE
CRC_17,PIPO,24.4,L,FALSE
CRC_17,PIPO,12.9,L,FALSE
CRC_17,PIPO,16.5,L,FALSE
CRC_17,PIPO,17.3,L,FALSE
CRC_18,PIPO,53,L,FALSE
CRC_18,PIPO,18.5,L,FALSE
CRC_18,PIPO,16.9,L,FALSE
CRC_18,PSME ,77.3,D,FALSE
CRC_2,PIST,20.2,L,FALSE
CRC_2,PIPO,62.4,L,FALSE
CRC_2,PIPO,24.8,L,FALSE
CRC_2,PIST,17.2,L,FALSE
CRC_2,PIPO,21.8,L,FALSE
CRC_2,PIST,15.9,L,FALSE
CRC_2,PIST,19.8,L,FALSE
CRC_2,PIST,12.6,L,FALSE
CRC_2,PIST,19.5,L,FALSE
CRC_2,PIST,23.3,L,FALSE
CRC_2,PIST,15.2,L,FALSE
CRC_2,PSME,43.5,L,FALSE
CRC_2,PIPO,13.1,L,FALSE
CRC_2,PIST,16.3,L,FALSE
CRC_2,PIPO,13.6,L,FALSE
CRC_2,PIST,20.3,L,FALSE
CRC_2,PIPO,18.6,L,FALSE
CRC_2,PIST,17.6,L,FALSE
CRC_2,PSME,13.6,L,FALSE
CRC_2,PIST,19.7,L,FALSE
CRC_2,PIST,14.3,L,FALSE
CRC_2,PIST,20.5,L,FALSE
CRC_2,PIPO,73.2,L,FALSE
CRC_2,PIST,20.5,L,FALSE
CRC_2,PIST,16.3,L,FALSE
CRC_2,PIPO,23.4,L,FALSE
CRC_2,PIST,18.2,L,FALSE
CRC_2,PIST,4.2,D,FALSE
CRC_2,PIST,4.5,D,FALSE
CRC_2,PIST,9.2,DD,FALSE
CRC_2,PIST,6.7,DD,FALSE
CRC_2,PSME,7.2,DD,FALSE
CRC_20,POTR,8.1,D,FALSE
CRC_20,PIPO,13.4,D,FALSE
CRC_22,PIPO,58.2,L,FALSE
CRC_22,PIPO,65.5,L,FALSE
CRC_22,PIPO,34.9,L,FALSE
CRC_22,PIPO,39.6,L,FALSE
CRC_22,PIST,17,D,FALSE
CRC_9,PIPO ,45.7,L,FALSE
CRC_9,PIPO,16.6,L,FALSE
CRC_9,PIST,10.8,L,FALSE
CRC_9,PIPO,26.6,L,FALSE
CRC_9,PIPO,16.1,L,FALSE
CRC_9,PIPO,14.3,L,FALSE
CRC_9,PIPO,11.1,L,FALSE
CRC_9,PIPO,10.3,L,FALSE
CRC_9,PIPO,9,L,FALSE
CRC_9,PIPO,10.6,L,FALSE
CRC_9,PIPO,9.8,L,FALSE
CRC_9,PIPO,9.4,L,FALSE
CRC_9,PIPO,20.2,L,FALSE
CRC_9,PIPO,12.8,L,FALSE
CRC_9,PIST,10.1,L,FALSE
CRC_9,PIPO,4,L,FALSE
CRC_9,PIPO,8.9,L,FALSE
FP-1-010,PIPO,69.4,L,FALSE
FP-1-010,PIPO,71,L,FALSE
FP-1-010,PIPO,68.8,L,FALSE
FP-2-019,PIPO,44.2,D,FALSE
FP-2-019,PIPO,39.8,D,FALSE
FR2,POTR ,6.5,L,FALSE
GB-00-01-04,PIPO,52.3,L,FALSE
GB-00-01-04,PIPO,82.5,L,FALSE
GB-00-01-04,PIPO,62.8,L,FALSE
GB-00-01-04,PIPO,65.7,L,FALSE
GB-00-01-04,PIPO,101.8,L,FALSE
GB-00-01-13,PIPO,45.1,L,FALSE
GB-00-01-13,PIPO,23.9,L,FALSE
GB-00-01-13,PIPO,30.9,L,FALSE
GB-00-01-13,PIPO,26,L,FALSE
GB-00-01-13,PIPO,45.4,L,FALSE
GB-00-01-13,PIPO,27,L,FALSE
GB-00-01-13,PIPO,34.8,L,FALSE
GB-00-01-13,PIPO,44.9,L,FALSE
GB-00-01-13,PIPO,37.2,L,FALSE
GB-00-01-13,PIPO,44,L,FALSE
GB-00-01-13,PIPO,35,L,FALSE
GB-00-01-13,PIPO,49.8,L,FALSE
GB-00-01-13,PIPO ,7.2,DD,FALSE
GB-00-02-06,PIPO,72.7,L,FALSE
GB-00-02-06,PIPO,37.8,L,FALSE
GB-00-02-06,PIPO,38.5,L,FALSE
GB-00-02-16,PIPO,15.6,L,FALSE
GB-00-02-16,PIPO,13.7,L,FALSE
GB-00-02-16,PIPO,9.7,L,FALSE
GB-00-02-16,PIPO,57.3,L,FALSE
GB-00-02-16,PIPO,20.6,L,FALSE
GB-00-02-16,PIPO,24.6,L,FALSE
GB-00-02-16,PIPO,13.5,L,FALSE
GB-00-02-16,PIPO,14.2,L,FALSE
GB-00-02-16,PIPO,15.2,L,FALSE
GB-00-02-16,PIPO,11,L,FALSE
GB-00-02-16,PIPO,20,L,FALSE
GB-00-02-16,PIPO,13.2,L,FALSE
GB-00-02-16,PIPO,16.5,L,FALSE
GB-00-02-16,PIPO,8,L,FALSE
GB-00-02-16,PIPO,18.5,L,FALSE
GB-00-02-16,PIPO,15.5,L,FALSE
GB-00-02-16,PIPO,18.5,L,FALSE
GB-00-02-16,PIPO,11.3,L,FALSE
GB-00-02-16,PIPO,10.7,L,FALSE
GB-00-02-16,PIPO,6.4,L,FALSE
GB-00-02-16,PIPO,23.4,L,FALSE
GB-00-02-16,PIPO,10.7,L,FALSE
GB-00-02-16,PIPO,21.5,L,FALSE
GB-00-02-16,PIPO,7.7,L,FALSE
GB-00-02-16,PIPO,10.7,L,FALSE
GB-00-02-16,PIPO,9.6,L,FALSE
GB-00-02-16,PIPO,12,L,FALSE
GB-00-02-16,PIPO,11.5,L,FALSE
GB-00-02-16,PIPO,8.2,L,FALSE
GB-00-02-16,PIPO,7.5,L,FALSE
GB-00-02-16,PIPO,9.8,L,FALSE
GB-00-02-16,PIPO,7.2,L,FALSE
GB-00-02-16,PIPO,7.7,L,FALSE
GB-00-02-16,PIPO,10.4,L,FALSE
GB-00-02-16,PIPO,11.6,L,FALSE
GB-00-02-16,PIPO,9.4,L,FALSE
GB-00-02-16,PIPO,7.2,L,FALSE
GB-00-02-16,PIPO,9.5,L,FALSE
GB-00-02-16,PIPO,29.6,L,FALSE
GB-00-02-16,PIPO,37.2,L,FALSE
GB-00-02-16,PIPO,13.4,L,FALSE
GB-00-02-16,PIPO,15.3,L,FALSE
GB-00-02-16,PIPO,7.6,L,FALSE
GB-00-02-16,PIPO,12.4,L,FALSE
GB-00-02-16,PIPO,8.3,L,FALSE
GB-00-02-16,PIPO,8,L,FALSE
GB-00-02-16,PIPO,11.2,L,FALSE
GB-00-02-16,PIPO,9.7,L,FALSE
GB-00-02-16,PIPO,13.3,L,FALSE
GB-00-02-16,PIPO,9.9,L,FALSE
GB-00-02-16,PIPO,12.5,L,FALSE
GB-00-02-16,PIPO,10.6,L,FALSE
GB-00-02-16,PIPO,17.6,L,FALSE
GB-00-02-16,PIPO,8.1,L,FALSE
GB-00-02-16,PIPO,9.8,L,FALSE
GB-00-02-16,PIPO,9,L,FALSE
GB-00-02-16,PIPO,15.9,L,FALSE
GB-00-02-16,PIPO,8.6,L,FALSE
GB-00-02-16,PIPO,12.7,L,FALSE
GB-00-02-16,PIPO,5,D,FALSE
H16,ABCO,57.2,L,FALSE
H16,PIST,38.3,L,FALSE
H16,PIST,7.2,L,FALSE
H16,ABCO,8.2,L,FALSE
H16,PIST,5,L,FALSE
H16,PIPO,56.9,L,FALSE
H16,PIST,13.3,L,FALSE
H16,POTR,25.6,L,FALSE
H16,PSME,13.5,L,FALSE
H16,PIST,14.1,L,FALSE
H16,PSME,56.5,L,FALSE
H16,PSME,14.1,L,FALSE
H16,PIEN,32.3,L,FALSE
H16,PIST,85.1,L,FALSE
H16,PIST,25.9,L,FALSE
H16,PIST,21.1,L,FALSE
H16,PIST,11.4,L,FALSE
H16,PIST,44.5,L,FALSE
H16,PIST,28.4,L,FALSE
H16,PIEN,15,L,FALSE
H16,ABCO,9.2,L,FALSE
H16,POTR,3.1,L,FALSE
H16,PIST,29.2,L,FALSE
H16,PIEN,54.2,L,FALSE
H16,PIST,38.1,L,FALSE
H16,PIPO,6.5,D,FALSE
H16,PIST,9.6,D,FALSE
H16,PIST,18.2,D,FALSE
H16,PIST,4.6,D,FALSE
H16,PIST,11.9,D,FALSE
H16,PIST,12.9,D,FALSE
H16,PIST,5.5,D,FALSE
H16,PIST,4.3,D,FALSE
HD,PIPO,59.1,L,FALSE
HD,PIST,21.2,L,FALSE
HD,PIST,28.2,L,FALSE
HD,PIST,39.5,L,FALSE
HD,PIPO,51.7,L,FALSE
HD,PIPO,36.4,L,FALSE
HD,PIPO,23.5,L,FALSE
HD,PIST,57.7,L,FALSE
HD,PIPO,58,L,FALSE
HD-72,PIPO,46.5,L,FALSE
HD-72,PIPO,56.9,L,FALSE
HD-72,PIST,16.5,L,FALSE
HD-72,PIAR5,3.7,L,FALSE
HD-72,PIPO,6.5,L,FALSE
HD-72,PIST,12,L,FALSE
HD-72,PIAR5,2.7,L,FALSE
HD-72,PIAR5,6,L,FALSE
HD-72,PIAR5,6.9,L,FALSE
HD-72,PIAR5,4.5,L,FALSE
HD-72,PIPO,60.2,L,FALSE
HD-72,PIST,2.6,L,FALSE
HD-72,PIAR5,43.7,L,FALSE
HD-72,PIST,5.6,L,FALSE
HD-72,PIAR5,8.2,L,FALSE
HD-72,PIAR5,4.1,L,FALSE
HD-72,PIAR5,6.8,L,FALSE
HD-72,PIPO,4,L,FALSE
HD-72,PIST,4.1,L,FALSE
HD-72,PIST,3.3,L,FALSE
HD-72,PIAR5,4.7,L,FALSE
HD-72,PIAR5,3.9,L,FALSE
HD-72,PIPO,4.4,L,FALSE
HD-72,PIST,3.6,L,FALSE
HD-72,PIAR5,5,L,FALSE
HD-72,PIAR5,12,L,FALSE
HD-72,PIST,3.3,L,FALSE
HD-72,PIST,2.9,L,FALSE
HD-72,PIAR5,2.9,L,FALSE
HD-72,PIAR5,6.5,L,FALSE
HD-72,PIAR5,6.1,L,FALSE
HD-72,PIAR5,6,L,FALSE
HD-72,PIAR5,3.1,L,FALSE
HD-72,PIAR5,3.9,L,FALSE
HD-72,PIAR5,5.8,L,FALSE
HD-72,PIPO,4.9,L,FALSE
HD-72,PIAR5,5.8,L,FALSE
HD-72,PIAR5,7.5,L,FALSE
HD-72,PIAR5,6.3,L,FALSE
HD-72,PIST,3.5,L,FALSE
HD-72,PIAR5,7.2,L,FALSE
HD-72,PIPO,7.7,L,FALSE
HD-72,PIAR5,10.1,L,FALSE
HD-72,PIAR5,4.7,L,FALSE
HD-72,PIST,19.2,L,FALSE
HD-72,PIAR5,4.1,L,FALSE
HD-72,PIST,2.8,L,FALSE
HD-72,PIST,31.1,L,FALSE
HD-72,PIST,4.6,L,FALSE
HD-72,PIAR5,3.4,L,FALSE
HD-72,PIAR5,4.3,L,FALSE
HD-72,PIAR5,4.8,L,FALSE
HD-72,PIAR5,5.2,L,FALSE
HD-72,PIAR5,4.3,L,FALSE
HD-72,PIAR5,4.2,L,FALSE
HD-72,PIPO,3.8,L,FALSE
HD-72,PIPO,5.5,L,FALSE
HD-72,PIPO,51.1,D,FALSE
I19,PSME,26.6,L,FALSE
I19,PSME,27.7,L,FALSE
I19,PIPO,6.5,L,FALSE
I19,PIPO,14.3,L,FALSE
I19,PIPO,7.9,L,FALSE
I19,PIPO,3.4,L,FALSE
I19,PIPO,59,L,FALSE
I19,PIPO,7.8,L,FALSE
I19,PIST,21,L,FALSE
I19,PIST,18.9,L,FALSE
I19,PSME,22.9,L,FALSE
I19,PIPO,24.2,L,FALSE
I19,PIPO,22.3,L,FALSE
I19,PIPO,12.8,L,FALSE
I19,PSME,21.9,L,FALSE
I19,PSME,8.8,L,FALSE
I19,PIPO,11.7,L,FALSE
I19,ABCO,31.1,L,FALSE
I19,PIPO,3.7,L,FALSE
IS,PIPO,37.1,L,FALSE
IS,PIPO,7.8,L,FALSE
IS,PIPO,11,L,FALSE
IS,PIST,24.8,L,FALSE
IS,PIPO,43.5,L,FALSE
IS,PIPO,37.7,L,FALSE
IS,PIPO,43.7,L,FALSE
IS,PIPO,21.7,L,FALSE
IS,PIPO,49.3,L,FALSE
IS,PIPO,37.9,L,FALSE
IS,PIPO,33.3,L,FALSE
IS,PIPO ,68.2,D,FALSE
IS,PIPO ,10,DD,FALSE
J18,PSME,26.3,L,FALSE
J18,PSME,38.4,L,FALSE
J18,PIST,22.1,L,FALSE
J18,ABCO,28.1,L,FALSE
J18,ABCO,28.2,L,FALSE
J18,ABCO,32.3,L,FALSE
J19,ABCO,22.4,L,FALSE
J19,PSME,80.5,L,FALSE
J19,ABCO,31.5,L,FALSE
J19,ABCO,59.2,L,FALSE
J19,ABCO,63.1,L,FALSE
J19,PSME,49.3,L,FALSE
