tree,n_missing_total,n_missing_1980_on,n_outliers_total
301201_raw,1226,45,1
301203_raw,1197,45,1
301204_raw,1354,45,0
302201_raw,1366,45,0
306203_raw,1326,45,0
307202_raw,1243,45,1
307204_raw,1280,45,3
309202_raw,1348,45,3
309203_raw,1229,45,1
309205_raw,1179,45,1
309206_raw,1315,45,1
309207_raw,1345,45,3
309211_raw,1300,45,3
309214_raw,1313,45,3
310203_raw,1325,45,3
310205_raw,1343,45,1
311202_raw,1346,45,0
314201_raw,1338,45,2
314202_raw,1347,45,3
314203_raw,1347,45,3
315201_raw,1347,45,1
317201_raw,1324,45,0
317202_raw,1324,45,3
317203_raw,1323,45,0
318201_raw,1291,45,0
318202_raw,1314,45,2
318204_raw,1348,45,1
318205_raw,1338,45,1
318206_raw,1354,45,2
322201_raw,1281,45,0
323201_raw,1341,45,2
324201_raw,1289,45,4
329201_raw,1339,45,1
304201_raw,1285,45,1
304206_raw,1367,45,0
304210_raw,1341,45,4
304213_raw,1396,45,2
304215_raw,1410,45,0
323202_raw,1165,45,3
399201_raw,1013,45,9
399202_raw,1093,45,8
399203_raw,1063,45,3
399204_raw,1054,45,7
399205_raw,1117,45,1
WCP011_raw,1088,37,4
WCP012_raw,1068,37,10
WCP021_raw,881,37,12
WCP022_raw,887,37,5
WCP031_raw,1185,37,4
WCP032_raw,1187,37,1
WCP041_raw,1078,37,8
WCP042_raw,1077,37,8
WCP051_raw,1077,37,4
WCP052_raw,1076,37,5
WCP061_raw,999,37,15
WCP062_raw,995,37,12
WCP071_raw,1088,37,4
WCP072_raw,1087,37,0
WCP081_raw,1145,37,1
WCP082_raw,1147,37,0
WCP091_raw,1147,37,1
WCP092_raw,1150,37,3
WCP101_raw,1084,42,1
WCP111_raw,1089,37,9
WCP112_raw,1072,37,6
