age_CE,MR1A_raw,MR1B_raw,MR10A_raw,MR10B_raw,MR11A_raw,MR11B_raw,MR12A_raw,MR12B_raw,MR13A_raw,MR13B_raw,MR14A_raw,MR14B_raw,MR15A_raw,MR15B_raw,MR16A_raw,MR16B_raw,MR17A_raw,MR17B_raw,MR18A_raw,MR18B_raw,MR2B_raw,MR20A_raw,MR20B_raw,MR21A_raw,MR21B_raw,MR22A_raw,MR22B_raw,MR23A_raw,MR23B_raw,MR24A_raw,MR24B_raw,MR25A_raw,MR25B_raw,MR27A_raw,MR27B_raw,MR28A_raw,MR28B_raw,MR29A_raw,MR29B_raw,MR3A_raw,MR3B_raw,MR30A_raw,MR4A_raw,MR4B_raw,MR5A_raw,MR6A_raw,MR6B_raw,MR7A_raw,MR7B_raw,MR8A_raw,MR8B_raw,MR9A_raw,MR9B_raw
2001,0.8743,0.0853,2.7367,1.4174,0.0715,-0.1478,-0.3310,0.3435,3.1308,0.4628,0.8740,1.8165,-0.0479,-0.2400,-0.0587,2.1824,-0.4875,-0.5916,0.3775,1.0275,0.1148,0.1146,-0.1841,-0.6588,0.3846,-0.6168,0.6905,-0.4043,-0.8594,-0.3701,1.0917,1.2543,1.2559,-0.0664,0.7581,-0.9679,-0.3471,-0.5221,0.9501,-1.3803,-0.7166,0.3818,0.2109,-0.3805,-0.4869,0.5027,1.3689,-0.9010,-0.1127,0.2524,-0.4059,-0.0977,0.3779
2002,-0.5033,0.8335,3.1365,0.6444,-0.4801,-0.8467,-0.1262,-0.1137,1.1388,-0.1423,-0.3103,-0.5402,0.3198,-0.4960,1.4873,1.2551,-1.1284,-0.7543,-0.7839,0.1235,0.2307,-0.6442,-0.5275,-0.6588,0.1765,-1.4308,-0.8753,-0.7801,-1.3859,0.7122,0.7972,1.5955,2.3317,-1.1288,2.9638,-0.7647,-0.0699,-0.5763,0.0400,-1.2617,0.5399,0.2714,-0.6650,-1.2593,-0.5768,0.5420,-0.6486,-0.8477,-0.2999,-0.6048,-0.9015,-0.4726,-0.3602
2003,-1.6855,-0.8266,1.1136,1.1413,-0.3268,-0.6402,-0.9046,-0.5150,-0.1086,-0.1576,-1.6107,-1.7273,-0.4345,-0.8618,-1.2309,0.2684,-1.4788,-1.5214,-1.2670,-0.2013,-0.1268,-0.6822,-0.8113,-1.6870,1.0504,-1.0922,-1.0861,-1.4348,-1.9934,1.7636,-0.0551,-0.7278,2.6756,-1.2186,-0.1502,-0.9679,-0.4052,-0.2662,-0.6633,0.2886,-0.4882,-0.5019,-1.6515,-1.4902,-1.0862,-0.7559,-0.8484,0.5471,-0.6412,-0.0585,-0.4938,-0.9030,-0.5615
2004,-1.4455,-0.5226,1.7052,1.3760,-0.8784,-0.7355,-0.1320,-0.6643,0.5244,-0.5482,-1.3672,-0.0256,-0.4816,1.0767,-0.7043,-0.1619,-1.4288,-1.2773,0.6756,0.6744,-0.2234,-0.2585,-0.1791,-0.7842,1.4415,-1.3515,-1.6582,-0.3436,-1.2138,-0.1691,0.5415,-0.0292,2.3141,-0.4255,-0.9124,-1.2064,-0.4857,-0.6228,-1.1598,-1.5171,-1.2116,0.9657,-1.7990,-1.2444,-0.7790,-0.6773,-0.4888,-0.2196,-0.7513,-0.1678,-0.7017,0.5341,1.9717
2005,-0.9655,0.1321,2.0251,0.4374,-0.4188,-0.7355,-0.0091,-0.7856,0.7850,-0.4793,-0.4099,0.0504,-0.5759,0.1623,0.3321,-0.2880,-0.7078,-0.6032,0.1823,0.7309,-0.0785,-0.3849,-0.1642,-0.3578,0.8673,-0.2998,-0.9054,-1.8713,-0.4545,-0.8184,0.1464,0.9456,1.4058,1.2055,0.7581,-0.4821,-0.3560,-0.6151,-0.8840,-1.5991,-1.7193,3.3014,-1.0522,-0.7826,-0.5843,-0.0578,-0.0993,-0.3473,-0.4871,0.1768,0.1617,-0.4934,-1.7023
2006,-0.2545,0.4360,2.9286,-0.2804,-1.0010,-0.5767,-0.6705,-0.8696,-0.0900,-0.1729,-0.9854,-0.8794,-0.7174,-0.6698,1.5213,-0.1693,-1.1183,-0.9751,-0.3625,0.5614,-0.3103,-0.4798,-0.1492,-0.1572,1.3500,-0.5375,-0.8753,-1.3015,-1.0619,-0.2309,0.2936,1.8717,1.2912,-0.2310,-0.4421,-0.8354,-0.6377,-0.7314,0.0675,-1.1523,-0.6532,1.5497,-1.4025,-0.9837,-0.8764,-0.5888,-0.0294,0.4086,-0.9165,-0.5712,-0.7017,-0.3754,-0.8635
2007,-1.6944,-0.4525,3.4563,-0.0181,-1.0929,-1.1168,-2.6431,-1.9287,-1.0581,-1.0691,-1.4502,-2.0548,-1.0945,-2.0596,-0.4834,0.1942,-1.5289,-1.7306,-1.8940,-0.7805,-1.3441,-0.7644,-1.2045,-0.1447,1.2252,-1.2507,-2.1701,-0.8044,-1.2847,-0.2618,0.0921,0.5394,-0.2607,-1.5178,0.3202,-1.2771,-0.4901,-1.0260,-1.1598,-0.7784,0.6160,0.5554,-2.4075,-2.1158,-1.3858,-1.4442,-1.2779,0.4299,-0.9935,-0.4955,-0.3819,-0.9030,-1.7359
2008,-1.1966,0.4594,4.4078,1.1827,-0.4188,-0.8785,-0.0384,-0.6596,2.0883,0.2177,0.0052,-0.2537,-0.3874,-1.2184,-1.5537,2.4272,-0.7979,-0.7543,-0.5886,0.0882,-0.8224,-0.4861,-0.0945,0.7080,1.6080,-0.8041,-0.5290,-1.0832,-1.7706,0.6040,0.3711,3.3988,1.3618,-0.1711,0.0445,-0.8178,-0.1951,-0.3592,0.3985,-1.1979,-0.8436,1.3287,-1.3103,-0.9390,0.1274,-0.7068,1.1392,0.0253,0.1735,0.1432,0.2975,-0.4587,-1.1990
2009,-1.3211,-0.3823,1.7292,-0.2252,-1.3993,-1.0215,-1.2968,-1.8960,0.6175,0.3096,-1.4613,-2.3180,-0.1894,-1.8310,2.1329,1.9005,-1.4488,-1.3587,-0.7531,-0.2155,-0.7741,0.3044,-0.7814,0.2942,1.7328,-1.2867,-0.8904,-1.8107,-2.3275,-0.5401,-0.5743,2.8139,0.4800,1.1906,0.0931,-0.8266,-0.1415,-0.3592,0.8122,-1.6812,-2.2143,1.3603,-1.4210,-1.8327,-1.3484,-0.9133,-0.6786,-0.7732,-0.3219,-0.5964,-0.7337,-1.5973,-1.2661
2010,-0.7078,-0.1251,1.9371,1.1413,-0.2349,-1.0691,-1.3436,-2.3393,1.5670,0.3326,-1.0463,-0.1601,-0.3685,-0.5692,2.8804,3.1320,-0.4875,-0.7892,-0.3419,0.6320,0.0375,-0.0182,-0.3533,0.5074,1.2002,-0.5303,0.5098,-1.0347,-0.6367,-0.5247,-0.0474,4.6173,1.0796,-0.4554,-0.7665,-0.5439,-0.1906,-0.4135,2.9220,-0.9334,-1.7447,2.8911,-0.5451,-0.4028,-0.6741,-0.2643,-0.6686,-0.3899,-0.4981,0.5045,1.0010,-0.2852,-0.7964
2011,-1.5166,-0.9668,0.9217,-0.1286,-0.6945,-1.4504,-0.2432,-2.2740,0.8595,0.3173,-1.3340,0.3954,-0.6042,-0.8435,0.9776,2.7462,-0.8480,-1.2076,-0.2083,0.3213,-0.3586,-0.3596,-0.2886,0.2064,0.4012,-0.8113,-0.5441,-0.0284,-1.3049,0.1092,0.0224,3.2526,1.8203,-2.1912,-1.6423,-0.4644,-0.4767,-0.8012,1.8464,-1.4441,-1.2878,3.3330,0.3860,-1.3338,-0.6517,0.0602,-1.0781,-0.7839,-0.1458,-0.6048,0.6493,-0.4587,-0.1757
2012,-2.0321,-1.2240,2.4648,-0.5427,-0.0511,-1.0532,-0.4364,-1.6674,0.1707,0.6314,-1.2178,-0.1952,-0.2176,0.8206,3.6789,2.0489,-0.2572,-0.9984,-0.1364,0.3636,-0.2717,-0.6569,-0.2239,0.7456,0.9006,-0.8473,0.4947,-0.0284,-0.7278,0.6658,-1.1089,2.6759,1.6175,0.3676,0.0607,0.3659,0.1625,-0.3282,-0.2910,-0.0123,-0.3866,3.1436,-1.5593,-0.3507,-1.5956,-0.2643,-1.4676,-0.3473,-0.7623,0.1936,0.5693,-0.1602,0.6296
2013,-1.9699,-0.6863,2.5848,-0.3632,-0.5413,-1.0850,-0.0208,-0.3564,-1.0953,-0.2418,-1.1735,-1.3999,-0.3685,0.3818,1.9630,1.8263,-0.1971,-1.3122,-0.9175,0.0670,-0.9383,-0.9414,-0.0547,0.6328,0.6759,-0.6672,-0.3333,-0.0284,-1.0721,0.6967,-1.2561,1.9366,0.0744,-1.6974,-2.4208,-0.2701,0.0463,-0.5686,-1.8768,-1.3620,-1.3766,1.6759,-1.2366,-0.5145,-1.3334,0.3552,-0.4289,-0.4538,-0.5091,-0.2014,-0.4379,-0.5420,-0.5951
2014,-1.7033,-2.2060,1.5773,0.2579,-0.0204,-1.0215,-1.0217,-0.9209,-0.8533,0.3096,-1.2953,-1.6338,-0.7551,-0.4595,0.2641,0.7580,-0.2672,-0.7078,-0.7942,-0.1307,-0.8030,0.2411,-0.1393,0.2064,-0.3228,-1.0418,-0.8151,-0.0284,-1.4365,3.6189,-0.2953,0.2957,0.0127,0.2928,-0.4259,-0.7736,0.0686,-0.2740,-1.1873,-1.3073,-0.9324,1.8653,-0.2317,-0.6337,-1.5881,-0.3823,-1.7173,0.4619,-0.2339,-0.0333,-0.4459,-0.2504,0.7135
2015,-2.2721,-3.6323,0.5618,-0.7911,0.1021,-1.2915,-2.5787,-1.9987,-1.0767,-0.6095,-1.3174,-2.1718,-0.7551,-1.1453,-0.1096,0.6022,-0.8280,-1.4401,-1.4006,-0.6251,-1.5856,-0.9035,-0.4728,-0.2701,-0.4643,-1.5821,-0.7850,-0.0284,-2.3882,-0.6947,-1.2251,-1.7351,-0.6134,-0.0664,-1.0746,-1.3036,-0.4678,-0.7469,-1.6562,-1.8819,-2.3793,0.1135,-2.0756,-1.4231,-1.3933,-1.3066,-1.3078,-0.8052,-1.3568,-0.4115,-0.9815,-0.9794,-1.4003
2016,-3.0365,-3.7726,-0.2617,-1.4261,-1.4606,-1.5298,-0.0881,-0.0858,-2.7895,-1.3219,-1.8819,-2.7449,-0.6419,-2.4528,-2.6240,-0.1026,-1.4187,-1.9747,-1.7501,-0.4838,-0.2427,-1.4347,-1.3389,0.5826,-0.7805,-1.4308,-1.1614,-0.0284,-2.7021,-0.9267,-1.6745,-1.2720,-0.6928,1.9687,-0.5070,-1.6216,-0.5527,-1.0880,-2.1940,-1.8180,-1.6432,0.1293,-0.0842,-2.3541,-1.4158,-0.6281,-1.0082,-0.6348,-1.4669,-0.7392,-1.1174,-0.8544,-1.7023
2017,-0.0945,-3.4686,-0.4376,-1.4537,-1.6751,-1.4980,-0.0881,-0.0858,-1.8214,-0.7474,-2.0977,-2.6864,-0.6231,-2.7637,-1.1969,0.2981,-2.0396,-1.9980,-2.8601,-1.8116,-0.2330,-1.7319,-1.8416,-0.2074,-1.3964,-2.0791,-1.0710,-0.0284,-3.3602,-3.0293,-1.6436,-2.9211,-4.6431,-0.6350,-0.3124,-1.2506,-0.4365,-1.4137,-0.7874,-2.1190,-2.4047,-0.9438,-0.0842,-1.7359,-1.4982,-0.2938,-1.3478,-1.1352,-1.9183,-0.5039,-0.9415,-0.9725,-2.0882
2018,-0.0945,-0.0316,0.9936,-0.5979,-1.3074,-1.2280,-0.0881,-0.0858,-3.9810,-1.2682,-0.1221,-0.0607,-0.6702,-3.2117,-1.2479,0.2610,-2.5502,-2.2653,-2.3976,-1.3243,-0.2330,-1.7319,-1.8167,-0.2199,-0.2479,-2.5185,-0.8753,-0.0284,0.0011,-4.2508,-2.0852,-0.0617,0.0038,-0.2010,-0.2799,-1.6393,-0.7494,-1.5377,-3.7522,-2.2558,-2.7982,-1.5278,-0.0842,-1.8998,-1.7079,-1.1787,-1.3778,-1.6356,-2.5129,-0.8653,-1.8288,-1.3126,-2.6418
2019,-0.0945,-0.0316,-1.3731,-1.1914,-0.2043,-0.2431,-0.0881,-0.0858,-0.0155,-1.8351,-0.1221,-0.0607,-0.5665,-2.5442,0.7398,0.4390,-2.2899,-2.4629,-2.8396,-1.8186,-0.2330,-1.8015,-2.0756,0.5826,-0.4143,-3.0228,-2.9078,-0.0284,0.0011,-2.1635,-1.8915,-0.0617,0.0038,0.1132,0.5148,-1.3654,-1.0489,-1.5222,-3.3661,-1.7815,-2.4428,-1.5278,-0.0842,-0.0379,-0.1797,-0.0283,-0.0594,-2.0296,-2.5349,-0.9493,-1.2852,-2.7428,-2.6921
2020,-0.0945,-0.0316,-0.3177,-0.9429,-0.2043,-0.2431,-0.0881,-0.0858,-0.0155,-1.5363,-0.1221,-0.0607,-0.4628,-2.0962,-0.3645,0.8174,-2.1497,-2.0677,-2.5929,-1.7197,-0.2330,-1.6560,-1.7620,-1.9629,-2.0705,-2.7130,-2.6067,-0.0284,0.0011,-1.4833,-1.0159,-0.0617,0.0038,-1.1138,-0.1340,-0.9149,-0.9461,-1.4137,-3.0214,-1.8727,-2.5190,-0.0601,-0.0842,-0.0379,-0.1797,-0.0283,-0.0594,-2.2106,-2.5789,-0.7728,-1.3971,-1.4445,-0.7461
