tree,n_missing_total,n_missing_1980_on,n_outliers_total
dpr01a_raw,235,45,2
dpr01b_raw,226,45,1
dpr02a_raw,370,32,1
dpr04a_raw,401,45,1
dpr04b_raw,378,45,0
dpr05a_raw,314,45,4
dpr05b_raw,292,32,0
dpr06a_raw,355,32,2
dpr06b_raw,300,32,2
dpr07a_raw,305,32,0
dpr08a_raw,291,32,5
grv03a_raw,271,32,2
grv03b_raw,261,32,2
grv04b_raw,326,32,2
grv05a_raw,351,32,2
grv05b_raw,359,32,1
grv06a_raw,351,32,2
grv06b_raw,341,32,1
grv08a_raw,381,37,0
grv09a_raw,314,32,4
grv10a_raw,354,32,1
grv10b_raw,351,32,2
grv13a_raw,398,32,0
grv14a_raw,370,32,1
DON02A_raw,429,19,0
DON03A_raw,392,19,1
DON05A_raw,406,19,2
DON06A_raw,380,19,3
DON07A_raw,428,19,0
DON09A_raw,402,19,0
DON10A_raw,436,19,0
DON11A_raw,414,19,1
DON13A_raw,275,19,1
DON14A_raw,355,19,2
DON15A_raw,359,19,2
DON16A_raw,435,19,1
DON17A_raw,395,19,1
DON18A_raw,414,19,0
DON19A_raw,437,28,1
DON22A_raw,246,45,3
DON23A_raw,416,19,1
DON24A_raw,403,19,1
DON25A_raw,435,19,0
DON26A_raw,414,19,0
DON27A_raw,431,19,1
DON28A_raw,417,19,0
DON29A_raw,403,19,0
DON31A_raw,430,19,1
DON32A_raw,371,19,0
DON33A_raw,379,19,0
DON34A_raw,418,19,1
DON36A_raw,388,19,2
DON37A_raw,416,19,2
DON38A_raw,362,19,3
DON39A_raw,353,19,1
DON40A_raw,362,19,1
DON41A_raw,162,19,4
DON42A_raw,268,19,3
DON42B_raw,250,19,3
DON43A_raw,437,19,0
DON43B_raw,405,45,1
DON44A_raw,272,19,4
DON44B_raw,214,19,5
DON46A_raw,274,19,1
DON47B_raw,349,45,3
DON48A_raw,296,19,2
DON49A_raw,324,19,3
DON51A_raw,199,45,2
DON52A_raw,296,45,0
DON53A_raw,361,45,2
DON54A_raw,348,45,0
DON55A_raw,316,45,2
DON56A_raw,273,45,4
DON56B_raw,339,45,1
DON57A_raw,139,45,4
DON58A_raw,348,45,2
DON59A_raw,284,45,3
DON59B_raw,274,45,2
DON60A_raw,278,45,0
DON64A_raw,327,45,1
DON65A_raw,380,45,2
DON66A_raw,356,45,1
DON67A_raw,219,45,4
DON67B_raw,242,45,2
DON68A_raw,320,45,1
DON69A_raw,314,45,0
DON70A_raw,347,45,1
DON81A_raw,348,19,2
DON82A_raw,255,19,4
DON83A_raw,295,19,4
