INVYR	STATECD	COUNTYCD	PLOT	SUBPLOT	TREE	SPCD	T1_DIA	T1_HT	T2_DIA	SITETREE_HT	SITETREE_BHAGE	SITETREE_SITREE	SICOND	LAT	LON	ELEV	ECOSUBCD	STDAGE	SLOPE	ASPECT	BALIVE	SDI	DateFirst	DateEnd	MEASYEAR	MEASMON	MEASDAY	RINGCOUNT	METHOD	CORE_CN	PLT_CN	TRE_CN	SIT_CN
1999	4	5	1775	4	12	122	21.2			71	131	38	44	34.831971	-111.44471	7400	M313A	97	0	0	372.7568	131.324822	1859	1995	1995	10	11	137	scope	295713778489998	2489743010690		2489762010690
1999	4	5	1788	1	7	122	10.6	44	10.7	44	61	33	32	34.78198	-111.541715	6800	M313A	122	0	0	192.2114	333.3003283	1934	1995	1995	11	9	62	scope	295713780489998	2489976010690	2489988010690	2490045010690
1999	4	5	1788	2	2	122	5.2	37	5.1				32	34.78198	-111.541715	6800	M313A	122	0	0	192.2114	333.3003283	1908	1994	1995	11	9	87	scope	295713781489998	2489976010690	2489990010690	
1999	4	5	1788	2	8	122	11.4	47	11.8	47	76	30	32	34.78198	-111.541715	6800	M313A	122	0	0	192.2114	333.3003283	1919	1995	1995	11	9	77	scope	295713782489998	2489976010690	2489996010690	2490046010690
1999	4	5	1788	3	5	122	6.7	28	7.3				32	34.78198	-111.541715	6800	M313A	122	0	0	192.2114	333.3003283	1934	1994	1995	11	9	61	scope	295713783489998	2489976010690	2490026010690	
1999	4	5	1790	3	6	122	13.6			65	103	38	42	34.786874	-111.446654	7400	M313A	102	180	180	70.785	115.6917849	1896	1994	1995	10	19	99	scope	295713784489998	2490050010690		2490071010690
1999	4	5	1790	3	7	122	13.8			65	74	45	42	34.786874	-111.446654	7400	M313A	102	180	180	70.785	115.6917849	1920	1994	1995	10	19	75	scope	295713785489998	2490050010690		2490072010690
1999	4	5	1791	1	19	122	15.6			54	78	35	37	34.781733	-111.365746	8100	M313A	102	209	209	155.6668	277.8671795	1922	1994	1995	10	26	73	scope	295713786489998	2490073010690		2490120010690
1999	4	5	1791	1	20	122	13.2			57	72	39	37	34.781733	-111.365746	8100	M313A	102	209	209	155.6668	277.8671795	1921	1994	1995	10	26	74	scope	295713787489998	2490073010690		2490121010690
1999	4	5	1792	4	1	122	10.5	29	11.2	29	35	32	33	34.781842	-111.327492	7100	M313A	0	0	0	13.7074	25.52840583	1962	1995	1995	11	1	34	scope	295713788489998	2490126010690	2490133010690	2490137010690
1999	4	5	1792	4	2	122	9.8	32	10.6	32	38	33	33	34.781842	-111.327492	7100	M313A	0	0	0	13.7074	25.52840583	1958	1995	1995	11	1	38	scope	295713789489998	2490126010690	2490134010690	2490138010690
1999	4	5	1803	2	9	122	12.7			56	96	33	34	34.747513	-111.540903	6400	M313A	83	11	11	88.1536	47.26634142	1901	1995	1995	11	28	95	scope	295713791489998	2490198010690		2490221010690
1999	4	5	1804	2	2	122	17.6	82	17.7	82	122	48	40	34.756033	-111.49347	6900	M313A	87	10	10	69.2776	132.2011596	1871	1994	1995	11	7	124	scope	295713793489998	2490224010690	2490235010690	2490263010690
1999	4	5	1806	2	12	122	11			61	93	37	36	34.741065	-111.39397	7400	M313A	103	250	250	159.2946	250.7770173	1908	1995	1995	10	30	88	scope	295713796489998	2490297010690		2490341010690
1999	4	5	1806	2	13	122	10.7			55	88	34	36	34.741065	-111.39397	7400	M313A	103	250	250	159.2946	250.7770173	1909	1995	1995	10	30	87	scope	295713797489998	2490297010690		2490342010690
1999	4	5	1807	4	7	122	10.2			44	43	42	43	34.742118	-111.343722	7300	M313A	67	0	0	89.5688	173.971342	1955	1994	1995	11	8	40	scope	295713798489998	2490344010690		2490389010690
1999	4	5	1819	3	7	122	8.4	45	8.6	45	58	35	36	34.693851	-111.483274	6700	M313A	75	8	8	163.4335	310.3405114	1942	1995	1996	1	5	54	scope	295713800489998	2490473010690	2490512010690	2490541010690
1999	4	5	1819	3	11	122	11.7	55	12.8	55	74	37	36	34.693851	-111.483274	6700	M313A	75	8	8	163.4335	310.3405114	1923	1995	1996	1	5	73	scope	295713801489998	2490473010690	2490516010690	2490542010690
1999	4	5	1820	1	1	122	10.3			40	55	32	33	34.716504	-111.455011	6900	M313A	87	0	0	33.4598	28.75308001	1941	1995	1995	11	1	55	scope	295713802489998	2490544010690		2490583010690
1999	4	5	1820	2	13	122	9.7			52	50	45	45	34.716504	-111.455011	6900	M313A	82	245	245	165.081	144.0478267	1946	1995	1995	11	1	50	scope	295713803489998	2490544010690		2490585010690
1999	4	5	1822	4	12	122	12.4			39	37	41	38	34.693426	-111.342428	6900	M313A	123	0	0	177.3221	286.4955155	1960	1994	1995	10	3	35	scope	295713804489998	2490602010690		2490646010690
1999	4	5	1824	4	4	122	9.2			38	44	35	40	34.69281	-111.21796	6800	M313A	0	0	0	18.0072	35.93115406	1948	1995	1995	11	2	48	scope	295713805489998	2490667010690		2490683010690
1999	4	5	1824	4	5	122	11.1			50	47	45	40	34.69281	-111.21796	6800	M313A	0	0	0	18.0072	35.93115406	1949	1995	1995	11	2	47	scope	295713806489998	2490667010690		2490684010690
1999	4	5	1835	4	8	122	12.3			57	80	37	40	34.649797	-111.448098	6900	M313A	107	233	233	58.2009	70.85994197	1915	1995	1995	11	2	81	scope	295713811489998	2490821010690		
1999	4	5	1840	4	3	122	18.2			49	95	28	29	34.657746	-111.14693	6700	M313A	0	44	44	14.9375	27.19396351	1901	1995	1995	10	17	95	scope	295713815489998	2490942010690		2490953010690
1999	4	5	1840	4	4	122	17.5			46	76	30	29	34.657746	-111.14693	6700	M313A	0	44	44	14.9375	27.19396351	1921	1994	1995	10	17	74	scope	295713816489998	2490942010690		2490954010690
1999	4	5	1850	3	11	122	8.1			36	46	32	31	34.599341	-111.43583	7000	M313A	66	80	80	34.69	67.42164119	1951	1994	1995	11	2	44	scope	295713818489998	2491141010690		2491169010690
1999	4	5	1850	3	12	122	10.7			38	57	29	31	34.599341	-111.43583	7000	M313A	66	80	80	34.69	67.42164119	1941	1994	1995	11	2	54	scope	295713819489998	2491141010690		2491170010690
1999	4	5	1851	1	12	122	7.4	42	7.7	42	54	34	35	34.605805	-111.391146	6800	M313A	70	0	0	131.6519	256.3974843	1942	1994	1995	11	3	53	scope	295713820489998	2491175010690	2491192010690	2491245010690
1999	4	5	1851	2	8	122	12.9	52	13.8	52	71	36	35	34.605805	-111.391146	6800	M313A	70	0	0	131.6519	256.3974843	1929	1994	1995	11	3	66	scope	295713821489998	2491175010690	2491206010690	2491246010690
1999	4	5	1852	1	6	122	8.7	56	9.5	56	52	47	49	34.621348	-111.318131	6900	M313A	95	187	187	148.6645	126.1854022	1943	1994	1995	11	7	52	scope	295713822489998	2491247010690	2491259010690	2491287010690
1999	4	5	1852	2	17	122	13.5			73	76	51	49	34.621348	-111.318131	6900	M313A	95	187	187	148.6645	126.1854022	1920	1995	1995	11	7	76	scope	295713823489998	2491247010690		2491288010690
1999	4	5	1853	2	1	122	9.5			34	38	35	35	34.625953	-111.278876	7100	M313A	107	110	110	81.542	135.452745	1958	1995	1995	11	9	38	scope	295713824489998	2491293010690		2491321010690
1999	4	5	1853	3	10	122	12.7			50	70	34	35	34.625953	-111.278876	7100	M313A	107	110	110	81.542	135.452745	1917	1995	1995	11	9	79	scope	295713825489998	2491293010690		2491322010690
1999	4	5	1854	2	9	122	7.5	44	7.7	44	49	38	44	34.616169	-111.211213	6800	M313A	66	0	0	86.5501	159.6616827	1942	1995	1995	10	16	54	scope	295713826489998	2491324010690	2491339010690	2491352010690
1999	4	5	1854	4	11	122	16.3			58	50	50	44	34.616169	-111.211213	6800	M313A	66	0	0	86.5501	159.6616827	1949	1994	1995	10	16	46	scope	295713827489998	2491324010690		2491353010690
1999	4	5	1855	4	6	122	13.6			70	115	40	43	34.617149	-111.159948	6900	M313A	145	0	0	69.6846	143.786	1889	1995	1995	10	16	107	scope	295713828489998	2491354010690		2491384010690
1999	4	5	1855	4	7	122	19.3			74	100	46	43	34.617149	-111.159948	6900	M313A	145	0	0	69.6846	143.786	1899	1994	1995	10	16	96	scope	295713829489998	2491354010690		2491385010690
1999	4	5	1856	1	6	122	7	32	7.8				43	35.738598	-113.169101	6700	313A	83	65	65	82.6977	123.6239624	1949	1995	1996	8	26	47	scope	295713830489998	2491389010690	2491401010690	
1999	4	5	1856	4	3	122	18.3	65	18.8	65	95	40	43	35.738598	-113.169101	6700	313A	83	65	65	82.6977	123.6239624	1910	1995	1996	8	26	86	scope	295713831489998	2491389010690	2491420010690	2491426010690
1999	4	5	1858	3	2	122	10.1	36	11.2	36	54	28	32	34.61545	-110.986509	6700	M313A	46	0	0	72.3058	152.6234088	1946	1995	1996	5	23	50	scope	295713833489998	2491432010690	2491451010690	2491472010690
1999	4	5	1865	1	13	122	9.2	54	9.5	54	73	37	32	34.576733	-111.453156	6700	M313A	90	216	216	162.7613	278.7547229	1916	1995	1995	11	8	80	scope	295713835489998	2491643010690	2491661010690	2491691010690
1999	4	5	1865	2	13	122	10.5			46	95	26	32	34.576733	-111.453156	6700	M313A	90	216	216	162.7613	278.7547229	1919	1995	1995	11	8	77	scope	295713836489998	2491643010690		2491692010690
1999	4	5	1866	1	11	122	17.4			53	50	46	43	34.566133	-111.38878	6700	M313A	66	100	100	70.6302	131.4034171	1950	1994	1995	10	31	45	scope	295713837489998	2491693010690		2491726010690
1999	4	5	1866	4	10	122	19.8			72	132	39	43	34.566133	-111.38878	6700	M313A	66	100	100	70.6302	131.4034171	1864	1995	1995	10	31	132	scope	295713838489998	2491693010690		2491727010690
1999	4	5	1867	3	2	122	18.5			81	108	49	37	34.560922	-111.32008	6900	M313A	63	0	0	51.518	98.8617204	1878	1995	1995	10	24	118	scope	295713839489998	2491730010690		2491757010690
1999	4	5	1867	4	3	122	7.6			25	42	24	37	34.560922	-111.32008	6900	M313A	63	0	0	51.518	98.8617204	1954	1995	1995	10	24	42	scope	295713840489998	2491730010690		2491758010690
1999	4	5	1868	2	4	122	10			53	83	33	33	34.561937	-111.27321	7200	M313A	124	0	0	77.7146	139.065445	1909	1994	1995	11	9	86	scope	295713841489998	2491759010690		2491791010690
1999	4	5	1868	3	13	122	12.9			50	74	33	33	34.561937	-111.27321	7200	M313A	124	0	0	77.7146	139.065445	1924	1994	1995	11	9	71	scope	295713842489998	2491759010690		2491792010690
1999	4	5	1869	2	2	122	16.6			55	119	28	30	34.561155	-111.213254	7300	M313A	20	230	230	34.666	73.28849609	1869	1994	1995	10	31	126	scope	295713843489998	2491797010690		2491816010690
1999	4	5	1869	4	3	122	18.8			64	141	32	30	34.561155	-111.213254	7300	M313A	20	230	230	34.666	73.28849609	1862	1994	1995	10	31	133	scope	295713844489998	2491797010690		2491817010690
1999	4	5	1871	2	7	122	10.1	33	12.8	33	41	32	35	34.557686	-111.108602	7000	M313A	109	59	59	66.5687	118.0242033	1955	1994	1995	10	10	40	scope	295713846489998	2491861010690	2491878010690	2491889010690
1999	4	5	1871	4	5	122	15.9	69	17	69	121	38	35	34.557686	-111.108602	7000	M313A	109	59	59	66.5687	118.0242033	1870	1994	1995	10	10	125	scope	295713847489998	2491861010690	2491888010690	2491890010690
1999	4	5	1879	1	13	122	7.1	33	8.4	33	33	39	42	34.517054	-111.494232	6600	313C	84	9	9	172.0918	222.2191009	1963	1994	1995	12	12	32	scope	295713851489998	2492188010690	2492207010690	2492238010690
1999	4	5	1879	3	13	122	16.6	63	17.7	63	73	44	42	34.517054	-111.494232	6600	313C	84	9	9	172.0918	222.2191009	1920	1994	1995	12	12	75	scope	295713852489998	2492188010690	2492235010690	2492239010690
1999	4	5	1880	4	1	122	11.1			41	59	31	37	34.530742	-111.452906	6700	M313A	85	35	35	97.7957	211.761189	1937	1994	1995	11	8	58	scope	295713853489998	2492247010690		2492289010690
1999	4	5	1881	4	4	122	15.4	71	16.3	71	82	48	49	34.512018	-111.390706	6900	M313A	87	360	360	96.481	158.7031501	1917	1994	1995	10	17	78	scope	295713854489998	2492294010690	2492318010690	2492322010690
1999	4	5	1881	4	7	122	12	74	12.4	74	81	50	49	34.512018	-111.390706	6900	M313A	87	360	360	96.481	158.7031501	1911	1994	1995	10	17	84	scope	295713855489998	2492294010690	2492321010690	2492323010690
1999	4	5	1882	4	4	122	14.1			75	77	53	54	34.536561	-111.324346	6900	M313A	81	0	0	96.3616	152.0193954	1916	1994	1995	10	23	79	scope	295713856489998	2492327010690		2492348010690
1999	4	5	1882	4	5	122	15.6			79	81	55	54	34.536561	-111.324346	6900	M313A	81	0	0	96.3616	152.0193954	1913	1994	1995	10	23	82	scope	295713857489998	2492327010690		2492349010690
1999	4	5	1883	3	7	122	11.8			62	74	43	40	34.537584	-111.27531	6800	M313A	120	1	1	102.3855	208.8797906	1923	1994	1995	11	6	72	scope	295713858489998	2492351010690		2492392010690
1999	4	5	1883	3	8	122	13			57	79	37	40	34.537584	-111.27531	6800	M313A	120	1	1	102.3855	208.8797906	1924	1995	1995	11	6	72	scope	295713859489998	2492351010690		2492393010690
1999	4	5	1886	3	6	122	11.4	62	12	62	86	39	36	34.520701	-111.120538	7000	M313A	87	17	17	77.7801	168.1384714	1907	1995	1995	10	23	89	scope	295713860489998	2492553010690	2492571010690	2492593010690
1999	4	5	1886	3	7	122	5.5			36	44	33	36	34.520701	-111.120538	7000	M313A	87	17	17	77.7801	168.1384714	1947	1995	1995	10	23	49	scope	295713861489998	2492553010690		2492594010690
1999	4	5	1887	1	8	122	15.1	65	16.5	65	58	52	48	34.534267	-111.071521	7200	M313A	80	97	97	152.8348	274.2310249	1946	1995	1996	5	22	50	scope	295713862489998	2492596010690	2492609010690	2492652010690
1999	4	5	1888	2	5	122	10.3	48	11.5	48	52	40	40	34.53519	-111.003958	7200	M313A	62	292	292	39.9176	77.55207259	1947	1995	1996	5	14	49	scope	295713863489998	2492656010690	2492666010690	2492680010690
1999	4	5	1890	4	2	122	8.8	24	13.1	24	25	36	33	34.520711	-110.887375	6900	M313A	0	282	282	11.8492	23.71106305	1973	1995	1996	5	29	23	scope	295713864489998	2492723010690	2492730010690	2492736010690
1999	4	5	1896	4	8	122	18.3			90	79	65	54	34.466986	-111.371986	7300	M313A	79	0	0	132.6137	169.2986119	1916	1994	1995	10	25	79	scope	295713871489998	2492942010690		2492984010690
1999	4	5	1900	3	1	122	20.5			80	76	57	57	34.471958	-111.159669	7400	M313A	0	0	0	9.3172	19.6037616	1920	1994	1995	10	13	75	scope	295713873489998	2493110010690		2493122010690
1999	4	5	1900	3	2	122	19.1			85	93	56	57	34.471958	-111.159669	7400	M313A	0	0	0	9.3172	19.6037616	1905	1995	1995	10	13	91	scope	295713874489998	2493110010690		2493123010690
1999	4	5	1901	3	23	122	20.4			53	75	35	40	34.477427	-111.106319	7400	M313A	26	0	0	111.8108	237.8779114	1928	1994	1995	10	24	67	scope	295713875489998	2493124010690		2493191010690
1999	4	5	290	1	9	122	12.4	53	13.3	53	57	42	42	36.591831	-112.232657	8400	313A	78	258	258	268.5776	371.6325618	1940	1994	1995	7	27	55	scope	295713507489998	2469201010690	2469216010690	2469298010690
1999	4	5	290	4	2	122	10.1			33	52	27	42	36.591831	-112.232657	8400	313A	78	258	258	268.5776	371.6325618	1939	1994	1995	7	27	56	scope	295713508489998	2469201010690	2469267010690	2469301010690
1999	4	5	292	2	4	122	17.2	71	17.6	71	83	47	48	36.602901	-112.115439	7800	313A	116	69	69	89.2079	136.567604	1911	1994	1995	8	15	84	scope	295713509489998	2469379010690	2469392010690	2469400010690
1999	4	5	322	1	3	122	18.4	75	20.6	75	101	46	46	36.535592	-112.347939	7600	313A	117	0	0	58.9642	90.88807871	1892	1994	1995	8	11	103	scope	295713510489998	2469810010690	2469818010690	2469825010690
1999	4	5	322	1	6	122	15.2	72	17.4	72	93	46	46	36.535592	-112.347939	7600	313A	117	0	0	58.9642	90.88807871	1889	1994	1995	8	11	106	scope	295713511489998	2469810010690	2469821010690	2469827010690
1999	4	5	323	2	1	122	15.8	62	16.6	62	89	39	42	36.536331	-112.280927	8200	313A	103	158	158	102.8959	155.3816158	1910	1994	1995	8	4	85	scope	295713512489998	2469830010690	2469838010690	2469853010690
1999	4	5	323	3	2	122	12.4	60	13.6				42	36.536331	-112.280927	8200	313A	103	158	158	102.8959	155.3816158	1921	1994	1995	8	4	74	scope	295713513489998	2469830010690	2469843010690	
1999	4	5	326	3	1	122	5.8	32	7.1	32	52	26	33	36.537038	-112.121195	8200	313A	164	0	0	143.9572	209.7106266	1945	1994	1995	8	2	50	scope	295713514489998	2469918010690	2469930010690	2469944010690
1999	4	5	326	4	4	122	12.3	54	13.6	54	67	39	33	36.537038	-112.121195	8200	313A	164	0	0	143.9572	209.7106266	1926	1994	1995	8	2	69	scope	295713515489998	2469918010690	2469937010690	2469945010690
1999	4	5	354	3	5	122	29.4	86	29.5	86	196	43	40	36.490292	-112.44428	6700	313A	208	200	200	136.0637	185.1865064	1785	1994	1995	8	14	210	scope	295713516489998	2470239010690	2470258010690	2470270010690
1999	4	5	356	2	1	122	17.3	79	18.6	79	152	42	46	36.49064	-112.337111	7800	313A	152	0	0	99.9281	141.3297939	1890	1994	1995	8	8	105	scope	295713517489998	2470318010690	2470329010690	2470337010690
1999	4	5	356	3	1	122	21.8	90	22.2	90	163	49	46	36.49064	-112.337111	7800	313A	152	0	0	99.9281	141.3297939	1819	1995	1995	8	8	177	scope	295713518489998	2470318010690	2470333010690	2470338010690
1999	4	5	357	2	5	122	14.5			58	83	37	34	36.485627	-112.301302	8300	313A	180	228	228	141.3347	189.8158392	1916	1994	1995	8	10	79	scope	295713519489998	2470340010690		2470360010690
1999	4	5	357	3	1	122	14.3	50	15.4				34	36.485627	-112.301302	8300	313A	180	228	228	141.3347	189.8158392	1864	1994	1995	8	10	131	scope	295713520489998	2470340010690	2470351010690	
1999	4	5	391	1	5	122	12.8			63	107	36	40	36.460583	-112.283027	8200	313A	135	240	240	99.6345	160.021734	1891	1994	1995	9	5	104	scope	295713521489998	2470878010690	2470888010690	2470902010690
1999	4	5	425	1	1	122	13.1	75	14.1	75	122	42	45	36.412692	-112.293392	8200	313A	135	0	0	56.0299	92.76897377	1870	1994	1995	8	23	125	scope	295713523489998	2471324010690	2471330010690	2471337010690
1999	4	5	425	3	2	122	21.2	80	22.8	80	114	47	45	36.412692	-112.293392	8200	313A	135	0	0	56.0299	92.76897377	1878	1994	1995	8	23	117	scope	295713524489998	2471324010690	2471334010690	2471338010690
1999	4	5	426	1	7	122	12.3			53	109	28	32	36.410716	-112.224212	8600	313A	116	240	240	130.2814	233.9469548	1895	1994	1995	8	16	100	scope	295713525489998	2471340010690		2471378010690
1999	4	5	460	1	1	122	11.4	38	13.4				43	36.368237	-112.234693	8400	313A	123	348	348	114.0517	196.6278034	1912	1995	1995	8	28	84	scope	295713526489998	2471759010690	2471765010690	
1999	4	5	575	1	5	122	16.3	76	17.3	76	80	52	49	36.228638	-112.221368	7700	313A	104	295	295	248.0759	390.6373514	1915	1994	1995	9	13	80	scope	295713528489998	2473426010690	2473436010690	2473481010690
1999	4	5	575	3	12	122	13.1	68	13.3	68	84	45	49	36.228638	-112.221368	7700	313A	104	295	295	248.0759	390.6373514	1909	1994	1995	9	13	86	scope	295713529489998	2473426010690	2473460010690	2473482010690
1999	4	5	623	3	2	122	14.9	64	15.4	64	95	39	38	36.178801	-111.951491	8200	313A	101	229	229	81.9059	148.1021713	1899	1994	1995	9	18	96	scope	295713530489998	2474005010690	2474034010690	2474042010690
1999	4	5	623	3	4	122	15.3	59	16.2	59	85	37	38	36.178801	-111.951491	8200	313A	101	229	229	81.9059	148.1021713	1912	1994	1995	9	18	83	scope	295713531489998	2474005010690	2474036010690	2474043010690
1999	4	5	667	4	1	122	28.3			86	132	49	47	36.146471	-111.935538	7800	313A	107	143	143	160.4649	206.5474171	1853	1994	1995	9	18	142	scope	295713532489998	2474368010690	2474379010690	2474384010690
1999	4	5	757	1	1	122	10.2	54	11.6	54	66	39	33	36.056516	-112.12211	7000	313A	167	0	0	101.7504	204.1890207	1931	1994	1995	8	7	64	scope	295713535489998	2475167010690	2475173010690	2475203010690
1999	4	5	757	3	3	122	7.5	35	8	35	56	27	33	36.056516	-112.12211	7000	313A	167	0	0	101.7504	204.1890207	1924	1995	1995	8	7	72	scope	295713536489998	2475167010690	2475181010690	2475204010690
1999	4	5	804	3	5	122	15.7			59	105	33	33	36.018697	-112.117134	6800	313D	167	152	152	53.1984	88.35048089	1892	1994	1995	8	8	73	scope	295713540489998	2475692010690		2475715010690
1999	4	5	849	1	2	122	10.6			44	46	40	38	35.952516	-112.156119	6600	313D	4	0	0	20.5674	41.55654302	1951	1994	1995	8	3	44	scope	295713544489998	2476245010690		
1999	4	5	850	2	3	122	12.9	44	13.4	44	51	37	39	35.958526	-112.09189	6700	313D	68	55	55	76.7082	103.7171925	1942	1994	1995	8	14	53	scope	295713546489998	2476267010690	2476277010690	2476295010690
1999	4	5	850	4	3	122	10.6			35	47	31	30	35.958526	-112.09189	6700	313D	0	0	0	3.6879	2.179200466	1944	1994	1995	8	14	51	scope	295713547489998	2476267010690		2476296010690
1999	4	5	850	4	4	122	10.2			39	58	29	30	35.958526	-112.09189	6700	313D	0	0	0	3.6879	2.179200466	1938	1994	1995	8	14	57	scope	295713548489998	2476267010690		2476297010690
1999	4	5	851	1	3	122	12.2	45	13.8	45	41	44	40	35.95517	-112.064123	6900	313D	57	0	0	28.8872	53.15888323	1954	1994	1995	8	14	41	scope	295713549489998	2476298010690	2476306010690	2476322010690
1999	4	5	851	1	5	122	9.6	36	11	36	42	35	40	35.95517	-112.064123	6900	313D	57	0	0	28.8872	53.15888323	1955	1994	1995	8	14	40	scope	295713550489998	2476298010690	2476308010690	2476323010690
1999	4	5	852	3	3	122	16.4			58	200	24	30	35.964746	-111.99882	7400	313D	273	102	102	73.2479	25.73821836	1752	1994	1995	8	15	243	scope	295713552489998	2476324010690		2476343010690
1999	4	5	896	1	5	122	10.5	47	11.5	47	55	38	41	35.91782	-112.106847	6600	313D	87	0	0	77.8891	138.6288693	1944	1995	1995	8	9	52	scope	295713555489998	2476919010690	2476929010690	2476949010690
1999	4	5	896	2	4	122	11.8			56	61	43	41	35.91782	-112.106847	6600	313D	87	0	0	77.8891	138.6288693	1935	1994	1995	8	9	60	scope	295713556489998	2476919010690		2476950010690
1999	4	5	898	3	9	122	19.2			55	66	40	37	35.926048	-111.990574	7000	313D	62	0	0	22.718	44.56369582	1931	1994	1995	8	8	64	scope	295713559489998	2477008010690		2477026010690
1999	4	5	899	2	2	122	15.6	53	16.6	53	54	43	39	35.905759	-111.934911	7300	313D	139	154	154	77.6224	112.2481918	1953	1994	1995	8	8	42	scope	295713560489998	2477028010690	2477035010690	2477048010690
1999	4	5	899	4	10	122	12.2			63	119	34	39	35.905759	-111.934911	7300	313D	139	154	154	77.6224	112.2481918	1898	1994	1995	8	8	97	scope	295713561489998	2477028010690		2477049010690
