tree,n_missing_total,n_missing_1980_on,n_outliers_total
28-0362A_raw,338,7,11
28-0362B_raw,337,7,11
CEBR386B_raw,5,5,17
381A_raw,510,5,0
331A_raw,260,34,12
386A_raw,354,5,3
CEB331B_raw,213,5,16
CEBR336A_raw,367,5,1
00-0001A_raw,537,7,3
00-0001B_raw,565,45,0
00-0002A_raw,451,6,2
00-0002B_raw,428,6,0
22-1814A_raw,455,7,5
22-1814B_raw,433,7,7
23-1565A_raw,416,7,1
23-1565B_raw,422,7,2
23-1710A_raw,429,7,0
23-1710B_raw,462,7,1
23-1755A_raw,431,7,3
23-1755B_raw,439,7,6
24-0527A_raw,504,7,0
24-0527B_raw,501,7,0
24-0977A_raw,579,7,1
28-0239A_raw,469,7,1
28-0239B_raw,437,7,0
30-0699A_raw,552,7,1
30-0699B_raw,546,7,1
