age_CE,WAS01A_raw,WAS01B_raw,WAS01C_raw,WAS02A_raw,WAS02B_raw,WAS03A_raw,WAS03B_raw,WAS01A_raw_outlier_flag,WAS01B_raw_outlier_flag,WAS01C_raw_outlier_flag,WAS02A_raw_outlier_flag,WAS02B_raw_outlier_flag,WAS03A_raw_outlier_flag,WAS03B_raw_outlier_flag
1605,NA,NA,NA,NA,NA,NA,1.91,NA,NA,NA,NA,NA,NA,FALSE
1606,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,NA,NA,NA,FALSE
1607,NA,NA,NA,NA,NA,NA,1.43,NA,NA,NA,NA,NA,NA,FALSE
1608,NA,NA,NA,NA,NA,NA,2.02,NA,NA,NA,NA,NA,NA,FALSE
1609,NA,NA,NA,NA,NA,NA,1.96,NA,NA,NA,NA,NA,NA,FALSE
1610,NA,NA,NA,NA,NA,2.16,1.83,NA,NA,NA,NA,NA,FALSE,FALSE
1611,NA,NA,NA,NA,NA,2.72,2.36,NA,NA,NA,NA,NA,FALSE,FALSE
1612,NA,NA,NA,NA,NA,3.54,2.49,NA,NA,NA,NA,NA,FALSE,FALSE
1613,NA,NA,NA,NA,NA,2.47,2.05,NA,NA,NA,NA,NA,FALSE,FALSE
1614,NA,NA,NA,NA,NA,2.42,2.2,NA,NA,NA,NA,NA,FALSE,FALSE
1615,NA,NA,NA,NA,NA,2.47,2.31,NA,NA,NA,NA,NA,FALSE,FALSE
1616,NA,NA,NA,NA,NA,2.93,2.84,NA,NA,NA,NA,NA,FALSE,FALSE
1617,NA,NA,NA,NA,NA,2.37,2.16,NA,NA,NA,NA,NA,FALSE,FALSE
1618,NA,NA,NA,NA,NA,1.86,1.73,NA,NA,NA,NA,NA,FALSE,FALSE
1619,NA,NA,NA,NA,NA,1.42,1.3,NA,NA,NA,NA,NA,FALSE,FALSE
1620,NA,NA,NA,NA,NA,1.44,1.47,NA,NA,NA,NA,NA,FALSE,FALSE
1621,NA,NA,NA,NA,NA,1.65,1.83,NA,NA,NA,NA,NA,FALSE,FALSE
1622,NA,NA,NA,NA,NA,1.95,1.76,NA,NA,NA,NA,NA,FALSE,FALSE
1623,NA,NA,NA,NA,NA,1.76,1.55,NA,NA,NA,NA,NA,FALSE,FALSE
1624,NA,NA,NA,NA,NA,1.6,1.54,NA,NA,NA,NA,NA,FALSE,FALSE
1625,NA,NA,NA,NA,NA,1.78,1.55,NA,NA,NA,NA,NA,FALSE,FALSE
1626,NA,NA,NA,NA,NA,1.5,1.46,NA,NA,NA,NA,NA,FALSE,FALSE
1627,NA,NA,NA,NA,NA,1.39,1.45,NA,NA,NA,NA,NA,FALSE,FALSE
1628,NA,NA,NA,NA,NA,1,1.26,NA,NA,NA,NA,NA,FALSE,FALSE
1629,NA,NA,NA,NA,NA,1.23,1.31,NA,NA,NA,NA,NA,FALSE,FALSE
1630,NA,NA,NA,NA,NA,1.33,1.09,NA,NA,NA,NA,NA,FALSE,FALSE
1631,NA,NA,NA,NA,NA,1.13,1,NA,NA,NA,NA,NA,FALSE,FALSE
1632,NA,NA,NA,NA,NA,1.34,1.33,NA,NA,NA,NA,NA,FALSE,FALSE
1633,NA,NA,NA,NA,NA,1.29,1.3,NA,NA,NA,NA,NA,FALSE,FALSE
1634,NA,NA,NA,NA,NA,1.25,1.11,NA,NA,NA,NA,NA,FALSE,FALSE
1635,NA,NA,NA,NA,NA,1.29,1.17,NA,NA,NA,NA,NA,FALSE,FALSE
1636,NA,NA,NA,NA,NA,1.52,1.44,NA,NA,NA,NA,NA,FALSE,FALSE
1637,NA,NA,NA,NA,NA,1.29,1.2,NA,NA,NA,NA,NA,FALSE,FALSE
1638,NA,NA,NA,NA,NA,1.69,1.52,NA,NA,NA,NA,NA,FALSE,FALSE
1639,NA,NA,NA,NA,NA,1.33,1.23,NA,NA,NA,NA,NA,FALSE,FALSE
1640,NA,NA,NA,NA,NA,1.25,1.25,NA,NA,NA,NA,NA,FALSE,FALSE
1641,NA,NA,NA,NA,NA,1.5,1.77,NA,NA,NA,NA,NA,FALSE,FALSE
1642,NA,NA,NA,NA,NA,1.55,1.69,NA,NA,NA,NA,NA,FALSE,FALSE
1643,NA,NA,NA,NA,NA,1.41,1.37,NA,NA,NA,NA,NA,FALSE,FALSE
1644,NA,NA,NA,NA,NA,1.15,1.18,NA,NA,NA,NA,NA,FALSE,FALSE
1645,NA,NA,NA,NA,NA,1.23,1.12,NA,NA,NA,NA,NA,FALSE,FALSE
1646,NA,NA,NA,NA,NA,1.39,1.41,NA,NA,NA,NA,NA,FALSE,FALSE
1647,NA,NA,NA,NA,NA,1.22,1.1,NA,NA,NA,NA,NA,FALSE,FALSE
1648,NA,NA,NA,NA,NA,1.15,1.16,NA,NA,NA,NA,NA,FALSE,FALSE
1649,NA,NA,NA,NA,NA,0.91,0.93,NA,NA,NA,NA,NA,FALSE,FALSE
1650,NA,NA,NA,NA,NA,1.09,1.04,NA,NA,NA,NA,NA,FALSE,FALSE
1651,NA,NA,NA,NA,NA,0.87,0.75,NA,NA,NA,NA,NA,FALSE,FALSE
1652,NA,NA,NA,NA,NA,0.95,0.85,NA,NA,NA,NA,NA,FALSE,FALSE
1653,NA,NA,NA,NA,NA,0.79,0.97,NA,NA,NA,NA,NA,FALSE,FALSE
1654,NA,NA,NA,NA,NA,0.93,1.05,NA,NA,NA,NA,NA,FALSE,FALSE
1655,NA,NA,NA,NA,NA,1.04,1.19,NA,NA,NA,NA,NA,FALSE,FALSE
1656,NA,NA,NA,NA,NA,0.93,0.94,NA,NA,NA,NA,NA,FALSE,FALSE
1657,NA,NA,NA,NA,NA,0.93,0.87,NA,NA,NA,NA,NA,FALSE,FALSE
1658,NA,NA,NA,NA,NA,0.86,0.79,NA,NA,NA,NA,NA,FALSE,FALSE
1659,NA,NA,NA,NA,NA,1.01,0.88,NA,NA,NA,NA,NA,FALSE,FALSE
1660,NA,NA,NA,NA,NA,0.72,0.65,NA,NA,NA,NA,NA,FALSE,FALSE
1661,NA,NA,NA,NA,NA,0.83,0.88,NA,NA,NA,NA,NA,FALSE,FALSE
1662,NA,NA,NA,NA,NA,0.66,0.73,NA,NA,NA,NA,NA,FALSE,FALSE
1663,NA,NA,NA,NA,NA,0.74,0.79,NA,NA,NA,NA,NA,FALSE,FALSE
1664,NA,NA,NA,NA,NA,0.73,0.71,NA,NA,NA,NA,NA,FALSE,FALSE
1665,NA,NA,NA,NA,NA,0.4,0.6,NA,NA,NA,NA,NA,FALSE,FALSE
1666,NA,NA,NA,NA,NA,0.4,0.67,NA,NA,NA,NA,NA,FALSE,FALSE
1667,NA,NA,NA,NA,NA,0.54,0.81,NA,NA,NA,NA,NA,FALSE,FALSE
1668,NA,NA,NA,NA,NA,0.71,0.85,NA,NA,NA,NA,NA,FALSE,FALSE
1669,NA,NA,NA,NA,NA,1.01,1.18,NA,NA,NA,NA,NA,FALSE,FALSE
1670,NA,NA,NA,NA,NA,1.41,1.57,NA,NA,NA,NA,NA,FALSE,FALSE
1671,NA,NA,NA,NA,NA,1.5,1.85,NA,NA,NA,NA,NA,FALSE,FALSE
1672,NA,NA,NA,NA,NA,1.66,2.03,NA,NA,NA,NA,NA,FALSE,FALSE
1673,NA,NA,NA,NA,NA,1.44,1.56,NA,NA,NA,NA,NA,FALSE,FALSE
1674,NA,NA,NA,NA,NA,1.57,1.94,NA,NA,NA,NA,NA,FALSE,FALSE
1675,NA,NA,NA,NA,NA,1.23,1.5,NA,NA,NA,NA,NA,FALSE,FALSE
1676,NA,NA,NA,NA,NA,1.23,1.31,NA,NA,NA,NA,NA,FALSE,FALSE
1677,NA,NA,NA,NA,NA,1.07,1.16,NA,NA,NA,NA,NA,FALSE,FALSE
1678,NA,NA,NA,NA,NA,1.35,1.35,NA,NA,NA,NA,NA,FALSE,FALSE
1679,NA,NA,NA,NA,NA,1.47,1.57,NA,NA,NA,NA,NA,FALSE,FALSE
1680,NA,NA,NA,NA,NA,0.98,1.11,NA,NA,NA,NA,NA,FALSE,FALSE
1681,NA,NA,NA,NA,NA,0.9,1.04,NA,NA,NA,NA,NA,FALSE,FALSE
1682,NA,NA,NA,NA,NA,0.68,0.66,NA,NA,NA,NA,NA,FALSE,FALSE
1683,NA,NA,NA,NA,NA,0.51,0.47,NA,NA,NA,NA,NA,FALSE,FALSE
1684,NA,2.24,NA,NA,NA,0.79,0.61,NA,FALSE,NA,NA,NA,FALSE,FALSE
1685,2.52,2.64,NA,NA,NA,1.01,1.19,FALSE,FALSE,NA,NA,NA,FALSE,FALSE
1686,2.71,2.66,NA,NA,NA,1.5,1.6,FALSE,FALSE,NA,NA,NA,FALSE,FALSE
1687,2.69,2.9,NA,NA,NA,1.98,2.11,FALSE,FALSE,NA,NA,NA,FALSE,FALSE
1688,2.3,2.43,NA,NA,NA,1.95,1.78,FALSE,FALSE,NA,NA,NA,FALSE,FALSE
1689,2.06,1.98,NA,NA,NA,2.12,2.08,FALSE,FALSE,NA,NA,NA,FALSE,FALSE
1690,2.14,2.24,2.2,2.79,NA,2.08,2.17,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE
1691,2.18,2.33,2.3,3.75,3.72,2.12,2.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1692,1.67,1.89,1.83,3.52,3.51,2.03,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1693,1.92,1.92,2.22,3,2.79,1.58,1.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1694,2.45,2.51,2.9,3.13,2.97,1.94,2.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1695,2.97,2.95,2.9,3.07,3.11,3.24,2.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1696,3.21,3.29,3.47,2.77,2.7,3.05,2.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1697,3.62,4.01,4.01,4.51,4.52,2.43,2.31,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
1698,2.93,2.84,3.34,3.23,3.01,2.24,1.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1699,3.05,3.44,3.15,2.06,2.02,2.03,1.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1700,3.5,3.68,3.63,2.44,2.34,2.42,1.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1701,3.3,3.79,3.74,2.33,2.23,2.69,2.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1702,4.57,4.69,4.84,2.53,2.4,3.15,3.04,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1703,2.87,3.09,3.17,2.05,1.97,2.48,2.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1704,2.37,2.76,3.2,2.24,2.28,1.77,2.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1705,2.5,2.47,2.61,3.3,3.35,1.89,2.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1706,2.5,2.3,2.2,3.23,3.14,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1707,2.85,2.75,2.42,3.38,3.18,1.99,1.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1708,4.06,3.77,2.97,3.39,3.35,1.99,1.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1709,4.03,3.81,3.15,2.35,2.35,2.63,2.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1710,2.98,2.75,2.43,2.52,2.67,2.51,2.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
