tree,n_missing_total,n_missing_1980_on,n_outliers_total
008011_raw,299,44,5
008012_raw,268,44,11
008021_raw,201,44,12
008022_raw,229,44,16
008031_raw,357,44,5
008032_raw,273,44,2
008041_raw,339,44,0
008042_raw,349,44,1
008051_raw,95,44,8
008052_raw,93,44,8
008061_raw,112,44,2
008062_raw,75,44,15
008071_raw,167,44,1
008072_raw,201,45,0
008081_raw,169,45,7
008082_raw,228,44,2
008091_raw,160,44,13
008092_raw,133,44,4
008101_raw,388,44,0
008102_raw,349,44,3
008111_raw,263,44,7
008112_raw,302,44,2
008121_raw,88,44,11
008122_raw,230,44,5
008131_raw,96,44,17
008132_raw,114,44,6
008141_raw,93,44,19
008142_raw,103,44,16
008151_raw,313,44,2
008152_raw,145,44,12
008161_raw,159,44,9
008162_raw,287,44,3
008181_raw,117,44,13
008182_raw,211,44,12
008191_raw,52,44,20
008192_raw,44,44,22
